model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,result_R,score,htf_regime,session_bucket,exit_reason,source_window,atr,body,body_sma,normalized_atr,volatility_q33,volatility_q67,volatility_regime,trend_regime,crt_high,crt_low,sweep_above,sweep_below,volume,volume_zscore,direction_name,htf_regime_name,session_name,score_band,date_third,bos_present,retest_present,confirmation_present,stop_distance_points,target_distance_points,stop_distance_atr,stop_distance_pct,body_to_atr,time_since_setup_bars,time_since_bos_bars,time_since_retest_bars,relevant_crt_level,distance_from_crt_points,distance_from_crt_atr,outcome,split,range_atr,body_range_ratio,close_location,upper_wick_ratio,lower_wick_ratio,momentum_3_atr,accel_3,atr_ratio_6_72,body_atr_pct,minutes_from_rth_open,day_of_week,volatility_regime_code,trend_aligned,dist_pdh_atr,dist_pdl_atr,dist_onh_atr,dist_onl_atr,model_code,direction_code,win,large_winner,large_loser,mfe_r,mae_r,bars_to_mfe,bars_to_mae,good_entry,strong_entry,bad_entry,very_bad_entry,bars_in_trade
BOS,Short,2021-01-08 12:20:00-06:00,2021-01-08 12:20:00-06:00,,,2021-01-08 12:20:00-06:00,2021-01-08 13:00:00-06:00,12965.5,12997.386602760818,12901.726794478362,12997.386602760818,-1.0,100.0,1,4,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,Midday,95+,Early third,True,False,False,31.886602760818278,63.773205521638374,,0.24593423131246983,,0.0,0.0,,,,,Loss,Research,2.4226475482336864,0.6553398058252428,0.6650485436893204,0.009708737864077669,0.33495145631067963,-2.951866672847841,2.898305084745763,1.356629063669741,0.8741032743802827,170,4,1.0,0,,,,,1,0,0,0,1,1.31716759903971,1.270125899074006,4.0,8.0,False,False,True,False,8
Control,Short,2021-01-08 12:20:00-06:00,,,,2021-01-08 12:20:00-06:00,2021-01-08 13:00:00-06:00,12965.5,12997.386602760818,12901.726794478362,12997.386602760818,-1.0,100.0,1,4,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,Midday,95+,Early third,False,False,False,31.886602760818278,63.773205521638374,,0.24593423131246983,,0.0,,,,,,Loss,Research,2.4226475482336864,0.6553398058252428,0.6650485436893204,0.009708737864077669,0.33495145631067963,-2.951866672847841,0.0,1.356629063669741,0.8741032743802827,170,4,1.0,0,,,,,0,0,0,0,1,1.31716759903971,1.270125899074006,4.0,8.0,False,False,True,False,8
Retest,Short,2021-01-08 12:20:00-06:00,2021-01-08 12:20:00-06:00,2021-01-08 13:00:00-06:00,,2021-01-08 13:00:00-06:00,2021-01-08 13:50:00-06:00,12993.5,13029.058193839746,12922.383612320507,13029.058193839746,-1.0,100.0,1,4,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,Midday,95+,Early third,True,True,False,35.55819383974631,71.11638767949262,,0.27366139869739725,,8.0,8.0,0.0,,,,Loss,Research,1.0335170612327884,0.3877551020408163,0.5102040816326531,0.5102040816326531,0.10204081632653061,0.9807865989249931,0.6363636363636364,1.4805654749422592,0.2589672561971731,210,4,1.0,0,,,,,2,0,0,0,1,0.1335838378464132,1.2866232803101905,2.0,10.0,False,False,True,False,10
Control,Short,2021-01-11 05:00:00-06:00,,,,2021-01-11 05:00:00-06:00,2021-01-11 06:00:00-06:00,13045.75,13060.71815691957,13015.813686160856,13041.5,0.2839360933237478,75.0,1,1,TIME,2018-2023,,,,,,,,,,,,,,,Short,Bull,Premarket,75-79,Early third,False,False,False,14.968156919570902,29.936313839143622,,0.11473588654980282,,0.0,,,,,,Win,Research,1.1524464964316823,0.2608695652173913,0.6739130434782609,0.41304347826086957,0.32608695652173914,0.35074458587051205,1.579345088161209,0.8961715420787985,0.19852262234533702,-270,0,1.0,0,,,,,0,0,1,0,0,0.7682976642878271,0.4509573246906811,3.0,8.0,True,False,False,False,12
BOS,Short,2021-01-11 06:05:00-06:00,2021-01-11 06:05:00-06:00,,,2021-01-11 06:05:00-06:00,2021-01-11 06:15:00-06:00,13033.5,13046.551233882852,13007.397532234294,13007.397532234294,2.0,90.0,1,1,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bull,Premarket,90-94,Early third,True,False,False,13.051233882852102,26.102467765706024,,0.10013606385738369,,0.0,0.0,,,,,Win,Research,1.2355153654234836,0.6976744186046512,0.6976744186046512,0.0,0.3023255813953488,-1.5228445201731309,0.45794392523364486,0.816942399704631,0.5603025783081185,-205,0,1.0,0,,,,,1,0,1,1,0,2.126235745147474,0.038310553966621155,2.0,1.0,True,False,False,False,2
Control,Short,2021-01-11 06:05:00-06:00,,,,2021-01-11 06:05:00-06:00,2021-01-11 06:15:00-06:00,13033.5,13046.551233882852,13007.397532234294,13007.397532234294,2.0,90.0,1,1,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bull,Premarket,90-94,Early third,False,False,False,13.051233882852102,26.102467765706024,,0.10013606385738369,,0.0,,,,,,Win,Research,1.2355153654234836,0.6976744186046512,0.6976744186046512,0.0,0.3023255813953488,-1.5228445201731309,0.0,0.816942399704631,0.5603025783081185,-205,0,1.0,0,,,,,0,0,1,1,0,2.126235745147474,0.038310553966621155,2.0,1.0,True,False,False,False,2
Retest,Short,2021-01-11 06:05:00-06:00,2021-01-11 06:05:00-06:00,2021-01-11 06:10:00-06:00,,2021-01-11 06:10:00-06:00,2021-01-11 07:10:00-06:00,13024.5,13037.717217176934,12998.065565646131,13010.0,1.0970539263971557,90.0,1,1,TIME,2018-2023,,,,,,,,,,,,,,,Short,Bull,Premarket,90-94,Early third,True,True,False,13.217217176934355,26.43443435386871,,0.1014796512490641,,1.0,1.0,0.0,,,,Win,Research,1.1632554564383633,0.926829268292683,0.926829268292683,0.0,0.07317073170731707,-1.9293017326294803,0.4186046511627907,0.8166307247884717,0.6938703032885858,-200,0,1.0,0,,,,,2,0,1,1,0,1.853642841153845,0.7376741918877546,2.0,6.0,True,True,False,False,12
Confirm,Short,2021-01-11 06:05:00-06:00,2021-01-11 06:05:00-06:00,2021-01-11 06:10:00-06:00,2021-01-11 06:15:00-06:00,2021-01-11 06:15:00-06:00,2021-01-11 06:30:00-06:00,13011.0,13025.817773092867,12981.364453814263,13025.817773092867,-1.0,90.0,1,1,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,Premarket,90-94,Early third,True,True,True,14.817773092867355,29.63554618573653,,0.11388650444137542,,2.0,2.0,1.0,,,,Loss,Research,2.4042074188021707,0.5894736842105263,0.7789473684210526,0.18947368421052632,0.22105263157894736,-3.0875084746722616,1.9058823529411766,0.8318545352911497,0.8298884863981817,-195,0,1.0,0,,,,,3,0,0,0,1,0.742351764402097,1.1810141706397,1.0,3.0,True,False,False,False,3
BOS,Short,2021-01-12 10:50:00-06:00,2021-01-12 10:50:00-06:00,,,2021-01-12 10:50:00-06:00,2021-01-12 11:05:00-06:00,12858.75,12887.341864713311,12801.566270573372,12801.566270573372,2.0,100.0,-1,3,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bear,MidAM,95+,Early third,True,False,False,28.591864713311224,57.183729426627906,,0.22235337582044307,,0.0,0.0,,,,,Win,Research,1.193521316016497,0.6153846153846154,0.6703296703296703,0.054945054945054944,0.32967032967032966,-1.7574929268814352,20.3,1.5728066967803973,0.47641877974287944,80,1,1.0,1,,,,,1,0,1,1,0,2.098499017172056,0.4022123116246441,3.0,2.0,True,False,False,False,3
Control,Short,2021-01-12 10:50:00-06:00,,,,2021-01-12 10:50:00-06:00,2021-01-12 11:05:00-06:00,12858.75,12887.341864713311,12801.566270573372,12801.566270573372,2.0,100.0,-1,3,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bear,MidAM,95+,Early third,False,False,False,28.591864713311224,57.183729426627906,,0.22235337582044307,,0.0,,,,,,Win,Research,1.193521316016497,0.6153846153846154,0.6703296703296703,0.054945054945054944,0.32967032967032966,-1.7574929268814352,0.0,1.5728066967803973,0.47641877974287944,80,1,1.0,1,,,,,0,0,1,1,0,2.098499017172056,0.4022123116246441,3.0,2.0,True,False,False,False,3
Retest,Short,2021-01-12 10:50:00-06:00,2021-01-12 10:50:00-06:00,2021-01-12 11:00:00-06:00,,2021-01-12 11:00:00-06:00,2021-01-12 11:15:00-06:00,12835.5,12866.13023028852,12774.23953942296,12774.23953942296,2.0,100.0,-1,3,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bear,MidAM,95+,Early third,True,True,False,30.63023028851967,61.26046057703934,,0.2386368297964214,,2.0,2.0,0.0,,,,Win,Research,1.9588491315550565,0.75,0.86875,0.11875,0.13125,-1.8241782537606464,0.42081447963800905,1.5474720648403015,0.8435968463669294,90,1,1.0,1,,,,,2,0,1,1,0,2.3506189578661405,0.024485614144438964,3.0,1.0,True,True,False,False,3
Confirm,Short,2021-01-12 10:50:00-06:00,2021-01-12 10:50:00-06:00,2021-01-12 11:00:00-06:00,2021-01-12 11:05:00-06:00,2021-01-12 11:05:00-06:00,2021-01-12 11:50:00-06:00,12802.75,12835.21021383934,12737.82957232132,12835.21021383934,-1.0,100.0,-1,3,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,MidAM,95+,Early third,True,True,True,32.46021383934021,64.92042767868043,,0.2535409489315984,,3.0,3.0,1.0,,,,Loss,Research,1.732890617369473,0.8666666666666667,0.8933333333333333,0.02666666666666667,0.10666666666666667,-2.5877833219384128,0.5598290598290598,1.55684093954518,0.8516229845869735,95,1,1.0,1,,,,,3,0,0,0,1,1.2091725641200457,1.085944786884882,2.0,9.0,True,False,False,False,9
BOS,Long,2021-01-12 13:00:00-06:00,2021-01-12 13:00:00-06:00,,,2021-01-12 13:00:00-06:00,2021-01-12 13:20:00-06:00,12902.75,12876.272647483074,12955.704705033851,12876.272647483074,-1.0,75.0,-1,4,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bear,Midday,75-79,Early third,True,False,False,26.477352516925748,52.954705033851496,,0.205207049016107,,0.0,0.0,,,,,Loss,Research,1.5154460769576208,0.8411214953271028,0.9158878504672897,0.08411214953271028,0.07476635514018691,1.076391606063357,5.357142857142857,1.248458745919875,0.7808438099296825,210,1,1.0,0,,,,,1,1,0,0,1,0.10386234795348409,1.019739416270571,1.0,4.0,False,False,True,False,4
Control,Long,2021-01-12 13:00:00-06:00,,,,2021-01-12 13:00:00-06:00,2021-01-12 13:20:00-06:00,12902.75,12876.272647483074,12955.704705033851,12876.272647483074,-1.0,75.0,-1,4,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bear,Midday,75-79,Early third,False,False,False,26.477352516925748,52.954705033851496,,0.205207049016107,,0.0,,,,,,Loss,Research,1.5154460769576208,0.8411214953271028,0.9158878504672897,0.08411214953271028,0.07476635514018691,1.076391606063357,0.0,1.248458745919875,0.7808438099296825,210,1,1.0,0,,,,,0,1,0,0,1,0.10386234795348409,1.019739416270571,1.0,4.0,False,False,True,False,4
BOS,Short,2021-01-13 05:25:00-06:00,2021-01-13 05:25:00-06:00,,,2021-01-13 05:25:00-06:00,2021-01-13 05:30:00-06:00,12859.5,12873.815980421285,12830.868039157434,12873.815980421285,-1.0,90.0,-1,1,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Premarket,90-94,Early third,True,False,False,14.315980421284621,28.631960842565604,,0.11132610460192559,,0.0,0.0,,,,,Loss,Research,2.331310816155062,0.8539325842696629,0.9101123595505618,0.056179775280898875,0.0898876404494382,-3.09095141917188,0.9774011299435028,1.0840915536122353,0.939377796718517,-245,2,1.0,1,,,,,1,0,0,0,1,0.4540380615732033,1.0303171397238076,1.0,1.0,False,False,True,True,1
Control,Short,2021-01-13 05:25:00-06:00,,,,2021-01-13 05:25:00-06:00,2021-01-13 05:30:00-06:00,12859.5,12873.815980421285,12830.868039157434,12873.815980421285,-1.0,90.0,-1,1,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Premarket,90-94,Early third,False,False,False,14.315980421284621,28.631960842565604,,0.11132610460192559,,0.0,,,,,,Loss,Research,2.331310816155062,0.8539325842696629,0.9101123595505618,0.056179775280898875,0.0898876404494382,-3.09095141917188,0.0,1.0840915536122353,0.939377796718517,-245,2,1.0,1,,,,,0,0,0,0,1,0.4540380615732033,1.0303171397238076,1.0,1.0,False,False,True,True,1
Control,Short,2021-01-13 08:15:00-06:00,,,,2021-01-13 08:15:00-06:00,2021-01-13 08:30:00-06:00,12885.0,12902.6001715419,12849.7996569162,12902.6001715419,-1.0,75.0,-1,1,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Premarket,75-79,Early third,False,False,False,17.600171541900636,35.20034308379945,,0.1365942688544869,,0.0,,,,,,Loss,Research,0.7244247574318711,0.38235294117647056,0.4117647058823529,0.4117647058823529,0.20588235294117646,1.7471420620415714,1.7687861271676302,1.3382564746429326,0.18303856808011934,-75,2,1.0,1,,,,,0,0,0,0,1,0.4261322102540188,1.5766891779398695,1.0,3.0,False,False,True,True,3
BOS,Short,2021-01-13 21:25:00-06:00,2021-01-13 21:25:00-06:00,,,2021-01-13 21:25:00-06:00,2021-01-13 21:30:00-06:00,12957.75,12971.046328169614,12931.15734366077,12931.15734366077,2.0,90.0,1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bull,Overnight,90-94,Early third,True,False,False,13.296328169613844,26.592656339229507,,0.10261293951198197,,0.0,0.0,,,,,Win,Research,2.8203275010688436,0.68,0.68,0.0,0.32,-2.7357176760367783,3.1745454545454543,0.7500237802609303,0.9298600752894381,715,2,1.0,0,,,,,1,0,1,1,0,2.1058445341314997,0.07520873336183927,1.0,1.0,True,True,False,False,1
Control,Short,2021-01-13 21:25:00-06:00,,,,2021-01-13 21:25:00-06:00,2021-01-13 21:30:00-06:00,12957.75,12971.046328169614,12931.15734366077,12931.15734366077,2.0,90.0,1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bull,Overnight,90-94,Early third,False,False,False,13.296328169613844,26.592656339229507,,0.10261293951198197,,0.0,,,,,,Win,Research,2.8203275010688436,0.68,0.68,0.0,0.32,-2.7357176760367783,0.0,0.7500237802609303,0.9298600752894381,715,2,1.0,0,,,,,0,0,1,1,0,2.1058445341314997,0.07520873336183927,1.0,1.0,True,True,False,False,1
Control,Long,2021-01-14 10:55:00-06:00,,,,2021-01-14 10:55:00-06:00,2021-01-14 11:10:00-06:00,12974.25,12952.965838166418,13016.818323667165,12952.965838166418,-1.0,85.0,1,3,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bull,MidAM,85-89,Early third,False,False,False,21.284161833582402,42.568323667164805,,0.1640492655342883,,0.0,,,,,,Loss,Research,1.0042678761384847,0.14035087719298245,0.7017543859649122,0.2982456140350877,0.5614035087719298,-0.6871306520947527,0.5038167938931297,1.366938870013533,0.09851551956815115,85,3,1.0,1,,,,,0,1,0,0,1,0.17618734669096556,1.1158531957094486,1.0,3.0,False,False,True,False,3
BOS,Short,2021-01-14 21:45:00-06:00,2021-01-14 21:45:00-06:00,,,2021-01-14 21:45:00-06:00,2021-01-14 22:45:00-06:00,12889.75,12901.999505910511,12865.250988178974,12877.5,1.00004033546256,75.0,-1,0,TIME,2018-2023,,,,,,,,,,,,,,,Short,Bear,Overnight,75-79,Early third,True,False,False,12.249505910511289,24.499011821026215,,0.0950329208131367,,0.0,0.0,,,,,Win,Research,1.71435486079296,0.3392857142857143,0.9285714285714286,0.5892857142857143,0.07142857142857142,-1.316379625251737,2.8403361344537816,0.7282453939078208,0.3712266496200014,735,3,1.0,1,,,,,1,0,1,1,0,1.5919009421651096,0.14286290506609958,5.0,1.0,True,False,False,False,12
Control,Short,2021-01-14 21:45:00-06:00,,,,2021-01-14 21:45:00-06:00,2021-01-14 22:45:00-06:00,12889.75,12901.999505910511,12865.250988178974,12877.5,1.00004033546256,75.0,-1,0,TIME,2018-2023,,,,,,,,,,,,,,,Short,Bear,Overnight,75-79,Early third,False,False,False,12.249505910511289,24.499011821026215,,0.0950329208131367,,0.0,,,,,,Win,Research,1.71435486079296,0.3392857142857143,0.9285714285714286,0.5892857142857143,0.07142857142857142,-1.316379625251737,0.0,0.7282453939078208,0.3712266496200014,735,3,1.0,1,,,,,0,0,1,1,0,1.5919009421651096,0.14286290506609958,5.0,1.0,True,False,False,False,12
Retest,Short,2021-01-14 21:45:00-06:00,2021-01-14 21:45:00-06:00,2021-01-14 21:50:00-06:00,,2021-01-14 21:50:00-06:00,2021-01-14 22:50:00-06:00,12889.5,12901.758469774048,12864.983060451905,12878.75,0.8769446919678899,75.0,-1,0,TIME,2018-2023,,,,,,,,,,,,,,,Short,Bear,Overnight,75-79,Early third,True,True,False,12.258469774047626,24.51693954809525,,0.09510430795645779,,1.0,1.0,0.0,,,,Win,Research,1.0095060988932687,0.030303030303030304,0.24242424242424243,0.24242424242424243,0.7272727272727273,-0.7953684415522724,0.007425742574257426,0.7308013869263426,0.026280275587754812,740,3,1.0,1,,,,,2,0,1,0,0,1.5703428205006569,0.04078812520780927,4.0,1.0,True,False,False,False,12
Confirm,Short,2021-01-14 21:45:00-06:00,2021-01-14 21:45:00-06:00,2021-01-14 21:50:00-06:00,2021-01-14 21:55:00-06:00,2021-01-14 21:55:00-06:00,2021-01-14 22:55:00-06:00,12882.75,12895.391793361616,12857.466413276768,12876.25,0.5141675563006689,75.0,-1,0,TIME,2018-2023,,,,,,,,,,,,,,,Short,Bear,Overnight,75-79,Early third,True,True,True,12.641793361615782,25.283586723231565,,0.0981296179900703,,2.0,2.0,1.0,,,,Win,Research,1.394185104584506,0.5106382978723404,0.6170212765957447,0.10638297872340426,0.3829787234042553,-1.423848617448006,0.23893805309734514,0.73695713475102,0.46089921159173236,745,3,1.0,1,,,,,3,0,1,0,0,0.9887837621166702,0.27685945339266765,3.0,8.0,True,False,False,False,12
BOS,Short,2021-01-15 03:50:00-06:00,2021-01-15 03:50:00-06:00,,,2021-01-15 03:50:00-06:00,2021-01-15 04:30:00-06:00,12873.5,12885.17611210262,12850.14777579476,12885.17611210262,-1.0,90.0,-1,0,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Overnight,90-94,Early third,True,False,False,11.6761121026193,23.352224205240418,,0.09069881619310444,,0.0,0.0,,,,,Loss,Research,0.9313887965806406,0.896551724137931,0.896551724137931,0.0,0.10344827586206896,-1.3810247673437084,3.964285714285714,0.8255131951553747,0.5428297464308545,-340,4,1.0,1,,,,,1,0,0,0,1,0.9635056516352125,1.1990292553682644,6.0,8.0,False,False,True,False,8
Control,Short,2021-01-15 03:50:00-06:00,,,,2021-01-15 03:50:00-06:00,2021-01-15 04:30:00-06:00,12873.5,12885.17611210262,12850.14777579476,12885.17611210262,-1.0,90.0,-1,0,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Overnight,90-94,Early third,False,False,False,11.6761121026193,23.352224205240418,,0.09069881619310444,,0.0,,,,,,Loss,Research,0.9313887965806406,0.896551724137931,0.896551724137931,0.0,0.10344827586206896,-1.3810247673437084,0.0,0.8255131951553747,0.5428297464308545,-340,4,1.0,1,,,,,0,0,0,0,1,0.9635056516352125,1.1990292553682644,6.0,8.0,False,False,True,False,8
Control,Short,2021-01-15 04:35:00-06:00,,,,2021-01-15 04:35:00-06:00,2021-01-15 05:00:00-06:00,12882.0,12894.04952875403,12857.90094249194,12857.90094249194,2.0,75.0,-1,1,TARGET,2018-2023,,,,,,,,,,,,,,,Short,Bear,Premarket,75-79,Early third,False,False,False,12.049528754030689,24.09905750805956,,0.09353771738884249,,0.0,,,,,,Win,Research,1.3382266086219852,0.3488372093023256,0.9534883720930233,0.6046511627906976,0.046511627906976744,1.5871990009237498,1.59375,0.790555945054677,0.29725122522906455,-295,4,1.0,1,,,,,0,0,1,1,0,2.0540222364896117,0.290467791018733,5.0,1.0,True,True,False,False,5
BOS,Short,2021-01-15 04:35:00-06:00,2021-01-15 05:05:00-06:00,,,2021-01-15 05:05:00-06:00,2021-01-15 06:00:00-06:00,12854.25,12868.818174531036,12825.113650937928,12868.818174531036,-1.0,75.0,-1,1,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Premarket,75-79,Early third,True,False,False,14.568174531035766,29.13634906207153,,0.11333352417321715,,6.0,0.0,,,,,Loss,Research,1.9305781887829088,0.5333333333333333,0.6,0.06666666666666667,0.4,-1.544462551026327,4.690140845070422,0.8774118859259147,0.6666311527807373,-265,4,1.0,1,,,,,1,0,0,0,1,0.4633387653078927,1.2870521258552574,3.0,11.0,False,False,True,False,11
Control,Short,2021-01-15 05:05:00-06:00,,,,2021-01-15 05:05:00-06:00,2021-01-15 06:00:00-06:00,12854.25,12868.818174531036,12825.113650937928,12868.818174531036,-1.0,90.0,-1,1,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Premarket,90-94,Early third,False,False,False,14.568174531035766,29.13634906207153,,0.11333352417321715,,0.0,,,,,,Loss,Research,1.9305781887829088,0.5333333333333333,0.6,0.06666666666666667,0.4,-1.544462551026327,0.0,0.8774118859259147,0.6666311527807373,-265,4,1.0,1,,,,,0,0,0,0,1,0.4633387653078927,1.2870521258552574,3.0,11.0,False,False,True,False,11
Retest,Short,2021-01-15 04:35:00-06:00,2021-01-15 05:05:00-06:00,2021-01-15 05:35:00-06:00,,2021-01-15 05:35:00-06:00,2021-01-15 06:15:00-06:00,12861.0,12874.690938882552,12833.618122234897,12874.690938882552,-1.0,75.0,-1,1,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Premarket,75-79,Early third,True,True,False,13.690938882551563,27.381877765103127,,0.10645314425434697,,12.0,6.0,0.0,,,,Loss,Research,0.8764921166431637,0.40625,0.3125,0.3125,0.28125,1.4242996895451412,0.5586206896551724,0.9419059405466982,0.23183464734711273,-235,4,1.0,1,,,,,2,0,0,0,1,0.9312728739333762,1.6069022138458255,3.0,8.0,True,False,False,False,8
Confirm,Short,2021-01-15 04:35:00-06:00,2021-01-15 05:05:00-06:00,2021-01-15 05:35:00-06:00,2021-01-15 05:40:00-06:00,2021-01-15 05:40:00-06:00,2021-01-15 06:00:00-06:00,12856.25,12869.793371819513,12829.163256360976,12869.793371819513,-1.0,75.0,-1,1,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Premarket,75-79,Early third,True,True,True,13.543371819512686,27.086743639023553,,0.10534465197481914,,13.0,7.0,1.0,,,,Loss,Research,0.8306646343262736,0.5333333333333333,0.6,0.06666666666666667,0.4,0.22151056915367295,0.41304347826086957,0.9423547262286249,0.28602883727537465,-230,4,1.0,1,,,,,3,0,0,0,1,0.5906948510764474,1.2367673444413116,2.0,4.0,True,False,False,False,4
Control,Short,2021-01-15 06:30:00-06:00,,,,2021-01-15 06:30:00-06:00,2021-01-15 07:20:00-06:00,12891.5,12906.243372627669,12862.013254744665,12906.243372627669,-1.0,75.0,-1,1,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bear,Premarket,75-79,Early third,False,False,False,14.743372627668577,29.486745255335336,,0.11436506711917603,,0.0,,,,,,Loss,Research,0.9665359724583646,0.2631578947368421,0.23684210526315788,0.23684210526315788,0.5,0.9411008152884077,9.195652173913043,0.9966683100543697,0.16861993039278358,-180,4,1.0,1,,,,,0,0,0,0,1,1.2378443156045997,1.0174062867983011,4.0,10.0,True,False,False,False,10
Control,Long,2021-01-15 08:00:00-06:00,,,,2021-01-15 08:00:00-06:00,2021-01-15 08:30:00-06:00,12876.25,12860.233502993651,12908.282994012694,12908.282994012694,2.0,75.0,-1,1,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bear,Premarket,75-79,Early third,False,False,False,16.0164970063488,32.03299401269396,,0.12438790025316998,,0.0,,,,,,Win,Research,2.1306157012033586,0.5824175824175825,0.3956043956043956,0.02197802197802198,0.3956043956043956,-2.200855779265008,0.9786096256684491,1.0140681489388044,0.7663186305845585,-90,4,1.0,0,,,,,0,1,1,1,0,3.074954528476341,0.1560890623592051,6.0,1.0,True,False,False,False,6
BOS,Long,2021-01-15 08:00:00-06:00,2021-01-15 08:30:00-06:00,,,2021-01-15 08:30:00-06:00,2021-01-15 08:55:00-06:00,12907.0,12885.802835473698,12949.394329052602,12885.802835473698,-1.0,75.0,-1,1,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bear,Premarket,75-79,Early third,True,False,False,21.197164526302004,42.39432905260219,,0.16422998780740686,,6.0,0.0,,,,,Loss,Research,3.5205180347307867,0.41708542713567837,0.628140703517588,0.37185929648241206,0.21105527638190955,2.1229254480788664,1.6696832579185519,1.1273354754899867,0.8435258185950707,-60,4,1.0,0,,,,,1,1,0,0,1,0.9671104819025703,1.0614627240394066,1.0,5.0,True,False,False,False,5
Retest,Long,2021-01-15 08:00:00-06:00,2021-01-15 08:30:00-06:00,2021-01-15 08:35:00-06:00,,2021-01-15 08:35:00-06:00,2021-01-15 08:55:00-06:00,12908.75,12886.200847225577,12953.848305548843,12886.200847225577,-1.0,75.0,-1,1,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bear,Premarket,75-79,Early third,True,True,False,22.54915277442342,45.0983055488432,,0.17468114863502213,,7.0,1.0,0.0,,,,Loss,Research,1.779446012956782,0.056074766355140186,0.29906542056074764,0.7009345794392523,0.24299065420560748,1.413578608423612,0.06461538461538462,1.1875566047134734,0.07251935506783153,-55,4,1.0,0,,,,,2,1,0,0,1,0.6541265717411042,1.0754284315065612,1.0,4.0,False,False,True,False,4
