model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,result_R,score,htf_regime,session_bucket,exit_reason,source_window,atr,body,body_sma,normalized_atr,volatility_q33,volatility_q67,volatility_regime,trend_regime,crt_high,crt_low,sweep_above,sweep_below,volume,volume_zscore,direction_name,htf_regime_name,session_name,score_band,date_third,bos_present,retest_present,confirmation_present,stop_distance_points,target_distance_points,stop_distance_atr,stop_distance_pct,body_to_atr,time_since_setup_bars,time_since_bos_bars,time_since_retest_bars,relevant_crt_level,distance_from_crt_points,distance_from_crt_atr,outcome,split,range_atr,body_range_ratio,close_location,upper_wick_ratio,lower_wick_ratio,momentum_3_atr,accel_3,atr_ratio_6_72,body_atr_pct,minutes_from_rth_open,day_of_week,volatility_regime_code,trend_aligned,dist_pdh_atr,dist_pdl_atr,dist_onh_atr,dist_onl_atr,model_code,direction_code,win,large_winner,large_loser,mfe_r,mae_r,bars_to_mfe,bars_to_mae,good_entry,strong_entry,bad_entry,very_bad_entry,bars_in_trade
Control,Long,2023-03-21 05:25:00-05:00,,,,2023-03-21 05:25:00-05:00,2023-03-21 05:55:00-05:00,12399.75,12383.060129613705,12433.129740772589,12383.060129613705,-1.0,90.0,1,1,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bull,Premarket,90-94,Early third,False,False,False,16.689870386295297,33.379740772588775,,0.1345984426000145,,0.0,,,,,,Loss,Research,2.067122104694749,0.5652173913043478,0.5652173913043478,0.43478260869565216,0.0,1.3481231117574453,0.0,1.06240160617828,0.7361673414304993,-245,1,1.0,1,,,,,0,1,0,0,1,0.47933266195818464,1.1833525092092683,2.0,6.0,False,False,True,False,6
Retest,Long,2023-03-21 05:25:00-05:00,2023-03-21 05:25:00-05:00,2023-03-21 05:30:00-05:00,,2023-03-21 05:30:00-05:00,2023-03-21 05:50:00-05:00,12401.25,12384.493334641298,12434.763330717404,12384.493334641298,-1.0,90.0,1,1,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bull,Premarket,90-94,Early third,True,True,False,16.756665358701866,33.51333071740373,,0.13512077700797795,,1.0,1.0,0.0,,,,Loss,Research,1.0518202531774534,0.19148936170212766,0.723404255319149,0.2765957446808511,0.5319148936170213,1.5441616482817933,0.1285714285714286,1.0754992195266333,0.13608921088145465,-240,1,1.0,1,,,,,2,1,0,0,1,0.38790534159736617,1.0592799712851153,1.0,4.0,False,False,True,False,4
Confirm,Long,2023-03-21 05:25:00-05:00,2023-03-21 05:25:00-05:00,2023-03-21 05:30:00-05:00,2023-03-21 05:35:00-05:00,2023-03-21 05:35:00-05:00,2023-03-21 05:50:00-05:00,12402.0,12385.583096452634,12434.833807094732,12385.583096452634,-1.0,90.0,1,1,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bull,Premarket,90-94,Early third,True,True,True,16.41690354736602,32.83380709473204,,0.13237303295731348,,2.0,2.0,1.0,,,,Loss,Research,0.7309539198654244,0.15625,0.28125,0.71875,0.125,1.3248539797560817,0.06474820143884892,1.0824799786270922,0.08132679877832233,-235,1,1.0,1,,,,,3,1,0,0,1,0.3502487532688555,1.126887293125883,1.0,3.0,False,False,True,False,3
BOS,Long,2023-03-21 06:20:00-05:00,2023-03-21 06:20:00-05:00,,,2023-03-21 06:20:00-05:00,2023-03-21 07:20:00-05:00,12419.25,12401.905955550204,12453.938088899591,12426.25,0.4035967516262968,90.0,1,1,TIME,2018-2023,,,,,,,,,,,,,,,Long,Bull,Premarket,90-94,Early third,True,False,False,17.344044449795547,34.688088899591094,,0.13965452382225615,,0.0,0.0,,,,,Win,Research,1.6648366004584745,0.5714285714285714,0.8311688311688312,0.16883116883116883,0.2597402597402597,1.6648366004584745,23.0,1.1097926748255624,0.6216705731941189,-190,1,1.0,1,,,,,1,1,1,0,0,1.9603270793278436,0.20179837581316037,6.0,1.0,True,True,False,False,12
Control,Long,2023-03-21 06:20:00-05:00,,,,2023-03-21 06:20:00-05:00,2023-03-21 07:20:00-05:00,12419.25,12401.905955550204,12453.938088899591,12426.25,0.4035967516262968,90.0,1,1,TIME,2018-2023,,,,,,,,,,,,,,,Long,Bull,Premarket,90-94,Early third,False,False,False,17.344044449795547,34.688088899591094,,0.13965452382225615,,0.0,,,,,,Win,Research,1.6648366004584745,0.5714285714285714,0.8311688311688312,0.16883116883116883,0.2597402597402597,1.6648366004584745,0.0,1.1097926748255624,0.6216705731941189,-190,1,1.0,1,,,,,0,1,1,0,0,1.9603270793278436,0.20179837581316037,6.0,1.0,True,True,False,False,12
Control,Long,2023-03-21 09:15:00-05:00,,,,2023-03-21 09:15:00-05:00,2023-03-21 09:25:00-05:00,12433.25,12401.084669258264,12497.580661483473,12401.084669258264,-1.0,75.0,1,1,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bull,Premarket,75-79,Early third,False,False,False,32.1653307417364,64.3306614834728,,0.25870412596655257,,0.0,,,,,,Loss,Research,1.1308759823446104,0.27835051546391754,0.6082474226804123,0.1134020618556701,0.6082474226804123,-1.4806314408017065,2.3333333333333335,1.548456155158443,0.20690389942467505,-15,1,1.0,1,,,,,0,1,0,0,1,0.20208093155298634,1.1813962152328432,1.0,2.0,False,False,True,False,2
BOS,Long,2023-03-21 11:55:00-05:00,2023-03-21 11:55:00-05:00,,,2023-03-21 11:55:00-05:00,2023-03-21 12:55:00-05:00,12440.75,12413.669427718292,12494.911144563415,12444.25,0.1292439452014138,85.0,1,3,TIME,2018-2023,,,,,,,,,,,,,,,Long,Bull,MidAM,85-89,Early third,True,False,False,27.080572281707646,54.16114456341529,,0.21767636422006428,,0.0,0.0,,,,,Win,Research,0.9693295890106036,0.35714285714285715,0.45714285714285713,0.5428571428571428,0.1,0.858549064552249,0.7200000000000001,1.283731087083402,0.22625896725619718,145,1,1.0,1,,,,,1,1,1,0,0,1.4955370801878103,0.2954147318889502,8.0,2.0,True,False,False,False,12
Control,Long,2023-03-21 11:55:00-05:00,,,,2023-03-21 11:55:00-05:00,2023-03-21 12:55:00-05:00,12440.75,12413.669427718292,12494.911144563415,12444.25,0.1292439452014138,85.0,1,3,TIME,2018-2023,,,,,,,,,,,,,,,Long,Bull,MidAM,85-89,Early third,False,False,False,27.080572281707646,54.16114456341529,,0.21767636422006428,,0.0,,,,,,Win,Research,0.9693295890106036,0.35714285714285715,0.45714285714285713,0.5428571428571428,0.1,0.858549064552249,0.0,1.283731087083402,0.22625896725619718,145,1,1.0,1,,,,,0,1,1,0,0,1.4955370801878103,0.2954147318889502,8.0,2.0,True,False,False,False,12
Control,Short,2023-03-21 20:15:00-05:00,,,,2023-03-21 20:15:00-05:00,2023-03-21 20:25:00-05:00,12530.0,12538.054862778725,12513.89027444255,12538.054862778725,-1.0,75.0,1,0,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,Overnight,75-79,Early third,False,False,False,8.054862778724782,16.109725557449565,,0.06428461914385301,,0.0,,,,,,Loss,Research,0.8845588305761116,0.15789473684210525,0.7368421052631579,0.7368421052631579,0.10526315789473684,0.13966718377517554,12.453488372093023,0.508327024125349,0.097521130762128,645,1,1.0,0,,,,,0,0,0,0,1,0.12414860780015877,1.4587461416518654,1.0,2.0,False,False,True,False,2
Control,Long,2023-03-22 00:20:00-05:00,,,,2023-03-22 00:20:00-05:00,2023-03-22 01:00:00-05:00,12533.75,12527.163352776168,12546.923294447664,12527.163352776168,-1.0,75.0,1,0,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bull,Overnight,75-79,Early third,False,False,False,6.586647223832188,13.173294447664375,,0.05255128930952179,,0.0,,,,,,Loss,Research,1.7649343596146017,0.3225806451612903,0.3870967741935484,0.2903225806451613,0.3870967741935484,-0.9678672294660718,0.11627906976744186,0.534836997551948,0.363520136373322,-550,2,1.0,1,,,,,0,1,0,0,1,0.41751135388726923,1.2525340616618077,2.0,8.0,False,False,True,False,8
BOS,Long,2023-03-22 10:35:00-05:00,2023-03-22 10:35:00-05:00,,,2023-03-22 10:35:00-05:00,2023-03-22 11:05:00-05:00,12600.75,12577.746144312146,12646.757711375709,12577.746144312146,-1.0,75.0,1,3,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bull,MidAM,75-79,Early third,True,False,False,23.003855687853502,46.00771137570882,,0.18255941660499178,,0.0,0.0,,,,,Loss,Research,1.0270017479058524,0.6190476190476191,0.7619047619047619,0.23809523809523808,0.14285714285714285,1.1574146682748494,2.161290322580645,1.6262869428315205,0.4089423964770225,65,2,1.0,1,,,,,1,1,0,0,1,0.24995809737391614,1.3802034072385803,1.0,6.0,False,False,True,False,6
Control,Long,2023-03-22 10:35:00-05:00,,,,2023-03-22 10:35:00-05:00,2023-03-22 11:05:00-05:00,12600.75,12577.746144312146,12646.757711375709,12577.746144312146,-1.0,75.0,1,3,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bull,MidAM,75-79,Early third,False,False,False,23.003855687853502,46.00771137570882,,0.18255941660499178,,0.0,,,,,,Loss,Research,1.0270017479058524,0.6190476190476191,0.7619047619047619,0.23809523809523808,0.14285714285714285,1.1574146682748494,0.0,1.6262869428315205,0.4089423964770225,65,2,1.0,1,,,,,0,1,0,0,1,0.24995809737391614,1.3802034072385803,1.0,6.0,False,False,True,False,6
Control,Long,2023-03-22 11:20:00-05:00,,,,2023-03-22 11:20:00-05:00,2023-03-22 12:20:00-05:00,12550.5,12527.62552494947,12596.24895010106,12558.5,0.3497348018841128,85.0,1,3,TIME,2018-2023,,,,,,,,,,,,,,,Long,Bull,MidAM,85-89,Early third,False,False,False,22.874475050530236,45.74895010106047,,0.18225947213680918,,0.0,,,,,,Win,Research,1.4098684200953298,0.1511627906976744,0.6511627906976745,0.19767441860465115,0.6511627906976745,-1.4426560577719654,2.1307420494699647,1.4894276990123936,0.14312096029547552,110,2,1.0,1,,,,,0,1,1,0,0,0.4699561400317605,0.7759740916803488,12.0,9.0,False,False,True,False,12
BOS,Long,2023-03-22 12:20:00-05:00,2023-03-22 12:20:00-05:00,,,2023-03-22 12:20:00-05:00,2023-03-22 13:00:00-05:00,12558.5,12538.084361031966,12599.331277936068,12599.331277936068,2.0,85.0,1,4,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bull,Midday,85-89,Early third,True,False,False,20.415638968033818,40.831277936067636,,0.16256431076986758,,0.0,0.0,,,,,Win,Research,0.7347308611543519,0.45,0.725,0.275,0.275,1.3225155500778334,0.2046908315565032,1.3277746918353004,0.21777114851907095,170,2,1.0,1,,,,,1,1,1,1,0,4.836978169266205,0.07347308611543601,8.0,1.0,True,False,False,False,8
Retest,Long,2023-03-22 12:20:00-05:00,2023-03-22 12:20:00-05:00,2023-03-22 12:25:00-05:00,,2023-03-22 12:25:00-05:00,2023-03-22 13:00:00-05:00,12568.5,12548.042620958257,12609.414758083492,12609.414758083492,2.0,85.0,1,4,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bull,Midday,85-89,Early third,True,True,False,20.45737904174348,40.914758083492416,,0.1627670687969406,,1.0,1.0,0.0,,,,Win,Research,1.0265244612785835,0.6785714285714286,0.8214285714285714,0.17857142857142858,0.14285714285714285,1.3748095463552459,0.5150214592274678,1.3142225013193718,0.4509553235315008,175,2,1.0,1,,,,,2,1,1,1,0,4.338287901832623,0.06110264650468483,7.0,2.0,True,False,False,False,7
Confirm,Long,2023-03-22 12:20:00-05:00,2023-03-22 12:20:00-05:00,2023-03-22 12:25:00-05:00,2023-03-22 12:30:00-05:00,2023-03-22 12:30:00-05:00,2023-03-22 13:00:00-05:00,12572.5,12552.56636231838,12612.367275363242,12612.367275363242,2.0,85.0,1,4,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bull,Midday,85-89,Early third,True,True,True,19.933637681620894,39.86727536324179,,0.1585495142702,,2.0,2.0,1.0,,,,Win,Research,0.6584347628682568,0.45714285714285713,0.45714285714285713,0.5428571428571428,0.0,1.3921192129214572,0.17582417582417584,1.2974265310786568,0.19880673343277222,180,2,1.0,1,,,,,3,1,1,1,0,4.251607325949379,0.2633739051473067,6.0,1.0,True,False,False,False,6
Control,Short,2023-03-22 13:05:00-05:00,,,,2023-03-22 13:05:00-05:00,2023-03-22 13:30:00-05:00,12641.0,12672.654628266951,12577.690743466092,12672.654628266951,-1.0,70.0,1,4,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,Midday,70-74,Early third,False,False,False,31.654628266951477,63.30925653390841,,0.25041237455068016,,0.0,,,,,,Loss,Research,3.5184428343538987,0.06734006734006734,0.9191919191919192,0.8518518518518519,0.08080808080808081,2.7721064755515568,9.340909090909092,1.3395433070486138,0.15732651466723488,215,2,1.0,0,,,,,0,0,0,0,1,1.8717642014409326,1.2636382794537941,1.0,5.0,True,True,False,False,5
Control,Long,2023-03-22 13:45:00-05:00,,,,2023-03-22 13:45:00-05:00,2023-03-22 13:55:00-05:00,12712.75,12647.126154831243,12843.997690337514,12647.126154831243,-1.0,85.0,1,4,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bull,Midday,85-89,Early third,False,False,False,65.62384516875682,131.24769033751363,,0.5162049530491578,,0.0,,,,,,Loss,Research,1.7257446543824047,0.4304635761589404,0.5960264900662252,0.40397350993377484,0.16556291390728478,1.9828920366579286,2.609090909090909,2.3005009291470198,0.48263370978052417,255,2,1.0,1,,,,,0,1,0,0,1,0.2742905410938905,2.0343215131130212,1.0,2.0,False,False,True,False,2
BOS,Short,2023-03-22 14:00:00-05:00,2023-03-22 14:00:00-05:00,,,2023-03-22 14:00:00-05:00,2023-03-22 14:15:00-05:00,12523.25,12602.175369109242,12365.399261781518,12602.175369109242,-1.0,85.0,1,5,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,PM,85-89,Early third,True,False,False,78.92536910924173,157.85073821848164,,0.6302307237278001,,0.0,0.0,,,,,Loss,Research,1.6914713419359702,0.6741573033707865,0.949438202247191,0.2752808988764045,0.05056179775280899,-3.60150358760524,3.94107452339688,2.6086204941490374,0.7248028979330918,270,2,1.0,0,,,,,1,0,0,0,1,0.5416509353390431,1.042123729395001,1.0,3.0,True,False,False,False,3
Control,Short,2023-03-22 14:00:00-05:00,,,,2023-03-22 14:00:00-05:00,2023-03-22 14:15:00-05:00,12523.25,12602.175369109242,12365.399261781518,12602.175369109242,-1.0,85.0,1,5,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,PM,85-89,Early third,False,False,False,78.92536910924173,157.85073821848164,,0.6302307237278001,,0.0,,,,,,Loss,Research,1.6914713419359702,0.6741573033707865,0.949438202247191,0.2752808988764045,0.05056179775280899,-3.60150358760524,0.0,2.6086204941490374,0.7248028979330918,270,2,1.0,0,,,,,0,0,0,0,1,0.5416509353390431,1.042123729395001,1.0,3.0,True,False,False,False,3
Retest,Short,2023-03-22 14:00:00-05:00,2023-03-22 14:00:00-05:00,2023-03-22 14:05:00-05:00,,2023-03-22 14:05:00-05:00,2023-03-22 14:15:00-05:00,12516.5,12596.993199887153,12355.513600225697,12596.993199887153,-1.0,85.0,1,5,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,PM,85-89,Early third,True,True,False,80.49319988715251,160.9863997743032,,0.6430967114381217,,1.0,1.0,0.0,,,,Loss,Research,1.253211453159046,0.11524163568773234,0.4646840148698885,0.34944237918215615,0.5353159851301115,-2.757996952677157,0.07751196172248805,2.676519066056671,0.10014915832090347,275,2,1.0,0,,,,,2,0,0,0,1,0.23915063666232114,1.1056834630102121,1.0,2.0,False,False,True,False,2
BOS,Short,2023-03-22 14:50:00-05:00,2023-03-22 14:50:00-05:00,,,2023-03-22 14:50:00-05:00,2023-03-22 15:50:00-05:00,12417.75,12502.04778561902,12249.154428761958,12366.75,0.6049980984137768,100.0,1,5,TIME,2018-2023,,,,,,,,,,,,,,,Short,Bull,PM,95+,Early third,True,False,False,84.29778561901912,168.59557123804188,,0.6788491121098357,,0.0,0.0,,,,,Win,Research,1.2411358048341452,0.921146953405018,0.921146953405018,0.0,0.07885304659498207,-2.0329715512874706,1.5095541401273884,2.622687361528117,0.7264365366858442,320,2,1.0,0,,,,,1,0,1,0,0,0.9312225632447569,0.06821056991920195,3.0,1.0,True,False,False,False,12
Control,Short,2023-03-22 14:50:00-05:00,,,,2023-03-22 14:50:00-05:00,2023-03-22 15:50:00-05:00,12417.75,12502.04778561902,12249.154428761958,12366.75,0.6049980984137768,100.0,1,5,TIME,2018-2023,,,,,,,,,,,,,,,Short,Bull,PM,95+,Early third,False,False,False,84.29778561901912,168.59557123804188,,0.6788491121098357,,0.0,,,,,,Win,Research,1.2411358048341452,0.921146953405018,0.921146953405018,0.0,0.07885304659498207,-2.0329715512874706,0.0,2.622687361528117,0.7264365366858442,320,2,1.0,0,,,,,0,0,1,0,0,0.9312225632447569,0.06821056991920195,3.0,1.0,True,False,False,False,12
Control,Short,2023-03-23 06:55:00-05:00,,,,2023-03-23 06:55:00-05:00,2023-03-23 07:45:00-05:00,12484.75,12500.690167844696,12452.869664310603,12500.690167844696,-1.0,75.0,1,1,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,Premarket,75-79,Early third,False,False,False,15.94016784469568,31.880335689396816,,0.12767710883033845,,0.0,,,,,,Loss,Research,1.9996652676779365,0.21176470588235294,0.6235294117647059,0.4117647058823529,0.3764705882352941,0.3999330535355873,1.9052132701421802,0.9487705884117663,0.27338589388450885,-155,3,1.0,0,,,,,0,0,0,0,1,1.4428957225600094,1.3487938276104436,1.0,10.0,True,True,False,False,10
BOS,Short,2023-03-23 06:55:00-05:00,2023-03-23 07:00:00-05:00,,,2023-03-23 07:00:00-05:00,2023-03-23 07:20:00-05:00,12466.5,12483.846227284364,12431.807545431277,12483.846227284364,-1.0,75.0,1,1,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,Premarket,75-79,Early third,True,False,False,17.34622728436443,34.692454568723406,,0.13914272076656986,,1.0,0.0,,,,,Loss,Research,2.0537607063476635,0.7684210526315789,0.8,0.031578947368421054,0.2,-1.772719767584299,0.33031674208144796,0.9668947609042232,0.8718658995667306,-150,3,1.0,0,,,,,1,0,0,0,1,0.028824711668034627,1.3547614483976274,1.0,4.0,False,False,True,False,4
Retest,Short,2023-03-23 06:55:00-05:00,2023-03-23 07:00:00-05:00,2023-03-23 07:05:00-05:00,,2023-03-23 07:05:00-05:00,2023-03-23 07:20:00-05:00,12472.75,12489.82149676405,12438.607006471895,12489.82149676405,-1.0,75.0,1,1,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,Premarket,75-79,Early third,True,True,False,17.071496764050607,34.14299352810485,,0.13687035147862828,,2.0,1.0,0.0,,,,Loss,Research,0.7907918202244608,0.75,0.25,0.25,0.0,-1.4058521248434859,0.21994134897360704,0.9792726197874848,0.3807798849350096,-145,3,1.0,0,,,,,2,0,0,0,1,0.1610872226383212,1.0104562147312874,1.0,3.0,False,False,True,False,3
Control,Long,2023-03-23 08:25:00-05:00,,,,2023-03-23 08:25:00-05:00,2023-03-23 08:55:00-05:00,12516.5,12495.932253736488,12557.635492527024,12557.635492527024,2.0,90.0,1,1,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bull,Premarket,90-94,Early third,False,False,False,20.567746263512163,41.135492527024326,,0.16432506102754094,,0.0,,,,,,Win,Research,1.9873349017590152,0.7981651376146789,0.8990825688073395,0.10091743119266056,0.10091743119266056,1.914405180593547,1.4344262295081966,1.134729792681951,0.8736415938632005,-65,3,1.0,1,,,,,0,1,1,1,0,2.005567332050319,0.38895851288248606,6.0,3.0,True,True,False,False,6
Control,Long,2023-03-24 01:40:00-05:00,,,,2023-03-24 01:40:00-05:00,2023-03-24 02:00:00-05:00,12530.75,12521.675559644567,12548.898880710864,12521.675559644567,-1.0,75.0,1,0,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bull,Overnight,75-79,Early third,False,False,False,9.074440355432671,18.148880710863523,,0.07241737609825964,,0.0,,,,,,Loss,Research,0.7851723875990991,0.10526315789473684,0.6842105263157895,0.3157894736842105,0.5789473684210527,-0.4132486250521574,0.6263736263736264,0.5249716308185288,0.06129696711414163,-470,4,1.0,1,,,,,0,1,0,0,1,0.7989473417674272,1.1295462418091213,3.0,4.0,True,False,False,False,4
BOS,Long,2023-03-24 02:25:00-05:00,2023-03-24 02:25:00-05:00,,,2023-03-24 02:25:00-05:00,2023-03-24 02:30:00-05:00,12538.25,12527.516837260244,12559.71632547951,12559.71632547951,2.0,90.0,1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bull,Overnight,90-94,Early third,True,False,False,10.733162739756153,21.466325479510488,,0.08560335564976096,,0.0,0.0,,,,,Win,Research,1.6071684011746095,0.6739130434782609,0.6956521739130435,0.30434782608695654,0.021739130434782608,2.270998827746731,0.35019455252918286,0.5901301775995321,0.6959656225584203,-425,4,1.0,1,,,,,1,1,1,1,0,2.37581415825801,0.023292295669196175,1.0,1.0,True,True,False,False,1
Control,Long,2023-03-24 02:25:00-05:00,,,,2023-03-24 02:25:00-05:00,2023-03-24 02:30:00-05:00,12538.25,12527.516837260244,12559.71632547951,12559.71632547951,2.0,90.0,1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bull,Overnight,90-94,Early third,False,False,False,10.733162739756153,21.466325479510488,,0.08560335564976096,,0.0,,,,,,Win,Research,1.6071684011746095,0.6739130434782609,0.6956521739130435,0.30434782608695654,0.021739130434782608,2.270998827746731,0.0,0.5901301775995321,0.6959656225584203,-425,4,1.0,1,,,,,0,1,1,1,0,2.37581415825801,0.023292295669196175,1.0,1.0,True,True,False,False,1
Retest,Long,2023-03-24 02:25:00-05:00,2023-03-24 02:25:00-05:00,2023-03-24 02:30:00-05:00,,2023-03-24 02:30:00-05:00,2023-03-24 02:50:00-05:00,12555.25,12542.524563170227,12580.700873659544,12580.700873659544,2.0,90.0,1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bull,Overnight,90-94,Early third,True,True,False,12.725436829772661,25.450873659543504,,0.10135550331353546,,1.0,1.0,0.0,,,,Win,Research,3.0352592619556193,0.6699029126213593,0.6699029126213593,0.3300970873786408,0.0,3.8603782846231662,2.3448275862068964,0.6220491479035691,0.9433198380566802,-420,4,1.0,1,,,,,2,1,1,1,0,2.062797556668941,0.05893707304768403,4.0,1.0,True,False,False,False,4
Confirm,Long,2023-03-24 02:25:00-05:00,2023-03-24 02:25:00-05:00,2023-03-24 02:30:00-05:00,2023-03-24 02:35:00-05:00,2023-03-24 02:35:00-05:00,2023-03-24 03:00:00-05:00,12564.25,12551.228165800923,12590.29366839815,12551.228165800923,-1.0,90.0,1,0,STOP,2018-2023,,,,,,,,,,,,,,,Long,Bull,Overnight,90-94,Early third,True,True,True,13.021834199076693,26.043668398149748,,0.10364195394931407,,2.0,2.0,1.0,,,,Loss,Research,1.2959003886870761,0.8444444444444444,0.8666666666666667,0.13333333333333333,0.022222222222222223,3.8301055932306913,1.1020408163265307,0.6519679515316229,0.7015413026493359,-415,4,1.0,1,,,,,3,1,0,0,1,1.324698175102176,1.5742789907011365,3.0,5.0,True,False,False,False,5
BOS,Short,2023-03-24 03:05:00-05:00,2023-03-24 03:05:00-05:00,,,2023-03-24 03:05:00-05:00,2023-03-24 03:10:00-05:00,12505.25,12524.59446279407,12466.561074411862,12524.59446279407,-1.0,90.0,1,0,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,Overnight,90-94,Early third,True,False,False,19.34446279406984,38.68892558813786,,0.1546907322450158,,0.0,0.0,,,,,Loss,Research,3.431214436223605,0.9378531073446328,0.96045197740113,0.022598870056497175,0.03954802259887006,-5.0208166044175915,6.807692307692308,0.8576381580754344,0.9903757369131331,-385,4,1.0,0,,,,,1,0,0,0,1,0.012923594863365188,1.163123537702867,1.0,1.0,False,False,True,True,1
Control,Short,2023-03-24 03:05:00-05:00,,,,2023-03-24 03:05:00-05:00,2023-03-24 03:10:00-05:00,12505.25,12524.59446279407,12466.561074411862,12524.59446279407,-1.0,90.0,1,0,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,Overnight,90-94,Early third,False,False,False,19.34446279406984,38.68892558813786,,0.1546907322450158,,0.0,,,,,,Loss,Research,3.431214436223605,0.9378531073446328,0.96045197740113,0.022598870056497175,0.03954802259887006,-5.0208166044175915,0.0,0.8576381580754344,0.9903757369131331,-385,4,1.0,0,,,,,0,0,0,0,1,0.012923594863365188,1.163123537702867,1.0,1.0,False,False,True,True,1
BOS,Short,2023-03-24 03:45:00-05:00,2023-03-24 03:45:00-05:00,,,2023-03-24 03:45:00-05:00,2023-03-24 03:55:00-05:00,12488.75,12512.127846773034,12441.994306453931,12512.127846773034,-1.0,75.0,1,0,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,Overnight,75-79,Early third,True,False,False,23.377846773033525,46.75569354606887,,0.18719124630594355,,0.0,0.0,,,,,Loss,Research,1.2351436931012314,0.9090909090909091,1.0,0.09090909090909091,0.0,-3.127961300710911,0.7279411764705882,1.197186034951727,0.7155692875914482,-345,4,1.0,0,,,,,1,0,0,0,1,0.19248992619759894,1.5185316400032807,1.0,2.0,False,False,True,False,2
Control,Short,2023-03-24 03:45:00-05:00,,,,2023-03-24 03:45:00-05:00,2023-03-24 03:55:00-05:00,12488.75,12512.127846773034,12441.994306453931,12512.127846773034,-1.0,75.0,1,0,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,Overnight,75-79,Early third,False,False,False,23.377846773033525,46.75569354606887,,0.18719124630594355,,0.0,,,,,,Loss,Research,1.2351436931012314,0.9090909090909091,1.0,0.09090909090909091,0.0,-3.127961300710911,0.0,1.197186034951727,0.7155692875914482,-345,4,1.0,0,,,,,0,0,0,0,1,0.19248992619759894,1.5185316400032807,1.0,2.0,False,False,True,False,2
Retest,Short,2023-03-24 03:45:00-05:00,2023-03-24 03:45:00-05:00,2023-03-24 03:50:00-05:00,,2023-03-24 03:50:00-05:00,2023-03-24 04:05:00-05:00,12502.75,12526.949072003532,12454.351855992936,12526.949072003532,-1.0,75.0,1,0,STOP,2018-2023,,,,,,,,,,,,,,,Short,Bull,Overnight,75-79,Early third,True,True,False,24.19907200353191,48.39814400706382,,0.19354999502934883,,1.0,1.0,0.0,,,,Loss,Research,1.4411709670069297,0.6129032258064516,0.20430107526881722,0.20430107526881722,0.1827956989247312,-1.3791851189636208,2.5454545454545454,1.2288468829743795,0.5758221464592655,-340,4,1.0,0,,,,,2,0,0,0,1,0.0,1.425674504996086,,3.0,False,False,True,False,3
BOS,Long,2023-03-26 22:10:00-05:00,2023-03-26 22:10:00-05:00,,,2023-03-26 22:10:00-05:00,2023-03-26 22:35:00-05:00,12589.75,12580.6230760027,12608.0038479946,12608.0038479946,2.0,75.0,1,0,TARGET,2018-2023,,,,,,,,,,,,,,,Long,Bull,Overnight,75-79,Early third,True,False,False,9.126923997300764,18.25384799459971,,0.07249487874898838,,0.0,0.0,,,,,Win,Research,1.068267907444426,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.0,1.068267907444426,8.557377049180328,0.4598718289205122,0.3672490943959088,760,6,1.0,1,,,,,1,1,1,1,0,2.492625117370122,0.6026126657378317,5.0,3.0,False,False,True,False,5
