event_id,direction,opportunity_time,take_time,entry_time,marker_time,causal_known_time,delta_bars,signal_entry_delta,pass_fail
P60-005387,LONG,467945,467945,467946,467946,467946,0,1,PASS
P60-005388,LONG,468026,468026,468027,468027,468027,0,1,PASS
P60-005389,LONG,468063,468063,468064,468064,468064,0,1,PASS
P60-005390,LONG,468207,468207,468208,468208,468208,0,1,PASS
P60-005391,LONG,468274,468274,468275,468275,468275,0,1,PASS
P60-005392,LONG,468365,468365,468366,468366,468366,0,1,PASS
P60-005393,SHORT,468491,468491,468492,468492,468492,0,1,PASS
P60-005394,LONG,468638,468638,468639,468639,468639,0,1,PASS
P60-005395,LONG,468669,468669,468670,468670,468670,0,1,PASS
P60-005396,SHORT,468778,468778,468779,468779,468779,0,1,PASS
P60-005397,LONG,468790,468790,468791,468791,468791,0,1,PASS
P60-005398,SHORT,468811,468811,468812,468812,468812,0,1,PASS
P60-005399,LONG,468896,468896,468897,468897,468897,0,1,PASS
P60-005400,LONG,468921,468921,468922,468922,468922,0,1,PASS
P60-005401,SHORT,468995,468995,468996,468996,468996,0,1,PASS
P60-005402,SHORT,469333,469333,469334,469334,469334,0,1,PASS
P60-005403,LONG,469474,469474,469475,469475,469475,0,1,PASS
P60-005404,LONG,469511,469511,469512,469512,469512,0,1,PASS
P60-005405,LONG,469549,469549,469550,469550,469550,0,1,PASS
P60-005406,LONG,469597,469597,469598,469598,469598,0,1,PASS
P60-005407,LONG,469627,469627,469628,469628,469628,0,1,PASS
P60-005408,SHORT,470083,470083,470084,470084,470084,0,1,PASS
P60-005409,SHORT,470181,470181,470182,470182,470182,0,1,PASS
P60-005410,SHORT,470223,470223,470224,470224,470224,0,1,PASS
P60-005411,SHORT,470352,470352,470353,470353,470353,0,1,PASS
P60-005412,LONG,470566,470566,470567,470567,470567,0,1,PASS
P60-005413,LONG,470710,470710,470711,470711,470711,0,1,PASS
P60-005414,LONG,470773,470773,470774,470774,470774,0,1,PASS
P60-005415,SHORT,470849,470849,470850,470850,470850,0,1,PASS
P60-005416,SHORT,470893,470893,470894,470894,470894,0,1,PASS
P60-005417,SHORT,470996,470996,470997,470997,470997,0,1,PASS
P60-005418,SHORT,471248,471248,471249,471249,471249,0,1,PASS
P60-005419,LONG,471415,471415,471416,471416,471416,0,1,PASS
P60-005420,LONG,471464,471464,471465,471465,471465,0,1,PASS
P60-005421,SHORT,471521,471521,471522,471522,471522,0,1,PASS
P60-005422,SHORT,471607,471607,471608,471608,471608,0,1,PASS
P60-005423,SHORT,471662,471662,471663,471663,471663,0,1,PASS
P60-005424,SHORT,471806,471806,471807,471807,471807,0,1,PASS
P60-005425,SHORT,471846,471846,471847,471847,471847,0,1,PASS
P60-005426,SHORT,471926,471926,471927,471927,471927,0,1,PASS
P60-005427,LONG,471952,471952,471953,471953,471953,0,1,PASS
P60-005428,LONG,472131,472131,472132,472132,472132,0,1,PASS
P60-005429,SHORT,472141,472141,472142,472142,472142,0,1,PASS
P60-005430,SHORT,472189,472189,472190,472190,472190,0,1,PASS
P60-005431,SHORT,472304,472304,472305,472305,472305,0,1,PASS
P60-005432,SHORT,472430,472430,472431,472431,472431,0,1,PASS
P60-005433,LONG,472475,472475,472476,472476,472476,0,1,PASS
P60-005434,LONG,472511,472511,472512,472512,472512,0,1,PASS
P60-005435,LONG,472586,472586,472587,472587,472587,0,1,PASS
P60-005436,LONG,472804,472804,472805,472805,472805,0,1,PASS
P60-005437,SHORT,472959,472959,472960,472960,472960,0,1,PASS
P60-005438,LONG,473071,473071,473072,473072,473072,0,1,PASS
P60-005439,SHORT,473162,473162,473163,473163,473163,0,1,PASS
P60-005440,SHORT,473236,473236,473237,473237,473237,0,1,PASS
P60-005441,SHORT,473267,473267,473268,473268,473268,0,1,PASS
P60-005442,LONG,473406,473406,473407,473407,473407,0,1,PASS
P60-005443,LONG,473493,473493,473494,473494,473494,0,1,PASS
P60-005444,SHORT,473544,473544,473545,473545,473545,0,1,PASS
P60-005445,SHORT,473577,473577,473578,473578,473578,0,1,PASS
P60-005446,SHORT,473769,473769,473770,473770,473770,0,1,PASS
P60-005447,SHORT,473785,473785,473786,473786,473786,0,1,PASS
P60-005448,SHORT,473869,473869,473870,473870,473870,0,1,PASS
P60-005449,SHORT,474196,474196,474197,474197,474197,0,1,PASS
P60-005450,LONG,474230,474230,474231,474231,474231,0,1,PASS
P60-005451,SHORT,474238,474238,474239,474239,474239,0,1,PASS
P60-005452,LONG,474357,474357,474358,474358,474358,0,1,PASS
P60-005453,LONG,474388,474388,474389,474389,474389,0,1,PASS
P60-005454,LONG,474477,474477,474478,474478,474478,0,1,PASS
P60-005455,LONG,474495,474495,474496,474496,474496,0,1,PASS
P60-005456,LONG,474627,474627,474628,474628,474628,0,1,PASS
P60-005457,LONG,474698,474698,474699,474699,474699,0,1,PASS
P60-005458,SHORT,474862,474862,474863,474863,474863,0,1,PASS
P60-005459,LONG,474968,474968,474969,474969,474969,0,1,PASS
P60-005460,LONG,475076,475076,475077,475077,475077,0,1,PASS
P60-005461,SHORT,475084,475084,475085,475085,475085,0,1,PASS
P60-005462,SHORT,475105,475105,475106,475106,475106,0,1,PASS
P60-005463,LONG,475160,475160,475161,475161,475161,0,1,PASS
P60-005464,LONG,475225,475225,475226,475226,475226,0,1,PASS
P60-005465,LONG,475275,475275,475276,475276,475276,0,1,PASS
P60-005466,LONG,475299,475299,475300,475300,475300,0,1,PASS
P60-005467,LONG,475416,475416,475417,475417,475417,0,1,PASS
P60-005468,SHORT,475574,475574,475575,475575,475575,0,1,PASS
P60-005469,LONG,475633,475633,475634,475634,475634,0,1,PASS
P60-005470,LONG,475696,475696,475697,475697,475697,0,1,PASS
P60-005471,LONG,475778,475778,475779,475779,475779,0,1,PASS
P60-005472,LONG,475819,475819,475820,475820,475820,0,1,PASS
P60-005473,LONG,475941,475941,475942,475942,475942,0,1,PASS
P60-005474,LONG,475998,475998,475999,475999,475999,0,1,PASS
P60-005475,SHORT,476163,476163,476164,476164,476164,0,1,PASS
P60-005476,SHORT,476264,476264,476265,476265,476265,0,1,PASS
P60-005477,LONG,476319,476319,476320,476320,476320,0,1,PASS
P60-005478,LONG,476465,476465,476466,476466,476466,0,1,PASS
P60-005479,SHORT,476671,476671,476672,476672,476672,0,1,PASS
P60-005480,SHORT,476733,476733,476734,476734,476734,0,1,PASS
P60-005481,LONG,476741,476741,476742,476742,476742,0,1,PASS
P60-005482,LONG,476848,476848,476849,476849,476849,0,1,PASS
P60-005483,SHORT,476939,476939,476940,476940,476940,0,1,PASS
P60-005484,SHORT,476981,476981,476982,476982,476982,0,1,PASS
P60-005485,LONG,477088,477088,477089,477089,477089,0,1,PASS
P60-005486,LONG,477148,477148,477149,477149,477149,0,1,PASS
P60-005487,SHORT,477167,477167,477168,477168,477168,0,1,PASS
P60-005488,LONG,477333,477333,477334,477334,477334,0,1,PASS
P60-005489,LONG,477365,477365,477366,477366,477366,0,1,PASS
P60-005490,LONG,477460,477460,477461,477461,477461,0,1,PASS
P60-005491,LONG,477620,477620,477621,477621,477621,0,1,PASS
P60-005492,SHORT,477635,477635,477636,477636,477636,0,1,PASS
P60-005493,LONG,477735,477735,477736,477736,477736,0,1,PASS
P60-005494,LONG,477788,477788,477789,477789,477789,0,1,PASS
P60-005495,LONG,477942,477942,477943,477943,477943,0,1,PASS
P60-005496,SHORT,477958,477958,477959,477959,477959,0,1,PASS
P60-005497,LONG,477965,477965,477966,477966,477966,0,1,PASS
P60-005498,SHORT,477975,477975,477976,477976,477976,0,1,PASS
P60-005499,LONG,478033,478033,478034,478034,478034,0,1,PASS
P60-005500,LONG,478093,478093,478094,478094,478094,0,1,PASS
P60-005501,LONG,478149,478149,478150,478150,478150,0,1,PASS
P60-005502,SHORT,478156,478156,478157,478157,478157,0,1,PASS
P60-005503,SHORT,478191,478191,478192,478192,478192,0,1,PASS
P60-005504,SHORT,478242,478242,478243,478243,478243,0,1,PASS
P60-005505,SHORT,478299,478299,478300,478300,478300,0,1,PASS
P60-005506,SHORT,478352,478352,478353,478353,478353,0,1,PASS
P60-005507,SHORT,478463,478463,478464,478464,478464,0,1,PASS
P60-005508,LONG,478470,478470,478471,478471,478471,0,1,PASS
P60-005509,SHORT,478483,478483,478484,478484,478484,0,1,PASS
P60-005510,SHORT,478583,478583,478584,478584,478584,0,1,PASS
P60-005511,SHORT,478652,478652,478653,478653,478653,0,1,PASS
P60-005512,SHORT,478727,478727,478728,478728,478728,0,1,PASS
P60-005513,SHORT,478758,478758,478759,478759,478759,0,1,PASS
P60-005514,LONG,479018,479018,479019,479019,479019,0,1,PASS
P60-005515,LONG,479059,479059,479060,479060,479060,0,1,PASS
P60-005516,LONG,479181,479181,479182,479182,479182,0,1,PASS
P60-005517,LONG,479239,479239,479240,479240,479240,0,1,PASS
P60-005518,LONG,479598,479598,479599,479599,479599,0,1,PASS
P60-005519,LONG,479717,479717,479718,479718,479718,0,1,PASS
P60-005520,SHORT,479804,479804,479805,479805,479805,0,1,PASS
P60-005521,LONG,479813,479813,479814,479814,479814,0,1,PASS
P60-005522,LONG,479866,479866,479867,479867,479867,0,1,PASS
P60-005523,LONG,479924,479924,479925,479925,479925,0,1,PASS
P60-005524,SHORT,480030,480030,480031,480031,480031,0,1,PASS
P60-005525,LONG,480042,480042,480043,480043,480043,0,1,PASS
P60-005526,SHORT,480062,480062,480063,480063,480063,0,1,PASS
P60-005527,SHORT,480258,480258,480259,480259,480259,0,1,PASS
P60-005528,SHORT,480275,480275,480276,480276,480276,0,1,PASS
P60-005529,SHORT,480326,480326,480327,480327,480327,0,1,PASS
P60-005530,SHORT,480365,480365,480366,480366,480366,0,1,PASS
P60-005531,LONG,480388,480388,480389,480389,480389,0,1,PASS
P60-005532,LONG,480485,480485,480486,480486,480486,0,1,PASS
P60-005533,SHORT,480515,480515,480516,480516,480516,0,1,PASS
P60-005534,LONG,480550,480550,480551,480551,480551,0,1,PASS
P60-005535,LONG,480600,480600,480601,480601,480601,0,1,PASS
P60-005536,LONG,480662,480662,480663,480663,480663,0,1,PASS
P60-005537,LONG,480712,480712,480713,480713,480713,0,1,PASS
P60-005538,LONG,480751,480751,480752,480752,480752,0,1,PASS
P60-005539,LONG,480799,480799,480800,480800,480800,0,1,PASS
P60-005540,SHORT,480910,480910,480911,480911,480911,0,1,PASS
P60-005541,LONG,480934,480934,480935,480935,480935,0,1,PASS
P60-005542,LONG,481020,481020,481021,481021,481021,0,1,PASS
P60-005543,SHORT,481178,481178,481179,481179,481179,0,1,PASS
P60-005544,SHORT,481233,481233,481234,481234,481234,0,1,PASS
P60-005545,LONG,481297,481297,481298,481298,481298,0,1,PASS
P60-005546,SHORT,481305,481305,481306,481306,481306,0,1,PASS
P60-005547,LONG,481325,481325,481326,481326,481326,0,1,PASS
P60-005548,SHORT,481353,481353,481354,481354,481354,0,1,PASS
P60-005549,SHORT,481386,481386,481387,481387,481387,0,1,PASS
P60-005550,SHORT,481414,481414,481415,481415,481415,0,1,PASS
P60-005551,LONG,481511,481511,481512,481512,481512,0,1,PASS
P60-005552,SHORT,481528,481528,481529,481529,481529,0,1,PASS
P60-005553,SHORT,481714,481714,481715,481715,481715,0,1,PASS
P60-005554,LONG,481832,481832,481833,481833,481833,0,1,PASS
P60-005555,SHORT,481859,481859,481860,481860,481860,0,1,PASS
P60-005556,LONG,481871,481871,481872,481872,481872,0,1,PASS
P60-005557,SHORT,482158,482158,482159,482159,482159,0,1,PASS
P60-005558,SHORT,482227,482227,482228,482228,482228,0,1,PASS
P60-005559,LONG,482238,482238,482239,482239,482239,0,1,PASS
P60-005560,SHORT,482490,482490,482491,482491,482491,0,1,PASS
P60-005561,SHORT,482541,482541,482542,482542,482542,0,1,PASS
P60-005562,SHORT,482570,482570,482571,482571,482571,0,1,PASS
P60-005563,LONG,482652,482652,482653,482653,482653,0,1,PASS
P60-005564,SHORT,482753,482753,482754,482754,482754,0,1,PASS
P60-005565,LONG,483094,483094,483095,483095,483095,0,1,PASS
P60-005566,LONG,483165,483165,483166,483166,483166,0,1,PASS
P60-005567,LONG,483243,483243,483244,483244,483244,0,1,PASS
P60-005568,SHORT,483251,483251,483252,483252,483252,0,1,PASS
P60-005569,SHORT,483348,483348,483349,483349,483349,0,1,PASS
P60-005570,LONG,483362,483362,483363,483363,483363,0,1,PASS
P60-005571,LONG,483511,483511,483512,483512,483512,0,1,PASS
P60-005572,LONG,483600,483600,483601,483601,483601,0,1,PASS
P60-005573,LONG,483870,483870,483871,483871,483871,0,1,PASS
P60-005574,SHORT,483928,483928,483929,483929,483929,0,1,PASS
P60-005575,SHORT,484125,484125,484126,484126,484126,0,1,PASS
P60-005576,SHORT,484235,484235,484236,484236,484236,0,1,PASS
P60-005577,LONG,484260,484260,484261,484261,484261,0,1,PASS
P60-005578,LONG,484323,484323,484324,484324,484324,0,1,PASS
P60-005579,SHORT,484342,484342,484343,484343,484343,0,1,PASS
P60-005580,SHORT,484382,484382,484383,484383,484383,0,1,PASS
P60-005581,SHORT,484409,484409,484410,484410,484410,0,1,PASS
P60-005582,SHORT,484444,484444,484445,484445,484445,0,1,PASS
P60-005583,SHORT,484544,484544,484545,484545,484545,0,1,PASS
P60-005584,LONG,484612,484612,484613,484613,484613,0,1,PASS
P60-005585,SHORT,484746,484746,484747,484747,484747,0,1,PASS
P60-005586,SHORT,484830,484830,484831,484831,484831,0,1,PASS
P60-005587,SHORT,484875,484875,484876,484876,484876,0,1,PASS
P60-005588,SHORT,484912,484912,484913,484913,484913,0,1,PASS
P60-005589,SHORT,484969,484969,484970,484970,484970,0,1,PASS
P60-005590,LONG,485002,485002,485003,485003,485003,0,1,PASS
P60-005591,SHORT,485043,485043,485044,485044,485044,0,1,PASS
P60-005592,SHORT,485141,485141,485142,485142,485142,0,1,PASS
P60-005593,LONG,485265,485265,485266,485266,485266,0,1,PASS
P60-005594,SHORT,485274,485274,485275,485275,485275,0,1,PASS
P60-005595,SHORT,485290,485290,485291,485291,485291,0,1,PASS
P60-005596,LONG,485348,485348,485349,485349,485349,0,1,PASS
P60-005597,LONG,485424,485424,485425,485425,485425,0,1,PASS
P60-005598,LONG,485556,485556,485557,485557,485557,0,1,PASS
P60-005599,LONG,485643,485643,485644,485644,485644,0,1,PASS
P60-005600,LONG,485692,485692,485693,485693,485693,0,1,PASS
P60-005601,SHORT,485832,485832,485833,485833,485833,0,1,PASS
P60-005602,LONG,485860,485860,485861,485861,485861,0,1,PASS
P60-005603,LONG,485905,485905,485906,485906,485906,0,1,PASS
P60-005604,SHORT,486087,486087,486088,486088,486088,0,1,PASS
P60-005605,LONG,486318,486318,486319,486319,486319,0,1,PASS
P60-005606,LONG,486364,486364,486365,486365,486365,0,1,PASS
P60-005607,LONG,486417,486417,486418,486418,486418,0,1,PASS
P60-005608,LONG,486474,486474,486475,486475,486475,0,1,PASS
P60-005609,SHORT,486482,486482,486483,486483,486483,0,1,PASS
P60-005610,SHORT,486546,486546,486547,486547,486547,0,1,PASS
P60-005611,LONG,486582,486582,486583,486583,486583,0,1,PASS
P60-005612,SHORT,486598,486598,486599,486599,486599,0,1,PASS
P60-005613,LONG,486788,486788,486789,486789,486789,0,1,PASS
P60-005614,LONG,486945,486945,486946,486946,486946,0,1,PASS
P60-005615,LONG,487142,487142,487143,487143,487143,0,1,PASS
P60-005616,LONG,487269,487269,487270,487270,487270,0,1,PASS
P60-005617,LONG,487465,487465,487466,487466,487466,0,1,PASS
P60-005618,SHORT,487530,487530,487531,487531,487531,0,1,PASS
P60-005619,SHORT,487631,487631,487632,487632,487632,0,1,PASS
P60-005620,SHORT,487728,487728,487729,487729,487729,0,1,PASS
P60-005621,SHORT,487923,487923,487924,487924,487924,0,1,PASS
P60-005622,SHORT,487946,487946,487947,487947,487947,0,1,PASS
P60-005623,LONG,488105,488105,488106,488106,488106,0,1,PASS
P60-005624,LONG,488340,488340,488341,488341,488341,0,1,PASS
P60-005625,LONG,488410,488410,488411,488411,488411,0,1,PASS
P60-005626,LONG,488670,488670,488671,488671,488671,0,1,PASS
P60-005627,LONG,488734,488734,488735,488735,488735,0,1,PASS
P60-005628,SHORT,488744,488744,488745,488745,488745,0,1,PASS
P60-005629,SHORT,488807,488807,488808,488808,488808,0,1,PASS
P60-005630,LONG,488815,488815,488816,488816,488816,0,1,PASS
P60-005631,SHORT,489035,489035,489036,489036,489036,0,1,PASS
P60-005632,SHORT,489127,489127,489128,489128,489128,0,1,PASS
P60-005633,SHORT,489358,489358,489359,489359,489359,0,1,PASS
P60-005634,SHORT,489466,489466,489467,489467,489467,0,1,PASS
P60-005635,LONG,489481,489481,489482,489482,489482,0,1,PASS
P60-005636,SHORT,489682,489682,489683,489683,489683,0,1,PASS
P60-005637,LONG,489698,489698,489699,489699,489699,0,1,PASS
P60-005638,SHORT,489707,489707,489708,489708,489708,0,1,PASS
P60-005639,SHORT,489723,489723,489724,489724,489724,0,1,PASS
P60-005640,LONG,489751,489751,489752,489752,489752,0,1,PASS
P60-005641,SHORT,489763,489763,489764,489764,489764,0,1,PASS
P60-005642,SHORT,489838,489838,489839,489839,489839,0,1,PASS
P60-005643,LONG,489846,489846,489847,489847,489847,0,1,PASS
P60-005644,LONG,490003,490003,490004,490004,490004,0,1,PASS
P60-005645,LONG,490089,490089,490090,490090,490090,0,1,PASS
P60-005646,LONG,490144,490144,490145,490145,490145,0,1,PASS
P60-005647,SHORT,490183,490183,490184,490184,490184,0,1,PASS
P60-005648,SHORT,490282,490282,490283,490283,490283,0,1,PASS
P60-005649,SHORT,490322,490322,490323,490323,490323,0,1,PASS
P60-005650,LONG,490480,490480,490481,490481,490481,0,1,PASS
P60-005651,SHORT,490566,490566,490567,490567,490567,0,1,PASS
P60-005652,SHORT,490725,490725,490726,490726,490726,0,1,PASS
P60-005653,LONG,490874,490874,490875,490875,490875,0,1,PASS
P60-005654,LONG,490917,490917,490918,490918,490918,0,1,PASS
P60-005655,LONG,490941,490941,490942,490942,490942,0,1,PASS
P60-005656,LONG,490999,490999,491000,491000,491000,0,1,PASS
P60-005657,LONG,491049,491049,491050,491050,491050,0,1,PASS
P60-005658,LONG,491094,491094,491095,491095,491095,0,1,PASS
P60-005659,LONG,491121,491121,491122,491122,491122,0,1,PASS
P60-005660,SHORT,491139,491139,491140,491140,491140,0,1,PASS
P60-005661,LONG,491155,491155,491156,491156,491156,0,1,PASS
P60-005662,SHORT,491162,491162,491163,491163,491163,0,1,PASS
P60-005663,LONG,491169,491169,491170,491170,491170,0,1,PASS
P60-005664,SHORT,491202,491202,491203,491203,491203,0,1,PASS
P60-005665,LONG,491216,491216,491217,491217,491217,0,1,PASS
P60-005666,SHORT,491363,491363,491364,491364,491364,0,1,PASS
P60-005667,SHORT,491418,491418,491419,491419,491419,0,1,PASS
P60-005668,SHORT,491481,491481,491482,491482,491482,0,1,PASS
P60-005669,SHORT,491544,491544,491545,491545,491545,0,1,PASS
P60-005670,SHORT,491596,491596,491597,491597,491597,0,1,PASS
P60-005671,LONG,491611,491611,491612,491612,491612,0,1,PASS
P60-005672,SHORT,491640,491640,491641,491641,491641,0,1,PASS
P60-005673,LONG,491652,491652,491653,491653,491653,0,1,PASS
P60-005674,LONG,491701,491701,491702,491702,491702,0,1,PASS
P60-005675,LONG,491752,491752,491753,491753,491753,0,1,PASS
P60-005676,LONG,491820,491820,491821,491821,491821,0,1,PASS
P60-005677,LONG,491967,491967,491968,491968,491968,0,1,PASS
P60-005678,LONG,492018,492018,492019,492019,492019,0,1,PASS
P60-005679,LONG,492102,492102,492103,492103,492103,0,1,PASS
P60-005680,LONG,492243,492243,492244,492244,492244,0,1,PASS
P60-005681,LONG,492290,492290,492291,492291,492291,0,1,PASS
P60-005682,SHORT,492481,492481,492482,492482,492482,0,1,PASS
P60-005683,SHORT,492507,492507,492508,492508,492508,0,1,PASS
P60-005684,SHORT,492571,492571,492572,492572,492572,0,1,PASS
P60-005685,LONG,492841,492841,492842,492842,492842,0,1,PASS
P60-005686,LONG,492865,492865,492866,492866,492866,0,1,PASS
P60-005687,LONG,492912,492912,492913,492913,492913,0,1,PASS
P60-005688,LONG,492958,492958,492959,492959,492959,0,1,PASS
P60-005689,LONG,493079,493079,493080,493080,493080,0,1,PASS
P60-005690,SHORT,493283,493283,493284,493284,493284,0,1,PASS
P60-005691,SHORT,493338,493338,493339,493339,493339,0,1,PASS
P60-005692,LONG,493412,493412,493413,493413,493413,0,1,PASS
P60-005693,SHORT,493422,493422,493423,493423,493423,0,1,PASS
P60-005694,SHORT,493455,493455,493456,493456,493456,0,1,PASS
P60-005695,SHORT,493607,493607,493608,493608,493608,0,1,PASS
P60-005696,LONG,493705,493705,493706,493706,493706,0,1,PASS
P60-005697,LONG,493759,493759,493760,493760,493760,0,1,PASS
P60-005698,LONG,493799,493799,493800,493800,493800,0,1,PASS
P60-005699,LONG,493844,493844,493845,493845,493845,0,1,PASS
P60-005700,SHORT,493904,493904,493905,493905,493905,0,1,PASS
P60-005701,SHORT,494030,494030,494031,494031,494031,0,1,PASS
P60-005702,LONG,494122,494122,494123,494123,494123,0,1,PASS
P60-005703,LONG,494304,494304,494305,494305,494305,0,1,PASS
P60-005704,SHORT,494323,494323,494324,494324,494324,0,1,PASS
P60-005705,LONG,494342,494342,494343,494343,494343,0,1,PASS
P60-005706,SHORT,494422,494422,494423,494423,494423,0,1,PASS
P60-005707,SHORT,494531,494531,494532,494532,494532,0,1,PASS
P60-005708,LONG,494553,494553,494554,494554,494554,0,1,PASS
P60-005709,SHORT,494637,494637,494638,494638,494638,0,1,PASS
P60-005710,LONG,494813,494813,494814,494814,494814,0,1,PASS
P60-005711,SHORT,495243,495243,495244,495244,495244,0,1,PASS
P60-005712,LONG,495300,495300,495301,495301,495301,0,1,PASS
P60-005713,LONG,495335,495335,495336,495336,495336,0,1,PASS
P60-005714,SHORT,495450,495450,495451,495451,495451,0,1,PASS
P60-005715,LONG,495468,495468,495469,495469,495469,0,1,PASS
P60-005716,SHORT,495639,495639,495640,495640,495640,0,1,PASS
P60-005717,SHORT,495755,495755,495756,495756,495756,0,1,PASS
P60-005718,SHORT,495799,495799,495800,495800,495800,0,1,PASS
P60-005719,LONG,496136,496136,496137,496137,496137,0,1,PASS
P60-005720,LONG,496169,496169,496170,496170,496170,0,1,PASS
P60-005721,SHORT,496344,496344,496345,496345,496345,0,1,PASS
P60-005722,LONG,496357,496357,496358,496358,496358,0,1,PASS
P60-005723,SHORT,496506,496506,496507,496507,496507,0,1,PASS
P60-005724,LONG,496520,496520,496521,496521,496521,0,1,PASS
P60-005725,SHORT,496677,496677,496678,496678,496678,0,1,PASS
P60-005726,SHORT,496740,496740,496741,496741,496741,0,1,PASS
P60-005727,SHORT,496762,496762,496763,496763,496763,0,1,PASS
P60-005728,SHORT,496906,496906,496907,496907,496907,0,1,PASS
P60-005729,SHORT,496960,496960,496961,496961,496961,0,1,PASS
P60-005730,SHORT,497125,497125,497126,497126,497126,0,1,PASS
P60-005731,LONG,497147,497147,497148,497148,497148,0,1,PASS
P60-005732,SHORT,497173,497173,497174,497174,497174,0,1,PASS
P60-005733,LONG,497217,497217,497218,497218,497218,0,1,PASS
P60-005734,LONG,497271,497271,497272,497272,497272,0,1,PASS
P60-005735,SHORT,497278,497278,497279,497279,497279,0,1,PASS
P60-005736,SHORT,497310,497310,497311,497311,497311,0,1,PASS
P60-005737,SHORT,497488,497488,497489,497489,497489,0,1,PASS
P60-005738,SHORT,497546,497546,497547,497547,497547,0,1,PASS
P60-005739,SHORT,497566,497566,497567,497567,497567,0,1,PASS
P60-005740,LONG,497596,497596,497597,497597,497597,0,1,PASS
P60-005741,LONG,497718,497718,497719,497719,497719,0,1,PASS
P60-005742,LONG,497830,497830,497831,497831,497831,0,1,PASS
P60-005743,SHORT,498001,498001,498002,498002,498002,0,1,PASS
P60-005744,LONG,498035,498035,498036,498036,498036,0,1,PASS
P60-005745,LONG,498112,498112,498113,498113,498113,0,1,PASS
P60-005746,SHORT,498120,498120,498121,498121,498121,0,1,PASS
P60-005747,LONG,498440,498440,498441,498441,498441,0,1,PASS
P60-005748,SHORT,498469,498469,498470,498470,498470,0,1,PASS
P60-005749,SHORT,498641,498641,498642,498642,498642,0,1,PASS
P60-005750,LONG,499059,499059,499060,499060,499060,0,1,PASS
P60-005751,LONG,499121,499121,499122,499122,499122,0,1,PASS
P60-005752,SHORT,499165,499165,499166,499166,499166,0,1,PASS
P60-005753,LONG,499186,499186,499187,499187,499187,0,1,PASS
P60-005754,SHORT,499194,499194,499195,499195,499195,0,1,PASS
P60-005755,LONG,499574,499574,499575,499575,499575,0,1,PASS
P60-005756,LONG,499738,499738,499739,499739,499739,0,1,PASS
P60-005757,LONG,499777,499777,499778,499778,499778,0,1,PASS
P60-005758,LONG,500028,500028,500029,500029,500029,0,1,PASS
P60-005759,LONG,500095,500095,500096,500096,500096,0,1,PASS
P60-005760,LONG,500158,500158,500159,500159,500159,0,1,PASS
P60-005761,LONG,500215,500215,500216,500216,500216,0,1,PASS
P60-005762,SHORT,500404,500404,500405,500405,500405,0,1,PASS
P60-005763,LONG,500506,500506,500507,500507,500507,0,1,PASS
P60-005764,LONG,500546,500546,500547,500547,500547,0,1,PASS
P60-005765,LONG,500795,500795,500796,500796,500796,0,1,PASS
P60-005766,LONG,500970,500970,500971,500971,500971,0,1,PASS
P60-005767,LONG,501112,501112,501113,501113,501113,0,1,PASS
P60-005768,LONG,501152,501152,501153,501153,501153,0,1,PASS
P60-005769,LONG,501198,501198,501199,501199,501199,0,1,PASS
P60-005770,LONG,501451,501451,501452,501452,501452,0,1,PASS
P60-005771,SHORT,501459,501459,501460,501460,501460,0,1,PASS
P60-005772,SHORT,501560,501560,501561,501561,501561,0,1,PASS
P60-005773,SHORT,501593,501593,501594,501594,501594,0,1,PASS
P60-005774,LONG,501689,501689,501690,501690,501690,0,1,PASS
P60-005775,SHORT,501712,501712,501713,501713,501713,0,1,PASS
P60-005776,SHORT,501777,501777,501778,501778,501778,0,1,PASS
P60-005777,LONG,502193,502193,502194,502194,502194,0,1,PASS
P60-005778,SHORT,502357,502357,502358,502358,502358,0,1,PASS
P60-005779,SHORT,502410,502410,502411,502411,502411,0,1,PASS
P60-005780,LONG,502428,502428,502429,502429,502429,0,1,PASS
P60-005781,SHORT,502540,502540,502541,502541,502541,0,1,PASS
P60-005782,SHORT,502622,502622,502623,502623,502623,0,1,PASS
P60-005783,SHORT,502667,502667,502668,502668,502668,0,1,PASS
P60-005784,LONG,502823,502823,502824,502824,502824,0,1,PASS
P60-005785,LONG,502888,502888,502889,502889,502889,0,1,PASS
P60-005786,LONG,502923,502923,502924,502924,502924,0,1,PASS
P60-005787,SHORT,502989,502989,502990,502990,502990,0,1,PASS
P60-005788,LONG,502998,502998,502999,502999,502999,0,1,PASS
P60-005789,SHORT,503010,503010,503011,503011,503011,0,1,PASS
P60-005790,LONG,503156,503156,503157,503157,503157,0,1,PASS
P60-005791,LONG,503221,503221,503222,503222,503222,0,1,PASS
P60-005792,LONG,503362,503362,503363,503363,503363,0,1,PASS
P60-005793,LONG,503401,503401,503402,503402,503402,0,1,PASS
P60-005794,LONG,503458,503458,503459,503459,503459,0,1,PASS
P60-005795,LONG,503579,503579,503580,503580,503580,0,1,PASS
P60-005796,LONG,503610,503610,503611,503611,503611,0,1,PASS
P60-005797,SHORT,503766,503766,503767,503767,503767,0,1,PASS
P60-005798,SHORT,503819,503819,503820,503820,503820,0,1,PASS
P60-005799,LONG,503837,503837,503838,503838,503838,0,1,PASS
P60-005800,LONG,503885,503885,503886,503886,503886,0,1,PASS
P60-005801,SHORT,503975,503975,503976,503976,503976,0,1,PASS
P60-005802,SHORT,504062,504062,504063,504063,504063,0,1,PASS
