event_id,extreme_timestamp,direction,extreme_price,capture_status,matched_signal_time,matched_signal_type,MFE_R_x,MAE_R_x,atr_at_extreme,MFE_R_y,MAE_R_y,bars_to_0.5R,bars_to_1R,bars_to_2R,primary_hit,hit_1.5R_before_0.5R_60m,hit_2R_before_0.75R_90m,hit_2R_before_1R_90m,hit_2R_before_1R_120m,hit_2.5R_before_1R_120m,hit_3R_before_1R_120m,cluster_size
MR00935,2020-01-09 17:30:00+00:00,Long,8727.75,MISSED,,,5.007376990180407,0.0,13.44682724415911,5.007376990180407,0.0,1,1,1,True,True,True,True,True,True,True,1
MR00936,2020-01-09 20:15:00+00:00,Long,8759.25,MISSED,,,2.560309956059575,0.5867376982636526,12.498486725899918,2.560309956059575,0.5867376982636526,1,2,6,True,False,True,True,True,True,False,1
MR00940,2020-01-10 20:30:00+00:00,Long,8741.5,MISSED,,,2.450643347599718,0.833724025472069,13.193814336550528,2.450643347599718,0.833724025472069,1,1,5,True,False,False,True,True,False,False,1
MR00944,2020-01-15 15:45:00+00:00,Short,8871.25,MISSED,,,3.5751162835607615,0.0572018605369721,11.654632566291609,3.5751162835607615,0.0572018605369721,1,1,1,True,True,True,True,True,True,True,1
MR00945,2020-01-15 18:45:00+00:00,Long,8818.75,MISSED,,,2.185057238207436,2.761336070262145,13.88216876104262,2.185057238207436,2.761336070262145,1,1,2,True,True,True,True,True,False,False,1
MR00947,2020-01-15 20:30:00+00:00,Long,8798.25,MISSED,,,4.4560488512750425,0.1616183521187839,14.437304320603475,4.4560488512750425,0.1616183521187839,1,1,2,True,True,True,True,True,True,True,1
MR00950,2020-01-16 20:00:00+00:00,Long,8877.75,MISSED,,,8.162276280320047,0.3331541338906141,8.004303099964607,8.162276280320047,0.3331541338906141,1,2,2,True,True,True,True,True,True,True,1
MR00953,2020-01-17 20:00:00+00:00,Long,8922.5,MISSED,,,4.846166067826688,0.034369972112246,9.698388239732283,4.846166067826688,0.034369972112246,1,1,2,True,True,True,True,True,True,True,1
MR00957,2020-01-23 15:30:00+00:00,Short,8990.25,MISSED,,,2.456012606445546,0.4444213287853845,14.25074118436778,2.456012606445546,0.4444213287853845,1,1,2,True,True,True,True,True,False,False,1
MR00958,2020-01-23 18:00:00+00:00,Long,8960.5,MISSED,,,3.6023218208272163,0.210525301217175,14.250068674193423,3.6023218208272163,0.210525301217175,1,1,3,True,True,True,True,True,True,True,1
MR00959,2020-01-24 16:00:00+00:00,Short,9031.0,MISSED,,,10.434261617783694,0.5648175804498297,11.21305984896817,10.434261617783694,0.5648175804498297,1,1,1,True,False,True,True,True,True,True,1
MR00961,2020-01-24 19:15:00+00:00,Long,8884.75,MISSED,,,3.61260101110444,0.0531264854574182,18.823003091396227,3.61260101110444,0.0531264854574182,1,1,2,True,True,True,True,True,True,True,1
MR00962,2020-01-24 20:15:00+00:00,Short,8946.0,MISSED,,,10.947016189171308,0.1208661093441627,19.305108321880663,10.947016189171308,0.1208661093441627,1,1,1,True,True,True,True,True,True,True,1
MR00964,2020-01-27 19:30:00+00:00,Short,8785.75,MISSED,,,3.18168508215234,0.0,18.75316542211132,3.18168508215234,0.0,1,1,1,True,True,True,True,True,True,True,1
MR00965,2020-01-27 21:00:00+00:00,Long,8725.0,MISSED,,,2.2513180741710253,0.1072056225795726,18.65573793497178,2.2513180741710253,0.1072056225795726,1,3,5,True,True,True,True,True,False,False,1
MR00967,2020-01-28 21:30:00+00:00,Short,8911.5,MISSED,,,2.8717034717002896,0.7627962346703895,14.857615727784184,2.8717034717002896,0.7627962346703895,2,2,2,True,False,False,True,True,True,False,1
MR00969,2020-01-29 18:00:00+00:00,Long,8896.75,MISSED,,,3.2019281619709927,0.6188600649187632,12.3883687141342,3.2019281619709927,0.6188600649187632,1,1,4,True,True,True,True,True,True,True,1
MR00971,2020-01-30 16:00:00+00:00,Long,8799.75,MISSED,,,2.0425231178500467,1.4383965618662302,23.173952314016525,2.0425231178500467,1.4383965618662302,1,2,3,True,True,True,True,True,False,False,1
MR00972,2020-01-30 16:45:00+00:00,Short,8867.75,MISSED,,,2.507385377806809,0.3959029543905488,22.732843744130577,2.507385377806809,0.3959029543905488,2,2,3,True,True,True,True,True,True,False,1
MR00975,2020-01-31 19:30:00+00:00,Short,8821.25,MISSED,,,3.0996074596956933,0.4539174104156873,25.70217929288634,3.0996074596956933,0.4539174104156873,2,2,4,True,True,True,True,True,True,True,1
MR00976,2020-02-03 15:30:00+00:00,Short,8931.0,MISSED,,,2.769941944398617,0.2663405715767901,18.772956633677655,2.769941944398617,0.2663405715767901,1,1,4,True,True,True,True,True,True,False,1
MR00977,2020-02-03 16:30:00+00:00,Long,8879.25,MISSED,,,2.2061111840622147,0.6016666865624222,19.944597678427417,2.2061111840622147,0.6016666865624222,2,3,5,True,False,True,True,True,False,False,1
MR00982,2020-02-05 18:15:00+00:00,Long,9110.0,MISSED,,,3.2546699779317385,0.4164743573656727,21.609973917548597,3.2546699779317385,0.4164743573656727,1,5,6,True,False,True,True,True,True,True,1
MR00985,2020-02-07 21:45:00+00:00,Long,9174.75,MISSED,,,2.130360269021411,6.323090585712486,14.707997416665313,2.130360269021411,6.323090585712486,1,1,1,True,False,False,True,True,False,False,1
MR00986,2020-02-11 15:30:00+00:00,Short,9384.75,MISSED,,,5.288326910880987,0.3850723478796835,12.984572970589564,5.288326910880987,0.3850723478796835,1,1,4,True,True,True,True,True,True,True,1
MR00988,2020-02-12 20:00:00+00:00,Long,9371.5,MISSED,,,3.046141484547045,0.3384601649496717,11.818229777778404,3.046141484547045,0.3384601649496717,1,2,3,True,True,True,True,True,True,True,1
MR00989,2020-02-12 21:00:00+00:00,Short,9403.5,MISSED,,,7.141717307602051,0.1384053741783343,12.041921612951088,7.141717307602051,0.1384053741783343,1,3,6,True,False,True,True,True,True,True,1
MR00992,2020-02-13 19:00:00+00:00,Short,9420.0,MISSED,,,3.2914446674255013,0.537817756115278,15.494715893216313,3.2914446674255013,0.537817756115278,1,4,4,True,False,True,True,True,True,True,1
MR00993,2020-02-14 16:15:00+00:00,Short,9417.5,MISSED,,,3.841048914952295,0.2630855421200202,12.670150197051342,3.841048914952295,0.2630855421200202,1,2,4,True,True,True,True,True,True,True,1
MR00994,2020-02-14 19:15:00+00:00,Long,9363.25,MISSED,,,2.579137751549808,0.8927784524595489,13.441184615220887,2.579137751549808,0.8927784524595489,1,1,6,True,False,False,True,True,True,False,1
MR00995,2020-02-17 17:45:00+00:00,Short,9444.5,MISSED,,,25.79476432754514,0.0,4.497036628325714,25.79476432754514,0.0,1,1,1,True,True,True,True,True,True,True,2
MR00996,2020-02-18 16:30:00+00:00,Long,9353.5,MISSED,,,4.168167294405907,0.0619034746693946,16.15418206071079,4.168167294405907,0.0619034746693946,1,1,4,True,True,True,True,True,True,True,2
MR00998,2020-02-18 20:45:00+00:00,Long,9404.25,MISSED,,,3.284925665917718,0.2433278271050161,13.698940121200042,3.284925665917718,0.2433278271050161,2,4,6,True,True,True,True,True,True,True,1
MR01000,2020-02-20 20:45:00+00:00,Short,9418.75,MISSED,,,3.726874842653477,0.3568284423817159,25.222204653664587,3.726874842653477,0.3568284423817159,1,4,5,True,False,True,True,True,True,True,1
MR01001,2020-02-21 17:00:00+00:00,Short,9312.0,MISSED,,,5.86920482021973,0.1634117351337279,24.47804618638068,5.86920482021973,0.1634117351337279,1,1,3,True,True,True,True,True,True,True,1
MR01002,2020-02-21 20:30:00+00:00,Long,9188.75,MISSED,,,2.385539504289206,8.176939626147941,23.195312101872076,2.385539504289206,8.176939626147941,1,1,1,True,True,True,True,True,False,False,1
MR01003,2020-02-21 20:45:00+00:00,Short,9248.0,MISSED,,,8.869738304434188,0.598571296618258,24.502789808881214,8.869738304434188,0.598571296618258,4,4,4,True,False,True,True,True,True,True,1
MR01005,2020-02-24 20:00:00+00:00,Short,8961.0,MISSED,,,3.4192463770130868,0.3809005031387635,37.63012444252835,3.4192463770130868,0.3809005031387635,2,2,3,True,True,True,True,True,True,True,1
MR01007,2020-02-25 20:00:00+00:00,Short,8719.0,MISSED,,,2.255876425776129,0.6100797881029782,46.98838942985583,2.255876425776129,0.6100797881029782,1,1,2,True,False,True,True,True,False,False,1
MR01010,2020-02-26 20:15:00+00:00,Short,8706.75,MISSED,,,2.8975664441424938,0.2508144074656372,50.50214935679905,2.8975664441424938,0.2508144074656372,2,3,5,True,False,True,True,True,True,False,1
MR01014,2020-02-28 16:30:00+00:00,Short,8272.75,MISSED,,,3.265029213626196,0.0,86.9823763949067,3.265029213626196,0.0,1,1,1,True,True,True,True,True,True,True,2
MR01017,2020-03-02 19:30:00+00:00,Long,8348.5,MISSED,,,6.618948428044939,0.3381107855018627,58.166339288689514,6.618948428044939,0.3381107855018627,1,1,3,True,True,True,True,True,True,True,1
MR01020,2020-03-03 20:15:00+00:00,Short,8479.75,MISSED,,,3.231387834388267,0.0,79.22292622249203,3.231387834388267,0.0,1,1,1,True,True,True,True,True,True,True,1
MR01022,2020-03-04 20:45:00+00:00,Short,8725.25,MISSED,,,2.9571645860387807,0.0731167067976621,41.030294325235154,2.9571645860387807,0.0731167067976621,1,1,3,True,True,True,True,True,True,False,1
MR01025,2020-03-05 20:15:00+00:00,Long,8386.0,MISSED,,,2.14789914510313,0.2514263213331423,46.40193041367462,2.14789914510313,0.2514263213331423,1,1,1,True,True,True,True,True,False,False,1
MR01028,2020-03-06 20:45:00+00:00,Short,8346.0,MISSED,,,8.918572515867082,0.1051196512416095,60.24880465762437,8.918572515867082,0.1051196512416095,1,1,4,True,True,True,True,True,True,True,1
MR01031,2020-03-09 18:30:00+00:00,Long,7722.25,MISSED,,,2.991699212440221,1.8804966478195675,58.495185369006,2.991699212440221,1.8804966478195675,1,1,1,True,True,True,True,True,True,False,1
MR01033,2020-03-10 17:15:00+00:00,Short,7935.75,MISSED,,,2.0752745372347157,3.561093161311214,68.42468186845953,2.0752745372347157,3.561093161311214,1,2,3,True,False,True,True,True,False,False,1
MR01037,2020-03-11 19:15:00+00:00,Long,7668.0,MISSED,,,3.5655099500913305,0.3403965809957743,57.775746774938405,3.5655099500913305,0.3403965809957743,1,1,1,True,True,True,True,True,True,True,1
MR01039,2020-03-12 17:00:00+00:00,Short,7588.25,MISSED,,,3.348882635671113,0.5646995266126317,93.2649385817434,3.348882635671113,0.5646995266126317,1,2,2,True,False,True,True,True,True,True,1
MR01041,2020-03-13 17:45:00+00:00,Short,7372.75,MISSED,,,3.1206430125916347,6.539278461398916,80.53895697752553,3.1206430125916347,6.539278461398916,1,1,2,True,True,True,True,True,True,False,1
MR01042,2020-03-13 19:30:00+00:00,Long,7157.75,MISSED,,,4.959793809942956,1.11136786604233,92.67858388491224,4.959793809942956,1.11136786604233,1,1,1,True,True,True,True,True,True,True,1
MR01043,2020-03-13 20:00:00+00:00,Short,7753.25,MISSED,,,4.341230066572912,0.0,110.03025855382737,4.341230066572912,0.0,1,1,3,True,True,True,True,True,True,True,1
MR01045,2020-03-16 19:45:00+00:00,Long,6702.25,MISSED,,,2.539228999162086,0.0352262982542717,113.55152821131128,2.539228999162086,0.0352262982542717,1,1,1,True,True,True,True,True,True,False,2
MR01046,2020-03-17 16:00:00+00:00,Short,7327.5,MISSED,,,4.163256422748687,0.0097576322408172,102.48387880585328,4.163256422748687,0.0097576322408172,1,1,1,True,True,True,True,True,True,True,1
MR01047,2020-03-17 17:15:00+00:00,Long,7003.75,MISSED,,,2.6543480376839232,0.1873283902193199,104.9849766158849,2.6543480376839232,0.1873283902193199,1,1,3,True,True,True,True,True,True,False,1
MR01048,2020-03-18 18:15:00+00:00,Long,6599.25,MISSED,,,6.604141637881883,0.3545045873169406,83.68485973961046,6.604141637881883,0.3545045873169406,1,1,2,True,True,True,True,True,True,True,1
MR01049,2020-03-19 15:30:00+00:00,Short,7239.25,MISSED,,,2.2032526532819188,0.2273462525389536,99.70107892050228,2.2032526532819188,0.2273462525389536,1,1,3,True,True,True,True,True,False,False,1
MR01050,2020-03-19 16:15:00+00:00,Long,7025.25,MISSED,,,2.179863085263032,0.81830822443628,96.94798483540217,2.179863085263032,0.81830822443628,1,2,6,True,False,False,True,True,False,False,1
MR01053,2020-03-20 16:15:00+00:00,Long,6921.25,MISSED,,,2.7527630751582732,0.233061410516595,75.8026248425572,2.7527630751582732,0.233061410516595,1,1,2,True,True,True,True,True,True,False,1
MR01054,2020-03-23 15:45:00+00:00,Long,6549.25,MISSED,,,3.893598997545488,0.4925236338775489,100.1643980918052,3.893598997545488,0.4925236338775489,1,2,3,True,True,True,True,True,True,True,1
MR01056,2020-03-23 19:30:00+00:00,Long,6634.75,MISSED,,,2.737240868934057,0.3322852497143506,101.31857100370314,2.737240868934057,0.3322852497143506,1,1,5,True,True,True,True,True,True,False,1
MR01058,2020-03-24 18:00:00+00:00,Long,7083.5,MISSED,,,5.671750315413732,0.1907413558101551,59.41728412905588,5.671750315413732,0.1907413558101551,1,1,2,True,True,True,True,True,True,True,1
MR01060,2020-03-26 19:30:00+00:00,Long,7497.5,MISSED,,,3.31100039550611,0.7977591532650591,55.57232800386733,3.31100039550611,0.7977591532650591,1,1,1,True,False,False,True,True,True,True,1
MR01061,2020-03-27 16:00:00+00:00,Long,7370.0,MISSED,,,3.286270795938235,0.247353715823308,47.16592442460217,3.286270795938235,0.247353715823308,1,2,4,True,True,True,True,True,True,True,2
MR01062,2020-03-27 19:15:00+00:00,Short,7589.5,MISSED,,,11.447966992075294,0.2178557254477189,47.432002588397104,11.447966992075294,0.2178557254477189,1,1,1,True,True,True,True,True,True,True,1
MR01068,2020-04-01 19:30:00+00:00,Long,7193.5,MISSED,,,3.552355281009967,0.0,37.81528667795333,3.552355281009967,0.0,1,1,1,True,True,True,True,True,True,True,1
MR01075,2020-04-08 17:45:00+00:00,Long,7909.0,MISSED,,,4.540724927828053,0.1159334024126311,34.5025671355971,4.540724927828053,0.1159334024126311,1,1,2,True,True,True,True,True,True,True,1
MR01076,2020-04-08 19:30:00+00:00,Long,7947.0,MISSED,,,2.016614064609093,1.036058602001002,36.03399774996244,2.016614064609093,1.036058602001002,1,1,1,True,True,True,True,True,False,False,1
MR01077,2020-04-09 15:15:00+00:00,Long,7953.5,MISSED,,,2.031225864076554,0.3019389797951634,48.57493615636043,2.031225864076554,0.3019389797951634,1,2,6,True,True,True,True,True,False,False,1
MR01078,2020-04-09 17:30:00+00:00,Short,8072.5,MISSED,,,3.388706501498119,0.0904751735836876,40.52677128356186,3.388706501498119,0.0904751735836876,1,2,3,True,True,True,True,True,True,True,1
MR01079,2020-04-09 18:45:00+00:00,Long,7941.5,MISSED,,,4.773939919487444,0.5384747047233313,41.47517634056408,4.773939919487444,0.5384747047233313,1,3,5,True,False,True,True,True,True,True,1
MR01082,2020-04-14 18:15:00+00:00,Short,8486.75,MISSED,,,2.0949760975247145,1.2467035672386335,25.935061215032484,2.0949760975247145,1.2467035672386335,1,2,4,True,True,True,True,True,False,False,1
MR01083,2020-04-15 15:45:00+00:00,Long,8307.25,MISSED,,,2.7227843173116377,0.2345469636635493,32.68712818497311,2.7227843173116377,0.2345469636635493,1,2,3,True,True,True,True,True,True,False,1
MR01084,2020-04-16 16:00:00+00:00,Short,8574.75,MISSED,,,3.690759457308829,0.0840719694147797,39.648569630716175,3.690759457308829,0.0840719694147797,1,1,2,True,True,True,True,True,True,True,1
MR01086,2020-04-17 19:45:00+00:00,Short,8616.25,MISSED,,,3.732477301673175,0.0225527329406234,29.56034944509205,3.732477301673175,0.0225527329406234,1,4,4,True,True,True,True,True,True,True,1
MR01089,2020-04-21 15:30:00+00:00,Long,8131.25,MISSED,,,3.887369115829829,0.0382615070455691,43.55988029122006,3.887369115829829,0.0382615070455691,1,1,6,True,True,True,True,True,True,True,1
MR01096,2020-04-27 15:45:00+00:00,Short,8652.75,MISSED,,,3.340689211523804,0.5116370864495916,22.151117722874325,3.340689211523804,0.5116370864495916,1,1,6,True,True,True,True,True,True,True,1
MR01098,2020-04-28 16:15:00+00:00,Long,8464.25,MISSED,,,2.7565989718932893,0.3654581970313073,31.92339578490076,2.7565989718932893,0.3654581970313073,1,2,5,True,True,True,True,True,True,False,2
MR01099,2020-04-28 18:15:00+00:00,Short,8553.5,MISSED,,,4.688439520981446,0.3798229485352057,28.08326012897026,4.688439520981446,0.3798229485352057,1,1,4,True,True,True,True,True,True,True,1
MR01103,2020-04-30 18:45:00+00:00,Long,8697.75,MISSED,,,3.4746780624244855,5.010261593237887,29.73896616517953,3.4746780624244855,5.010261593237887,1,2,2,True,True,True,True,True,True,True,1
MR01104,2020-04-30 19:45:00+00:00,Short,8788.75,MISSED,,,7.0951580362109015,0.2705780607029581,33.262120279146515,7.0951580362109015,0.2705780607029581,1,1,1,True,True,True,True,True,True,True,1
MR01105,2020-05-01 19:15:00+00:00,Short,8544.5,MISSED,,,5.915664113445747,0.318535759954771,29.30073952971113,5.915664113445747,0.318535759954771,1,2,6,True,True,True,True,True,True,True,1
MR01107,2020-05-04 17:15:00+00:00,Long,8488.0,MISSED,,,4.328280380759544,0.0384166897700551,26.03035310917068,4.328280380759544,0.0384166897700551,1,2,5,True,True,True,True,True,True,True,1
MR01108,2020-05-05 16:30:00+00:00,Long,8754.5,MISSED,,,3.18220217235616,0.3079550489376929,19.48336298007555,3.18220217235616,0.3079550489376929,1,3,5,True,True,True,True,True,True,True,1
MR01109,2020-05-05 18:45:00+00:00,Short,8809.25,MISSED,,,9.772830235919598,0.0,18.281977927948176,9.772830235919598,0.0,1,2,2,True,True,True,True,True,True,True,1
MR01110,2020-05-06 17:45:00+00:00,Short,8845.75,MISSED,,,4.637751582379993,0.0279382625444577,23.86213765461645,4.637751582379993,0.0279382625444577,1,1,5,True,True,True,True,True,True,True,1
MR01111,2020-05-07 17:00:00+00:00,Short,8915.25,MISSED,,,3.163126329455748,0.0163047748941017,20.443908946815068,3.163126329455748,0.0163047748941017,1,2,5,True,True,True,True,True,True,True,1
MR01112,2020-05-07 19:00:00+00:00,Short,8899.75,MISSED,,,2.112231609920595,1.8242000267496048,20.831048921597237,2.112231609920595,1.8242000267496048,1,1,2,True,True,True,True,True,False,False,1
MR01115,2020-05-08 18:00:00+00:00,Long,8939.75,MISSED,,,3.4405971269599567,0.441102195764097,18.892069487203432,3.4405971269599567,0.441102195764097,2,3,4,True,True,True,True,True,True,True,1
MR01121,2020-05-14 18:30:00+00:00,Long,8725.25,MISSED,,,5.2082841040384364,0.2271787896753437,39.61637445494671,5.2082841040384364,0.2271787896753437,1,1,2,True,True,True,True,True,True,True,1
MR01127,2020-05-20 18:15:00+00:00,Long,9220.25,MISSED,,,3.2796166998774674,0.2165784613126629,21.547233452405248,3.2796166998774674,0.2165784613126629,1,1,2,True,True,True,True,True,True,True,1
MR01129,2020-05-21 18:15:00+00:00,Short,9214.5,MISSED,,,3.372130935178882,0.1296973436607262,25.70086047446708,3.372130935178882,0.1296973436607262,1,1,2,True,True,True,True,True,True,True,1
MR01130,2020-05-22 15:15:00+00:00,Long,9125.5,MISSED,,,3.0297167092674173,0.3029716709267417,25.304896141660915,3.0297167092674173,0.3029716709267417,1,2,5,True,False,True,True,True,True,True,1
MR01131,2020-05-22 18:30:00+00:00,Short,9207.0,MISSED,,,2.0808542175217397,1.1939327477583752,19.543255997577734,2.0808542175217397,1.1939327477583752,1,3,4,True,True,True,True,True,False,False,1
MR01132,2020-05-22 19:30:00+00:00,Long,9163.75,MISSED,,,4.439995643437642,0.1360918204885101,19.5946138209813,4.439995643437642,0.1360918204885101,1,1,6,True,True,True,True,True,True,True,1
MR01133,2020-05-25 16:45:00+00:00,Short,9323.5,MISSED,,,4.001010732584707,0.5284353797753386,8.831101862730453,4.001010732584707,0.5284353797753386,1,1,1,True,False,True,True,True,True,True,1
MR01136,2020-05-28 17:30:00+00:00,Short,9354.75,MISSED,,,6.285007661492472,0.0647938934174481,25.72258863854375,6.285007661492472,0.0647938934174481,1,1,2,True,True,True,True,True,True,True,3
MR01138,2020-05-29 18:45:00+00:00,Long,9181.0,MISSED,,,3.27109005040034,1.0024308218968785,37.90785276144384,3.27109005040034,1.0024308218968785,1,1,4,True,True,True,True,True,True,True,1
MR01139,2020-05-29 20:30:00+00:00,Short,9379.75,MISSED,,,4.697764082461764,0.2857955335337955,37.322719969678346,4.697764082461764,0.2857955335337955,2,2,2,True,True,True,True,True,True,True,1
MR01140,2020-06-01 15:15:00+00:00,Long,9324.75,MISSED,,,3.4216215480869705,0.1064504481627057,21.91943175069508,3.4216215480869705,0.1064504481627057,1,1,5,True,True,True,True,True,True,True,1
MR01146,2020-06-04 16:15:00+00:00,Short,9468.5,MISSED,,,2.2727529139782847,0.4890734118687448,23.173071891249975,2.2727529139782847,0.4890734118687448,1,1,2,True,True,True,True,True,False,False,1
MR01148,2020-06-04 17:45:00+00:00,Short,9460.25,MISSED,,,5.283871411211713,0.4186674068992888,23.0891311512864,5.283871411211713,0.4186674068992888,2,3,3,True,True,True,True,True,True,True,2
MR01149,2020-06-04 19:15:00+00:00,Long,9361.5,MISSED,,,2.5141992908420354,0.9035403701463564,25.45542043270788,2.5141992908420354,0.9035403701463564,1,2,4,True,False,False,True,True,True,False,1
MR01151,2020-06-08 19:15:00+00:00,Long,9645.5,MISSED,,,3.2303099743921533,0.1605122968642063,16.61347272927426,3.2303099743921533,0.1605122968642063,1,1,2,True,True,True,True,True,True,True,1
MR01154,2020-06-09 18:15:00+00:00,Long,9749.5,MISSED,,,2.3373282903737125,1.5738010488516332,21.39194575529891,2.3373282903737125,1.5738010488516332,1,2,4,True,True,True,True,True,False,False,1
MR01155,2020-06-09 19:30:00+00:00,Short,9794.25,MISSED,,,2.9982201979299794,0.0157801063048946,21.12364307900391,2.9982201979299794,0.0157801063048946,1,1,1,True,True,True,True,True,True,False,1
MR01156,2020-06-10 19:30:00+00:00,Short,9944.75,MISSED,,,3.57704249475063,0.0980011642397432,34.01320136543375,3.57704249475063,0.0980011642397432,1,1,1,True,True,True,True,True,True,True,1
MR01161,2020-06-12 19:45:00+00:00,Short,9475.0,MISSED,,,3.668932125219663,0.2426229308613003,56.328833462486934,3.668932125219663,0.2426229308613003,1,4,4,True,True,True,True,True,True,True,1
MR01163,2020-06-15 18:30:00+00:00,Short,9599.5,MISSED,,,2.1526208020820357,1.1258476998337008,37.009150236591736,2.1526208020820357,1.1258476998337008,3,3,4,True,False,True,True,True,False,False,1
MR01167,2020-06-16 18:15:00+00:00,Short,9771.25,MISSED,,,2.4641376276561218,0.9686609984579236,39.22941055797099,2.4641376276561218,0.9686609984579236,2,3,4,True,False,False,True,True,False,False,1
MR01168,2020-06-17 17:30:00+00:00,Short,9850.0,MISSED,,,5.978115470279574,0.1098341424985748,21.244153049800605,5.978115470279574,0.1098341424985748,1,1,5,True,True,True,True,True,True,True,1
MR01170,2020-06-18 19:00:00+00:00,Long,9737.25,MISSED,,,3.5827866489557367,0.0146236189753295,22.79417522404517,3.5827866489557367,0.0146236189753295,1,1,2,True,True,True,True,True,True,True,1
MR01171,2020-06-19 16:15:00+00:00,Long,9739.0,MISSED,,,2.395615793197201,2.4975568907800607,26.15889695026238,2.395615793197201,2.4975568907800607,1,2,2,True,False,True,True,True,False,False,1
MR01178,2020-06-26 15:45:00+00:00,Short,9782.5,MISSED,,,3.526675781073146,0.0864852371380335,34.68800108869323,3.526675781073146,0.0864852371380335,1,1,1,True,True,True,True,True,True,True,1
MR01179,2020-06-26 17:30:00+00:00,Short,9754.5,MISSED,,,3.465394506042321,0.282504986905624,35.397605222950226,3.465394506042321,0.282504986905624,1,2,4,True,True,True,True,True,True,True,1
MR01181,2020-06-29 17:45:00+00:00,Short,9741.75,MISSED,,,2.7636398883617277,1.299038104206895,26.173212232876036,2.7636398883617277,1.299038104206895,1,2,5,True,True,True,True,True,True,False,1
MR01184,2020-07-01 16:30:00+00:00,Short,10070.0,MISSED,,,2.018359476293844,0.7729887356018978,23.28623842879685,2.018359476293844,0.7729887356018978,1,1,2,True,True,True,True,True,False,False,1
MR01186,2020-07-02 14:45:00+00:00,Short,10207.25,MISSED,,,2.4082853953470136,1.1626205356847652,24.08352436636468,2.4082853953470136,1.1626205356847652,1,1,2,True,True,True,True,True,False,False,1
MR01188,2020-07-03 14:30:00+00:00,Long,10111.25,MISSED,,,3.7507292494330056,0.2907542053824035,11.464437217509174,3.7507292494330056,0.2907542053824035,1,1,3,True,True,True,True,True,True,True,1
MR01189,2020-07-03 16:45:00+00:00,Long,10128.5,MISSED,,,8.141738862278222,0.0,12.077682052531182,8.141738862278222,0.0,1,1,1,True,True,True,True,True,True,True,1
MR01193,2020-07-08 14:45:00+00:00,Short,10435.25,MISSED,,,7.115656071696684,0.2146965194046413,21.736107691021015,7.115656071696684,0.2146965194046413,1,1,1,True,True,True,True,True,True,True,1
MR01198,2020-07-09 15:15:00+00:00,Long,10362.5,MISSED,,,4.6393902926201545,0.9539871813829324,33.194016947650795,4.6393902926201545,0.9539871813829324,1,1,3,True,False,False,True,True,True,True,1
MR01200,2020-07-14 17:00:00+00:00,Long,10290.75,MISSED,,,2.231316075070343,0.190014750918399,61.39874199386164,2.231316075070343,0.190014750918399,1,2,5,True,True,True,True,True,False,False,1
MR01202,2020-07-14 19:15:00+00:00,Long,10328.0,MISSED,,,3.1506843673276577,0.2677796840224229,58.50580757782503,3.1506843673276577,0.2677796840224229,1,2,2,True,True,True,True,True,True,True,1
MR01207,2020-07-16 19:30:00+00:00,Short,10448.5,MISSED,,,4.237585107155651,0.4851440893706235,33.666973773755615,4.237585107155651,0.4851440893706235,1,2,2,True,True,True,True,True,True,True,1
MR01209,2020-07-17 19:30:00+00:00,Short,10472.25,MISSED,,,2.1437606414849872,0.2306577905395239,24.56741935059707,2.1437606414849872,0.2306577905395239,1,1,5,True,True,True,True,True,False,False,1
MR01211,2020-07-21 18:00:00+00:00,Short,10737.25,MISSED,,,5.81099568434117,0.2459680712948643,32.524546612432765,5.81099568434117,0.2459680712948643,1,2,4,True,True,True,True,True,True,True,1
MR01214,2020-07-22 19:45:00+00:00,Short,10679.5,MISSED,,,2.9422350398430837,0.6956447187225896,29.229479914217382,2.9422350398430837,0.6956447187225896,1,1,1,True,False,True,True,True,True,False,1
MR01215,2020-07-22 20:00:00+00:00,Long,10597.75,MISSED,,,2.375290511186144,0.0,32.838088491773284,2.375290511186144,0.0,1,1,1,True,True,True,True,True,False,False,1
MR01219,2020-07-27 15:30:00+00:00,Long,10314.0,MISSED,,,3.2507000859998176,0.1641767720201928,30.454978121905263,3.2507000859998176,0.1641767720201928,1,1,4,True,True,True,True,True,True,True,1
MR01222,2020-07-28 19:45:00+00:00,Long,10316.5,MISSED,,,2.3281020326454276,0.0118780715951297,28.062916666540993,2.3281020326454276,0.0118780715951297,1,1,4,True,True,True,True,True,False,False,1
MR01223,2020-07-29 14:45:00+00:00,Short,10447.75,MISSED,,,3.6212610545725497,0.2670054233786211,19.974625480810992,3.6212610545725497,0.2670054233786211,1,1,5,True,False,True,True,True,True,True,1
MR01224,2020-07-29 16:00:00+00:00,Long,10385.75,MISSED,,,2.6627650749163236,0.239170515711047,20.905586899518717,2.6627650749163236,0.239170515711047,1,1,2,True,True,True,True,True,True,False,1
MR01228,2020-07-31 16:45:00+00:00,Long,10493.5,MISSED,,,3.4964729534226513,0.2336974210513854,37.08499061596849,3.4964729534226513,0.2336974210513854,1,1,3,True,True,True,True,True,True,True,1
MR01230,2020-08-03 18:30:00+00:00,Short,10875.5,MISSED,,,3.012153369328997,0.4558934829254698,20.472618457805773,3.012153369328997,0.4558934829254698,1,2,3,True,True,True,True,True,True,True,1
