fold,train_period,evaluation_period,hypothesis_id,dimension,condition,complexity,training_eligible,selected_by_train,train_N,train_wins,train_losses,train_win_pct,train_avg_R,train_total_R,train_profit_factor,train_max_drawdown_R,train_largest_win_R,train_largest_loss_R,train_max_consecutive_wins,train_max_consecutive_losses,train_realistic_total_R,train_one_sided_p,eval_N,eval_wins,eval_losses,eval_win_pct,eval_avg_R,eval_total_R,eval_profit_factor,eval_max_drawdown_R,eval_largest_win_R,eval_largest_loss_R,eval_max_consecutive_wins,eval_max_consecutive_losses,eval_realistic_total_R,eval_realistic_profit_factor
F1,2021,2022,H0128,session x volatility,Overnight | Low,2,False,False,146,63,82,43.15068493150685,0.07698049987610552,11.239152981911406,1.1550083581705746,11.4844509771159,2.0,-1.0,4,10,-2.9252377373633083,0.22512517013938227,155,59,96,38.064516129032256,-0.0187751072845667,-2.910141629107838,0.9674440118641745,18.91974019103828,2.0,-1.0,4,10,-12.781517991969322,0.8661090085959207
F1,2021,2022,H0129,session x volatility,Overnight | Medium,2,False,False,72,37,35,51.388888888888886,0.2711848904034639,19.5253121090494,1.6162852468581264,6.01035701558429,2.0,-1.0,7,4,15.708903047718668,0.03620085411710505,92,35,56,38.04347826086956,-0.107503447369572,-9.890317158000624,0.8036819784532961,16.244222970859628,2.0,-1.0,5,7,-13.073289487226967,0.7505446179191052
F1,2021,2022,H0130,session x volatility,Overnight | High,2,False,False,26,10,16,38.46153846153846,-0.045898905053809516,-1.1933715313990474,0.922064442027743,7.323700889925767,2.0,-1.0,3,4,-2.0578660161827873,0.5727671644285484,28,6,22,21.428571428571427,-0.2968107961469883,-8.310702292115673,0.49013247336382926,11.481332151776208,2.0,-1.0,1,10,-8.934235287812541,0.467999103811035
F1,2021,2022,H0131,session x volatility,Overnight | Unavailable,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F1,2021,2022,H0132,session x volatility,Premarket | Low,2,False,False,50,21,28,42.0,0.19649953487976954,9.824976743988477,1.3627714079939228,7.0,2.0,-1.0,5,5,5.758344843673757,0.15943801535132573,38,14,24,36.8421052631579,-0.2303828746733764,-8.754549237588304,0.6263668507296247,15.194056587100192,2.0,-1.0,2,6,-10.563521758378274,0.5700200624859976
F1,2021,2022,H0133,session x volatility,Premarket | Medium,2,False,False,68,25,43,36.76470588235294,0.021763193099575667,1.4798971307711453,1.0358399691156301,12.437118987093935,2.0,-1.0,6,8,-1.8410196217057195,0.4471110450239687,55,17,38,30.90909090909091,-0.11284187621255243,-6.206303191690384,0.816334316656892,10.1763836276445,2.0,-1.0,2,7,-8.019472668019873,0.7712587996093593
F1,2021,2022,H0134,session x volatility,Premarket | High,2,False,False,74,31,43,41.891891891891895,0.0729971647193736,5.401790189233647,1.1276009650322727,11.0,2.0,-1.0,7,6,3.4275594810954892,0.31832435021920336,71,29,42,40.84507042253521,0.0029976867285473243,0.21283575772686003,1.005360107046501,11.05187860195779,2.0,-1.0,5,5,-1.0466584682018427,0.9741146595759284
F1,2021,2022,H0135,session x volatility,Premarket | Unavailable,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F1,2021,2022,H0136,session x volatility,Open | Low,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1,1,0,100.0,0.3711284847216939,0.3711284847216939,99.9,0.0,0.3711284847216939,0.3711284847216939,1,0,0.28833828428377645,99.9
F1,2021,2022,H0137,session x volatility,Open | Medium,2,False,False,3,0,3,0.0,-1.0,-3.0,0.0,3.0,-1.0,-1.0,0,3,-3.0946557520840194,1.0,1,1,0,100.0,0.4661919922315837,0.4661919922315837,99.9,0.0,0.4661919922315837,0.4661919922315837,1,0,0.4354657018345017,99.9
F1,2021,2022,H0138,session x volatility,Open | High,2,False,False,36,16,20,44.44444444444444,0.08377687352188629,3.015967446787906,1.18970153918782,6.654135695514677,2.0,-1.0,5,7,2.279644688270622,0.3286063215212359,35,23,12,65.71428571428571,0.35929066293229384,12.575173202630284,2.2979118720690535,2.3473961552421434,2.0,-1.0,4,3,12.058900388219229,2.2210249372745556
