model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,result_R,score,htf_regime,session_bucket,exit_reason,atr,body,body_sma,normalized_atr,volatility_q33,volatility_q67,volatility_regime,trend_regime,crt_high,crt_low,sweep_above,sweep_below,volume,volume_zscore,direction_name,htf_regime_name,session_name,score_band,date_third,bos_present,retest_present,confirmation_present,stop_distance_points,target_distance_points,stop_distance_atr,stop_distance_pct,body_to_atr,time_since_setup_bars,time_since_bos_bars,time_since_retest_bars,relevant_crt_level,distance_from_crt_points,distance_from_crt_atr,outcome,split,bull_BOS,bear_BOS,liquidity_sweep,source_period,year,quarter,month,day_of_week,time_of_day,trend_state,displacement_ratio,displacement_bucket,stop_bucket,target_bucket,crt_direction,liquidity_context,bos_polarity,htf_alignment,setup_to_bos_bucket,entry_time_third,risk_usd
BOS,Long,2021-01-20 13:25:00-06:00,2021-01-20 13:25:00-06:00,,,2021-01-20 13:25:00-06:00,2021-01-20 14:25:00-06:00,13294.75,13276.498389470558,13331.253221058883,13306.75,0.6574762254893838,75.0,1,4,TIME,12.167740352961516,16.75,7.625,0.0009152289703049336,0.0005114497314081334,0.0008676848781327865,High,Bullish trend,13280.0,13269.75,False,False,4110,1.100994357041856,Long,Bull,Midday,75-79,Early third,True,False,False,18.251610529441677,36.503221058883355,1.499999999999951,0.13728434554573554,1.3765908471183972,0.0,0.0,,13269.75,25.0,2.0546132046543244,Win,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Wednesday,12:00-13:59,Bullish trend,2.19672131147541,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,365.03221058883355
BOS,Long,2021-01-21 01:45:00-06:00,2021-01-21 01:45:00-06:00,,,2021-01-21 01:45:00-06:00,2021-01-21 02:15:00-06:00,13361.75,13351.575499302327,13382.099001395349,13351.575499302327,-1.0,90.0,1,0,STOP,6.783000465115419,6.75,3.525,0.0005076431204831268,0.000512474707997787,0.0008640385808476176,Low,Bullish trend,13358.75,13353.5,False,True,306,-0.523933298840086,Long,Bull,Overnight,90-94,Early third,True,False,False,10.174500697672556,20.34900139534875,1.4999999999999156,0.07614646807246474,0.9951348278265438,0.0,0.0,,13353.5,8.25,1.216275900676887,Loss,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Thursday,00:00-01:59,Bullish trend,1.9148936170212767,1.75x+,<15pt,<30pt,Bullish reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,203.49001395345113
BOS,Short,2021-01-21 07:45:00-06:00,2021-01-21 07:45:00-06:00,,,2021-01-21 07:45:00-06:00,2021-01-21 07:50:00-06:00,13334.0,13347.393269400603,13307.213461198791,13307.213461198791,2.0,90.0,1,1,TARGET,8.928846267069767,9.75,4.75,0.000669629988530806,0.0005102679197148911,0.0008608949990816556,Medium,Bullish trend,13363.75,13340.5,False,False,3178,0.6864304005862876,Short,Bull,Premarket,90-94,Early third,True,False,False,13.393269400603458,26.786538801208735,1.4999999999998663,0.10044449827961195,1.0919663871869658,0.0,0.0,,13363.75,29.75,3.3318974378268957,Win,Research,False,True,True,2021-2023,2021,2021Q1,2021-01,Thursday,06:00-07:59,Bullish trend,2.0526315789473686,1.75x+,<15pt,<30pt,No current reclaim,Liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,267.86538801206916
BOS,Long,2021-01-21 09:10:00-06:00,2021-01-21 09:10:00-06:00,,,2021-01-21 09:10:00-06:00,2021-01-21 10:10:00-06:00,13360.75,13328.307561213442,13425.634877573117,13371.0,0.3159441886424093,90.0,1,1,TIME,21.62829252437179,33.5,13.375,0.0016187932956137786,0.0005112267376935727,0.0008614171171580121,High,Bullish trend,13333.25,13309.5,False,False,10850,3.2579522138941766,Long,Bull,Premarket,90-94,Early third,True,False,False,32.44243878655834,64.88487757311668,1.5000000000000302,0.2428189943420717,1.5488971199298607,0.0,0.0,,13309.5,51.25,2.3695814148180703,Win,Research,True,False,True,2021-2023,2021,2021Q1,2021-01,Thursday,08:00-09:59,Bullish trend,2.5046728971962615,1.75x+,25-39.99pt,50-79.99pt,No current reclaim,Liquidity sweep,Bull BOS,Aligned,Same bar,Early third,648.8487757311668
BOS,Long,2021-01-21 14:40:00-06:00,2021-01-21 14:40:00-06:00,,,2021-01-21 14:40:00-06:00,2021-01-21 14:55:00-06:00,13408.0,13392.781126936128,13438.437746127744,13392.781126936128,-1.0,75.0,1,5,STOP,10.145915375914514,7.0,4.325,0.0007567060990389703,0.0005127554373322345,0.0008636857550237427,Medium,Bullish trend,13410.25,13395.25,False,False,3202,0.6737217811015916,Long,Bull,PM,75-79,Early third,True,False,False,15.218873063871797,30.437746127743594,1.5000000000000024,0.11350591485584574,0.6899328193311535,0.0,0.0,,13395.25,12.75,1.2566633494960295,Loss,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Thursday,14:00-15:59,Bullish trend,1.6184971098265895,1.25-1.74x,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,304.37746127743594
BOS,Long,2021-01-22 13:50:00-06:00,2021-01-22 13:50:00-06:00,,,2021-01-22 13:50:00-06:00,2021-01-22 14:10:00-06:00,13375.75,13361.335069043484,13404.57986191303,13361.335069043484,-1.0,75.0,1,4,STOP,9.609953971009904,9.5,5.325,0.0007184609439478089,0.0005162421576498619,0.0008575722096867277,Medium,Bullish trend,13372.25,13364.5,False,True,2009,0.22617862512314907,Long,Bull,Midday,75-79,Early third,True,False,False,14.4149309565164,28.829861913029163,1.5000000000001605,0.10776914159218287,0.988558324905447,0.0,0.0,,13364.5,11.25,1.1706611742301347,Loss,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Friday,12:00-13:59,Bullish trend,1.784037558685446,1.75x+,<15pt,<30pt,Bullish reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,288.298619130328
BOS,Short,2021-01-22 14:55:00-06:00,2021-01-22 14:55:00-06:00,,,2021-01-22 14:55:00-06:00,2021-01-24 17:00:00-06:00,13351.5,13368.68657550435,13317.126848991302,13368.68657550435,-1.0,100.0,1,5,STOP,11.45771700289949,23.5,7.275,0.0008581595328539482,0.0005165597049920535,0.0008569034611072504,High,Bullish trend,13383.25,13374.0,False,False,9366,3.640358288187496,Short,Bull,PM,95+,Early third,True,False,False,17.186575504349094,34.37315100869819,1.4999999999999878,0.12872392992809117,2.0510194128597425,0.0,0.0,,13383.25,31.75,2.7710581429062477,Loss,Research,False,True,False,2021-2023,2021,2021Q1,2021-01,Friday,14:00-15:59,Bullish trend,3.2302405498281783,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,343.73151008698187
BOS,Long,2021-01-25 01:40:00-06:00,2021-01-25 01:40:00-06:00,,,2021-01-25 01:40:00-06:00,2021-01-25 01:55:00-06:00,13461.0,13453.977943688147,13475.044112623707,13475.044112623707,2.0,90.0,1,0,TARGET,4.681370874568891,3.75,2.1,0.00034777289016929585,0.000514765476061102,0.0008517682592003797,Low,Bullish trend,13458.75,13454.5,False,False,220,-0.5648907432106247,Long,Bull,Overnight,90-94,Early third,True,False,False,7.022056311852793,14.044112623707406,1.4999999999998839,0.05216593352539034,0.8010474069404592,0.0,0.0,,13454.5,6.5,1.3884821720301292,Win,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Monday,00:00-01:59,Bullish trend,1.7857142857142856,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,140.44112623705587
BOS,Short,2021-01-25 09:45:00-06:00,2021-01-25 09:45:00-06:00,,,2021-01-25 09:45:00-06:00,2021-01-25 09:55:00-06:00,13457.25,13486.221283052468,13399.307433895065,13399.307433895065,2.0,75.0,1,2,TARGET,19.31418870164534,34.75,11.575,0.0014352255253967444,0.000513953723955855,0.0008497980333930587,High,Bullish trend,13507.5,13488.75,False,False,11607,3.513594122932637,Short,Bull,Open,75-79,Early third,True,False,False,28.971283052467697,57.942566104935395,1.499999999999984,0.21528382880950936,1.7991954276101545,0.0,0.0,,13507.5,50.25,2.601714251436267,Win,Research,False,True,False,2021-2023,2021,2021Q1,2021-01,Monday,08:00-09:59,Bullish trend,3.002159827213823,1.75x+,25-39.99pt,50-79.99pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,579.425661049354
BOS,Long,2021-01-26 05:10:00-06:00,2021-01-26 05:10:00-06:00,,,2021-01-26 05:10:00-06:00,2021-01-26 05:45:00-06:00,13438.5,13426.97227886441,13461.555442271178,13461.555442271178,2.0,75.0,1,1,TARGET,7.685147423726046,3.75,2.975,0.0005718753896436392,0.0005181090874837427,0.0008505943835843852,Medium,Bullish trend,13435.5,13429.25,False,False,345,-0.4734860937123228,Long,Bull,Premarket,75-79,Early third,True,False,False,11.527721135589672,23.055442271177526,1.5000000000000786,0.08578130844655038,0.48795420481105883,0.0,0.0,,13429.25,9.25,1.2036203718672784,Win,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Tuesday,04:00-05:59,Bullish trend,1.2605042016806722,1.25-1.74x,<15pt,<30pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,230.55442271179345
BOS,Short,2021-01-26 08:40:00-06:00,2021-01-26 08:40:00-06:00,,,2021-01-26 08:40:00-06:00,2021-01-26 08:50:00-06:00,13437.0,13459.501614079698,13391.996771840602,13459.501614079698,-1.0,90.0,1,1,STOP,15.00107605313242,35.25,9.325,0.0011164006886308269,0.0005191958381349143,0.0008489464778793116,High,Bullish trend,13505.25,13458.5,False,False,14325,2.811526599037702,Short,Bull,Premarket,90-94,Early third,True,False,False,22.5016140796979,45.00322815939762,1.4999999999999514,0.1674601032946186,2.3498314304352412,0.0,0.0,,13505.25,68.25,4.549673620629935,Loss,Research,False,True,False,2021-2023,2021,2021Q1,2021-01,Tuesday,08:00-09:59,Bullish trend,3.7801608579088475,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,450.03228159395803
BOS,Short,2021-01-26 14:50:00-06:00,2021-01-26 14:50:00-06:00,,,2021-01-26 14:50:00-06:00,2021-01-26 15:00:00-06:00,13469.5,13489.392365650634,13429.715268698732,13489.392365650634,-1.0,75.0,1,5,STOP,13.261577100422778,11.75,6.175,0.0009845634285179687,0.0005209293417117963,0.000854226344347337,High,Bullish trend,13501.0,13480.25,False,False,7015,1.8201218461550863,Short,Bull,PM,75-79,Early third,True,False,False,19.89236565063402,39.78473130126804,1.499999999999989,0.1476845142776942,0.8860183001632144,0.0,0.0,,13501.0,31.5,2.3752831025652132,Loss,Research,False,True,False,2021-2023,2021,2021Q1,2021-01,Tuesday,14:00-15:59,Bullish trend,1.902834008097166,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,397.8473130126804
BOS,Short,2021-01-27 13:30:00-06:00,2021-01-27 13:30:00-06:00,,,2021-01-27 13:30:00-06:00,2021-01-27 14:20:00-06:00,13171.0,13214.730652655497,13083.538694689008,13083.538694689008,2.0,75.0,-1,4,TARGET,29.153768436997854,35.25,19.775,0.002213481773365565,0.0005235756579168061,0.0008595150229973657,High,Bearish trend,13229.75,13200.25,False,False,11476,2.5178634857061444,Short,Bear,Midday,75-79,Early third,True,False,False,43.73065265549667,87.46130531099152,1.4999999999999962,0.33202226600483387,1.2091061255486157,0.0,0.0,,13229.75,58.75,2.0151768759143596,Win,Research,False,True,True,2021-2023,2021,2021Q1,2021-01,Wednesday,12:00-13:59,Bearish trend,1.7825537294563845,1.75x+,40pt+,80pt+,No current reclaim,Liquidity sweep,Bear BOS,Aligned,Same bar,Early third,874.6130531099334
BOS,Short,2021-01-27 15:05:00-06:00,2021-01-27 15:05:00-06:00,,,2021-01-27 15:05:00-06:00,2021-01-27 15:35:00-06:00,12966.0,13046.416191620488,12805.167616759029,13046.416191620488,-1.0,75.0,-1,5,STOP,53.61079441365744,148.75,30.6,0.004134721148670171,0.0005239674161825631,0.0008610824128279384,High,Bearish trend,13154.75,13103.0,False,False,10609,1.9351184114869164,Short,Bear,PM,75-79,Early third,True,False,False,80.41619162048846,160.83238324097147,1.500000000000043,0.6202081723005435,2.7746277895502645,0.0,0.0,,13154.75,188.75,3.5207461867402516,Loss,Research,False,True,True,2021-2023,2021,2021Q1,2021-01,Wednesday,14:00-15:59,Bearish trend,4.861111111111111,1.75x+,40pt+,80pt+,No current reclaim,Liquidity sweep,Bear BOS,Aligned,Same bar,Early third,1608.3238324097692
BOS,Long,2021-01-29 07:30:00-06:00,2021-01-29 07:30:00-06:00,,,2021-01-29 07:30:00-06:00,2021-01-29 08:30:00-06:00,13101.0,13061.040102634352,13180.919794731291,13116.25,0.3816326118272359,90.0,-1,1,TIME,26.639931577097737,33.5,11.275,0.0020334273396761878,0.0005358721064004529,0.0009046702121233548,High,Bearish trend,13077.75,13053.0,False,False,2374,0.07049182647882364,Long,Bear,Premarket,90-94,Early third,True,False,False,39.95989736564843,79.9197947312914,1.5000000000000684,0.3050141009514421,1.2575107373323677,0.0,0.0,,13053.0,48.0,1.8018064296105567,Win,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Friday,06:00-07:59,Bearish trend,2.9711751662971175,1.75x+,25-39.99pt,50-79.99pt,No current reclaim,No liquidity sweep,Bull BOS,Counter-trend,Same bar,Early third,799.1979473129686
BOS,Short,2021-01-29 11:15:00-06:00,2021-01-29 11:15:00-06:00,,,2021-01-29 11:15:00-06:00,2021-01-29 11:45:00-06:00,12955.75,13009.241152579358,12848.767694841286,12848.767694841286,2.0,75.0,-1,3,TARGET,35.66076838623805,43.0,16.1,0.0027525051337234856,0.0005363899235227203,0.0009105658471277846,High,Bearish trend,13042.0,12997.5,False,False,7862,2.1037031344245984,Short,Bear,MidAM,75-79,Early third,True,False,False,53.49115257935773,106.98230515871364,1.5000000000000184,0.41287577005852794,1.2058068837516764,0.0,0.0,,13042.0,86.25,2.418624272641444,Win,Research,False,True,False,2021-2023,2021,2021Q1,2021-01,Friday,10:00-11:59,Bearish trend,2.670807453416149,1.75x+,40pt+,80pt+,No current reclaim,No liquidity sweep,Bear BOS,Aligned,Same bar,Early third,1069.8230515871546
BOS,Long,2021-01-29 14:00:00-06:00,2021-01-29 14:00:00-06:00,,,2021-01-29 14:00:00-06:00,2021-01-29 14:55:00-06:00,12972.0,12915.481579780531,13085.036840438932,12915.481579780531,-1.0,100.0,-1,5,STOP,37.6789468129776,63.75,15.975,0.0029046366645835335,0.0005370987537284795,0.0009155815558180954,High,Bearish trend,12923.25,12891.0,False,False,8781,2.1301623244872445,Long,Bear,PM,95+,Early third,True,False,False,56.51842021946868,113.0368404389319,1.5000000000000606,0.43569549968754767,1.6919262716239951,0.0,0.0,,12891.0,81.0,2.1497416157104876,Loss,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Friday,14:00-15:59,Bearish trend,3.990610328638498,1.75x+,40pt+,80pt+,No current reclaim,No liquidity sweep,Bull BOS,Counter-trend,Same bar,Early third,1130.3684043893736
BOS,Long,2021-02-01 14:00:00-06:00,2021-02-01 14:00:00-06:00,,,2021-02-01 14:00:00-06:00,2021-02-01 14:15:00-06:00,13262.75,13237.649784714344,13312.950430571313,13237.649784714344,-1.0,75.0,1,5,STOP,16.733476857103952,16.5,9.725,0.0012616898348460125,0.000544042407326327,0.0009422242681525045,High,Bullish trend,13260.75,13237.25,False,False,2724,0.17149943602145484,Long,Bull,PM,75-79,Early third,True,False,False,25.100215285656304,50.20043057131261,1.5000000000000224,0.18925347522690472,0.9860473194484485,0.0,0.0,,13237.25,25.5,1.523891311874875,Loss,Research,True,False,False,2021-2023,2021,2021Q1,2021-02,Monday,14:00-15:59,Bullish trend,1.6966580976863754,1.25-1.74x,25-39.99pt,50-79.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,502.0043057131261
BOS,Long,2021-02-02 02:10:00-06:00,2021-02-02 02:10:00-06:00,,,2021-02-02 02:10:00-06:00,2021-02-02 03:10:00-06:00,13330.0,13311.887122302564,13366.22575539487,13347.75,0.9799657622882252,90.0,1,0,TIME,12.075251798289807,14.0,5.85,0.0009058703524598505,0.0005473333565122608,0.0009445446375117183,Medium,Bullish trend,13319.5,13305.25,False,False,1446,-0.1717874833932835,Long,Bull,Overnight,90-94,Early third,True,False,False,18.11287769743649,36.22575539486934,1.5000000000001472,0.13588055286899092,1.1593961131297312,0.0,0.0,,13305.25,24.75,2.0496466999972034,Win,Research,True,False,False,2021-2023,2021,2021Q1,2021-02,Tuesday,02:00-03:59,Bullish trend,2.393162393162393,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,362.25755394872976
BOS,Short,2021-02-02 08:15:00-06:00,2021-02-02 08:15:00-06:00,,,2021-02-02 08:15:00-06:00,2021-02-02 08:25:00-06:00,13326.75,13342.184378655827,13295.881242688343,13342.184378655827,-1.0,90.0,1,1,STOP,10.289585770551968,10.5,3.95,0.0007721001572440369,0.0005488719355817103,0.0009435458837779784,Medium,Bullish trend,13342.5,13327.0,False,False,1034,-0.32127335755412106,Short,Bull,Premarket,90-94,Early third,True,False,False,15.434378655827459,30.868757311656736,1.499999999999952,0.11581502358660183,1.020449241994777,0.0,0.0,,13342.5,15.75,1.5306738629921657,Loss,Research,False,True,False,2021-2023,2021,2021Q1,2021-02,Tuesday,08:00-09:59,Bullish trend,2.6582278481012658,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,308.6875731165492
BOS,Long,2021-02-02 08:30:00-06:00,2021-02-02 08:30:00-06:00,,,2021-02-02 08:30:00-06:00,2021-02-02 08:45:00-06:00,13369.0,13350.308781010624,13406.382437978757,13406.382437978757,2.0,90.0,1,1,TARGET,12.46081265958552,20.5,6.725,0.0009320676684557947,0.0005489142634096399,0.0009434927123059065,Medium,Bullish trend,13350.25,13332.5,False,False,12198,4.24639979313075,Long,Bull,Premarket,90-94,Early third,True,False,False,18.691218989375557,37.38243797875657,1.4999999999997815,0.13981015026834884,1.6451575479092297,0.0,0.0,,13332.5,36.5,2.929182951155458,Win,Research,True,False,True,2021-2023,2021,2021Q1,2021-02,Tuesday,08:00-09:59,Bullish trend,3.0483271375464684,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,Liquidity sweep,Bull BOS,Aligned,Same bar,Early third,373.82437978751113
BOS,Long,2021-02-02 10:40:00-06:00,2021-02-02 10:40:00-06:00,,,2021-02-02 10:40:00-06:00,2021-02-02 11:40:00-06:00,13436.0,13404.40526964334,13499.18946071332,13462.0,0.8229220413181824,75.0,1,3,TIME,21.06315357110651,15.75,9.125,0.0015676654935327858,0.0005494684257688404,0.0009446836564906973,High,Bullish trend,13427.0,13404.0,False,False,3654,0.6782511212266682,Long,Bull,MidAM,75-79,Early third,True,False,False,31.594730356660875,63.18946071331993,1.5000000000000526,0.23514982402992612,0.7477512779285407,0.0,0.0,,13404.0,32.0,1.5192406916643366,Win,Research,True,False,False,2021-2023,2021,2021Q1,2021-02,Tuesday,10:00-11:59,Bullish trend,1.726027397260274,1.25-1.74x,25-39.99pt,50-79.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,631.8946071332175
BOS,Long,2021-02-02 12:35:00-06:00,2021-02-02 12:35:00-06:00,,,2021-02-02 12:35:00-06:00,2021-02-02 13:35:00-06:00,13468.0,13446.933621859502,13510.132756280997,13480.5,0.593362556991716,75.0,1,4,TIME,14.044252093665014,15.25,7.725,0.001042786760741388,0.0005501455063458382,0.000946523865210468,High,Bullish trend,13454.0,13437.0,False,False,3992,1.0125143809134771,Long,Bull,Midday,75-79,Early third,True,False,False,21.066378140498273,42.132756280996546,1.5000000000000535,0.15641801411121378,1.0858534792948402,0.0,0.0,,13437.0,31.0,2.2073087120091834,Win,Research,True,False,False,2021-2023,2021,2021Q1,2021-02,Tuesday,12:00-13:59,Bullish trend,1.9741100323624596,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,421.32756280996546
BOS,Short,2021-02-02 14:40:00-06:00,2021-02-02 14:40:00-06:00,,,2021-02-02 14:40:00-06:00,2021-02-02 14:45:00-06:00,13454.5,13473.178712593995,13417.14257481201,13473.178712593995,-1.0,100.0,1,5,STOP,12.452475062663918,17.75,7.375,0.000925524921971379,0.0005511197406842719,0.000946129876359557,Medium,Bullish trend,13477.25,13466.0,False,False,4414,1.204684494931371,Short,Bull,PM,95+,Early third,True,False,False,18.678712593995442,37.357425187990884,1.4999999999999651,0.1388287382957036,1.4254194375557978,0.0,0.0,,13477.25,22.75,1.8269460396841914,Loss,Research,False,True,False,2021-2023,2021,2021Q1,2021-02,Tuesday,14:00-15:59,Bullish trend,2.406779661016949,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,373.57425187990884
BOS,Short,2021-02-03 03:05:00-06:00,2021-02-03 03:05:00-06:00,,,2021-02-03 03:05:00-06:00,2021-02-03 04:05:00-06:00,13532.75,13546.717893342236,13504.814213315529,13523.5,0.6622330063210292,90.0,1,0,TIME,9.311928894823561,11.5,3.775,0.0006881032232786065,0.0005512735703677922,0.0009454506769566255,Medium,Bullish trend,13550.75,13542.5,False,False,1099,-0.24800168722024143,Short,Bull,Overnight,90-94,Early third,True,False,False,13.967893342236493,27.935786684471168,1.5000000000001237,0.10321548349179947,1.2349750658419194,0.0,0.0,,13550.75,18.0,1.9330044508830044,Win,Research,False,True,False,2021-2023,2021,2021Q1,2021-02,Wednesday,02:00-03:59,Bullish trend,3.0463576158940397,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,279.35786684472987
