trade_id,direction,system,A_eventual_5m,B_at_horizon_5m,A_eventual_10m,B_at_horizon_10m,A_eventual_15m,B_at_horizon_15m,A_eventual_30m,B_at_horizon_30m,A_eventual_60m,B_at_horizon_60m,C_target_before_stop,D_stop_before_target
T58-064227,SHORT,A,True,True,True,False,True,False,True,True,True,True,False,True
T58-145285,SHORT,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-099735,LONG,A,True,True,True,False,True,False,True,False,True,True,False,True
T58-167147,SHORT,A,True,False,True,False,True,True,True,False,True,True,False,True
T58-159235,SHORT,A,True,False,True,False,True,False,True,False,True,True,True,False
T58-067743,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-191359,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-119180,LONG,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-023533,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-094603,SHORT,A,False,True,False,True,False,True,False,True,False,True,False,True
T58-038848,SHORT,A,True,True,True,False,True,False,True,False,True,False,False,True
T58-014331,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-058273,SHORT,A,False,False,True,False,True,False,True,True,True,True,False,True
T58-020588,LONG,A,True,True,True,False,True,True,True,False,True,True,False,True
T58-120033,LONG,A,True,False,True,True,True,True,True,True,True,True,False,True
T58-080231,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-058876,SHORT,A,True,False,True,False,True,False,True,True,True,False,False,True
T58-150351,LONG,A,False,False,False,False,False,False,True,True,True,True,False,True
T58-027918,SHORT,A,True,False,True,True,True,False,True,False,True,False,False,True
T58-106162,LONG,A,True,False,True,False,True,False,True,True,True,True,False,True
T58-063263,LONG,A,False,False,False,False,True,True,True,False,True,True,False,True
T58-032728,SHORT,A,True,False,True,False,True,False,True,True,True,False,True,False
T58-133257,LONG,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-118232,SHORT,A,False,True,True,False,True,False,True,False,True,False,False,True
T58-185309,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-068594,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-022708,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-170615,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-082818,SHORT,A,True,True,True,True,True,False,True,False,True,True,False,True
T58-145235,SHORT,A,True,True,True,False,True,True,True,True,True,True,False,True
T58-184236,LONG,A,True,True,True,False,True,False,True,False,True,True,False,True
T58-040088,SHORT,A,True,False,True,False,True,False,True,False,True,True,True,False
T58-154745,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-045274,SHORT,A,False,True,False,True,False,True,False,True,False,True,False,True
T58-102436,LONG,A,True,False,True,True,True,True,True,True,True,False,False,True
T58-196592,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-207550,SHORT,A,False,True,False,True,False,True,False,True,False,True,False,True
T58-124923,SHORT,A,False,True,False,True,False,True,False,True,False,True,False,True
T58-007368,SHORT,A,True,False,True,False,True,False,True,True,True,True,True,False
T58-211793,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-063350,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-048598,SHORT,A,False,True,False,True,False,True,False,True,False,True,False,True
T58-192467,SHORT,A,False,True,False,True,False,True,True,False,True,False,False,True
T58-181489,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-023512,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-175948,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-061116,SHORT,A,True,False,True,True,True,True,True,False,True,False,False,True
T58-137069,LONG,A,True,True,True,True,True,False,True,False,True,True,False,True
T58-039701,SHORT,A,False,True,True,False,True,False,True,True,True,False,False,True
T58-194614,LONG,A,True,True,True,False,True,True,True,True,True,False,False,True
T58-160822,LONG,A,True,False,True,True,True,True,True,True,True,True,False,True
T58-022483,SHORT,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-163803,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-035366,SHORT,A,True,False,True,False,True,True,True,False,True,False,False,True
T58-002816,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-032910,SHORT,A,False,True,True,False,True,False,True,False,True,True,False,True
T58-134156,SHORT,A,False,True,False,True,False,True,False,True,False,True,False,True
T58-170769,SHORT,A,True,True,True,True,True,False,True,False,True,False,False,True
T58-056066,SHORT,A,True,False,True,False,True,False,True,True,True,True,True,False
T58-036717,SHORT,A,True,False,True,False,True,True,True,True,True,True,False,True
T58-170546,SHORT,A,True,False,True,True,True,True,True,True,True,True,False,True
T58-084048,SHORT,A,True,False,True,False,True,False,True,False,True,True,True,False
T58-161701,SHORT,A,True,False,True,False,True,False,True,True,True,True,False,True
T58-141722,LONG,A,False,False,False,False,False,False,False,False,False,False,False,True
T58-178657,SHORT,A,False,True,True,False,True,False,True,False,True,True,False,True
T58-138485,SHORT,A,True,False,True,False,True,False,True,True,True,False,True,False
T58-124133,SHORT,A,True,False,True,False,True,False,True,True,True,True,True,False
T58-100324,SHORT,A,True,False,True,False,True,True,True,False,True,False,False,True
T58-028404,SHORT,A,False,True,True,True,True,False,True,False,True,False,False,True
T58-046309,LONG,A,True,False,True,True,True,True,True,True,True,True,False,True
T58-131137,SHORT,A,True,False,True,False,True,True,True,True,True,True,False,True
T58-084176,SHORT,A,True,False,True,False,True,False,True,True,True,True,False,True
T58-174455,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-120435,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-092805,LONG,A,False,False,False,False,False,False,False,False,True,True,False,True
T58-061143,SHORT,A,False,True,False,True,False,True,False,True,False,True,False,True
T58-117821,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-058180,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-010654,SHORT,A,True,False,True,True,True,True,True,True,True,True,False,True
T58-133424,SHORT,A,True,True,True,False,True,False,True,True,True,True,False,True
T58-154280,LONG,A,True,True,True,True,True,True,True,False,True,False,True,False
T58-006288,SHORT,A,True,False,True,False,True,False,True,True,True,True,True,False
T58-074477,LONG,A,False,False,True,True,True,True,True,True,True,True,False,True
T58-156316,SHORT,A,False,True,True,False,True,False,True,False,True,False,False,True
T58-052371,SHORT,A,True,False,True,False,True,True,True,True,True,True,True,False
T58-172256,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-201518,LONG,A,True,True,True,False,True,False,True,False,True,False,False,True
T58-198633,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-079256,LONG,A,True,False,True,False,True,True,True,False,True,False,False,True
T58-064917,SHORT,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-015164,SHORT,A,True,True,True,True,True,True,True,False,True,False,False,True
T58-209356,SHORT,A,True,False,True,False,True,True,True,True,True,True,False,True
T58-114974,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-024951,SHORT,A,True,False,True,False,True,False,True,True,True,False,False,True
T58-100515,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-044964,SHORT,A,True,True,True,False,True,False,True,False,True,False,False,True
T58-077483,SHORT,A,True,True,True,True,True,True,True,True,True,False,False,True
T58-129323,LONG,A,True,True,True,False,True,False,True,False,True,False,True,False
T58-020658,SHORT,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-221624,LONG,A,False,False,False,False,False,False,False,False,True,True,False,True
T58-009977,LONG,A,False,False,False,False,False,False,True,False,True,False,False,True
T58-039831,LONG,A,True,False,True,False,True,True,True,False,True,False,False,True
T58-024271,SHORT,A,False,True,True,False,True,True,True,True,True,True,False,True
T58-201355,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-174664,SHORT,A,True,False,True,True,True,True,True,True,True,True,False,True
T58-005003,LONG,A,False,False,False,False,False,False,True,False,True,False,False,True
T58-179974,SHORT,A,False,True,False,True,False,True,False,True,True,False,False,True
T58-001070,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-099048,SHORT,A,True,False,True,False,True,False,True,True,True,False,True,False
T58-123265,LONG,A,False,False,False,False,False,False,False,False,True,True,False,True
T58-117951,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-193927,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-188784,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-112375,SHORT,A,True,False,True,False,True,False,True,False,True,True,False,True
T58-144818,LONG,A,True,False,True,True,True,True,True,False,True,False,False,True
T58-060591,SHORT,A,True,False,True,False,True,False,True,True,True,True,True,False
T58-004023,SHORT,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-141076,LONG,A,True,True,True,True,True,True,True,True,True,False,True,False
T58-112606,SHORT,A,False,True,False,True,False,True,False,True,True,True,False,True
T58-143279,LONG,A,False,False,False,False,False,False,True,False,True,True,False,True
T58-178152,SHORT,A,True,False,True,True,True,True,True,True,True,True,False,True
T58-160891,SHORT,A,False,True,False,True,False,True,False,True,False,True,False,True
T58-181479,SHORT,A,False,False,False,True,False,True,False,True,False,True,False,True
T58-102225,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-001561,LONG,A,False,False,False,False,False,False,False,False,True,True,False,True
T58-127941,SHORT,A,True,False,True,False,True,False,True,False,True,True,True,False
T58-168123,SHORT,A,True,False,True,False,True,False,True,False,True,True,True,False
T58-023340,SHORT,A,True,False,True,False,True,True,True,True,True,True,True,False
T58-186041,SHORT,A,False,True,True,False,True,False,True,True,True,True,False,True
T58-112253,LONG,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-129765,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-127536,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-101446,SHORT,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-089105,LONG,A,True,True,True,False,True,True,True,False,True,False,False,True
T58-009361,SHORT,A,True,False,True,True,True,True,True,True,True,True,False,True
T58-136316,SHORT,A,True,False,True,False,True,False,True,True,True,False,True,False
T58-080342,SHORT,A,True,True,True,True,True,True,True,True,True,True,False,True
T58-013865,SHORT,A,True,True,True,True,True,True,True,False,True,True,False,True
T58-008115,SHORT,A,True,True,True,True,True,True,True,False,True,False,False,True
T58-065925,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-177589,LONG,A,True,False,True,False,True,False,True,False,True,True,False,True
T58-121479,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-034318,LONG,A,False,False,True,True,True,True,True,False,True,False,False,True
T58-174045,SHORT,A,False,True,True,False,True,False,True,False,True,False,False,True
T58-123513,SHORT,A,True,False,True,False,True,False,True,False,True,True,True,False
T58-158132,LONG,A,False,False,False,False,False,False,False,False,False,False,False,True
T58-106387,SHORT,A,True,False,True,True,True,True,True,True,True,False,False,True
T58-119225,LONG,A,False,True,True,False,True,False,True,False,True,False,False,True
T58-133722,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-053648,LONG,A,True,True,True,True,True,False,True,False,True,True,False,True
T58-164664,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-068742,LONG,A,True,True,True,False,True,False,True,False,True,False,True,False
T58-134810,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-180009,SHORT,A,True,False,True,False,True,False,True,True,True,False,False,True
T58-077076,LONG,A,True,False,True,False,True,False,True,False,True,False,False,True
T58-002802,LONG,A,False,False,False,False,False,False,False,False,True,False,False,True
T58-095561,LONG,A,True,True,True,True,True,True,True,False,True,False,True,False
T58-066048,SHORT,A,True,False,True,False,True,False,True,True,True,True,True,False
T58-138116,LONG,A,False,False,True,False,True,False,True,False,True,False,False,True
T58-168190,LONG,A,True,True,True,True,True,False,True,False,True,False,True,False
T58-049846,SHORT,A,False,True,False,True,False,True,True,False,True,False,False,True
T58-033739,SHORT,A,True,True,True,True,True,True,True,False,True,False,False,True
T58-071938,SHORT,A,False,True,True,False,True,False,True,False,True,False,False,True
T58-054342,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-062164,LONG,A,False,False,True,True,True,False,True,False,True,False,False,True
T58-198572,SHORT,A,True,False,True,False,True,False,True,False,True,False,True,False
T58-144565,LONG,A,False,False,False,False,True,True,True,True,True,True,False,True
T58-052524,SHORT,A,False,True,False,True,False,True,True,False,True,False,False,True
T58-029808,LONG,A,True,False,True,True,True,True,True,False,True,True,True,False
T58-135930,LONG,A,True,True,True,True,True,True,True,True,True,False,True,False
T58-134800,LONG,A,False,False,False,False,False,False,False,False,True,False,False,True
T58-211316,LONG,A,True,True,True,True,True,True,True,False,True,False,False,True
T58-099126,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-093884,LONG,A,False,False,False,False,True,True,True,False,True,False,False,True
T58-222040,LONG,A,True,False,True,True,True,True,True,True,True,True,False,True
T58-121116,SHORT,A,False,False,True,False,True,False,True,False,True,False,False,True
T58-073165,LONG,A,True,True,True,True,True,True,True,True,True,True,True,False
T58-176522,LONG,A,True,False,True,True,True,True,True,False,True,False,True,False
T58-182131,LONG,A,True,False,True,True,True,False,True,True,True,True,False,True
T58-199001,LONG,A,False,False,False,False,True,True,True,True,True,True,False,True
