trade_sequence,best_family_cumulative_net_R,complement_cumulative_net_R,long_cumulative_net_R,short_cumulative_net_R
550,,-45.01255697936765,,
551,,-43.209320825029444,,
552,,-43.46791039234275,,
553,,-44.49601332773547,,
554,,-42.51213553247155,,
555,,-43.543011483710025,,
556,,-44.578871379289495,,
557,,-43.93165827615057,,
558,,-44.938957336758044,,
559,,-45.94634777905315,,
560,,-46.9555226205528,,
561,,-47.97976697970456,,
562,,-48.64132828279909,,
563,,-49.67877462126908,,
564,,-50.70536575959644,,
565,,-51.720171422838575,,
566,,-49.74204976544645,,
567,,-50.75328653812847,,
568,,-51.80336397384402,,
569,,-49.85270210076618,,
570,,-50.33927227274033,,
571,,-51.36077975828222,,
572,,-49.38184359160809,,
573,,-47.400157375826076,,
574,,-48.44502782816457,,
575,,-46.473498282310224,,
576,,-47.491322722093905,,
577,,-45.75919435398989,,
578,,-46.809914749426454,,
579,,-47.85045490286115,,
580,,-48.86674068408198,,
581,,-47.7570454319462,,
582,,-48.76438383521601,,
583,,-48.66700484968808,,
584,,-47.27546828533132,,
585,,-45.29343175798594,,
586,,-44.716382607912486,,
587,,-42.739195986514446,,
588,,-43.75381397455232,,
589,,-43.07875101149974,,
590,,-41.768148249871814,,
591,,-42.33253094937672,,
592,,-43.343819307358324,,
593,,-44.35887135706817,,
594,,-42.62080143031365,,
595,,-42.85727721609346,,
596,,-43.87961259530349,,
597,,-44.89059327752076,,
598,,-44.406295675997036,,
599,,-43.84569350720607,,
600,,-41.86105500985106,,
601,,-41.21200433909868,,
602,,-39.261190293471884,,
603,,-40.27961221356584,,
604,,-38.30108231673768,,
605,,-39.3149846171663,,
606,,-38.668808801365614,,
607,,-39.69317843269755,,
608,,-38.443113290056765,,
609,,-36.45996497163303,,
610,,-34.47239398391393,,
611,,-35.487827284386185,,
612,,-34.47464857699832,,
613,,-35.49867342015779,,
614,,-34.71046131379956,,
615,,-34.35935106956364,,
616,,-35.400972885787695,,
617,,-36.42370341949806,,
618,,-37.436981184889945,,
619,,-37.37220969978727,,
620,,-35.41702934057674,,
621,,-35.19761055575734,,
622,,-34.914870695681415,,
623,,-35.513660212371136,,
624,,-36.57057170672513,,
625,,-37.60534353949419,,
626,,-38.623208665722046,,
627,,-39.639736578056336,,
628,,-40.66134030644096,,
629,,-40.07775031643592,,
630,,-41.10406194687472,,
631,,-42.12726715370759,,
632,,-43.15226712662539,,
633,,-44.184690802826545,,
634,,-43.96074800120164,,
635,,-42.40158745492692,,
636,,-43.42894912720007,,
637,,-41.46570404706938,,
638,,-41.23546768101296,,
639,,-41.22811028634859,,
640,,-42.23973555808699,,
641,,-43.24664944430605,,
642,,-43.933483541607444,,
643,,-42.277583539342906,,
644,,-43.29634682947609,,
645,,-44.313231315117164,,
646,,-44.647510373117285,,
647,,-45.66720407896417,,
648,,-44.82061293654284,,
649,,-42.83962329815353,,
650,,-41.539541164076574,,
651,,-41.458869543150314,,
652,,-39.48147685095525,,
653,,-40.51022196044292,,
654,,-39.994183928876154,,
655,,-41.00592446104889,,
656,,-41.12743923376651,,
657,,-42.13770630093845,,
658,,-43.14678741556882,,
659,,-44.16254210798293,,
660,,-44.161441078357974,,
661,,-42.177627430434384,,
662,,-43.19715604440898,,
663,,-44.222968551518136,,
664,,-45.22950953738323,,
665,,-46.23404057659904,,
666,,-47.249994104100715,,
667,,-46.67471044092016,,
668,,-46.4664442970515,,
669,,-45.393252812967944,,
670,,-45.614073316292355,,
671,,-46.62627893164727,,
672,,-47.640079988600505,,
673,,-48.65420034450957,,
674,,-48.05425301553889,,
