direction,outcome,net_R,location_score,direction_score,reaction_score,15m_state
SHORT,LOSER,-1.116666666666657,3,1,1,NEUTRAL
SHORT,LOSER,-1.2864197530864199,2,3,1,BEARISH
LONG,WINNER,2.2493827160495177,2,3,1,BULLISH
SHORT,WINNER,2.257249626308049,1,4,2,BEARISH
SHORT,WINNER,2.278142076502838,2,3,2,BEARISH
SHORT,LOSER,-1.0650641025640935,2,3,1,BEARISH
LONG,WINNER,2.419324391455553,0,3,2,BULLISH
SHORT,WINNER,2.4248148148148267,2,4,1,BEARISH
LONG,WINNER,2.4273378076062566,3,1,2,NEUTRAL
SHORT,WINNER,2.3865129280223343,2,4,3,BEARISH
LONG,WINNER,2.3626057529610964,2,4,1,BULLISH
SHORT,LOSER,-1.1074074074074074,1,3,3,BEARISH
LONG,WINNER,2.349629629629597,1,2,2,BULLISH
SHORT,LOSER,-1.1495395948434783,3,1,1,NEUTRAL
LONG,LOSER,-1.156908212560369,1,4,2,BULLISH
SHORT,LOSER,-1.3222222222222222,1,1,2,NEUTRAL
LONG,LOSER,-1.5758865248231704,1,2,2,NEUTRAL
LONG,WINNER,2.1852713178295993,2,4,2,BULLISH
LONG,LOSER,-1.3922705314010764,2,1,2,TRANSITION
SHORT,LOSER,-1.370776255707467,2,4,1,BEARISH
SHORT,WINNER,2.222393162393328,2,4,1,BEARISH
SHORT,WINNER,2.2397435897435414,2,2,1,TRANSITION
SHORT,LOSER,-1.2776068376066718,2,2,1,NEUTRAL
LONG,LOSER,-1.307575757575961,2,1,2,BEARISH
SHORT,LOSER,-1.2706666666665616,1,3,2,BEARISH
SHORT,WINNER,2.1240740740742767,2,1,2,TRANSITION
LONG,WINNER,2.0898989898993516,2,3,3,BULLISH
SHORT,WINNER,2.2799457994578907,1,3,3,BEARISH
LONG,LOSER,-1.3584988962470563,1,2,1,BULLISH
SHORT,WINNER,2.215087719298071,0,4,2,BEARISH
LONG,LOSER,-1.3241516966065605,1,2,2,BULLISH
LONG,WINNER,1.9893081761000682,0,4,2,BULLISH
LONG,LOSER,-1.2627831715211346,1,2,2,TRANSITION
SHORT,LOSER,-1.2974358974358975,2,1,2,NEUTRAL
LONG,WINNER,2.2359349593496436,2,4,1,BULLISH
SHORT,WINNER,2.2995061728395636,1,2,2,BEARISH
LONG,WINNER,2.333946830265888,1,2,1,NEUTRAL
LONG,WINNER,2.2825970548862795,1,2,2,BULLISH
SHORT,LOSER,-1.219163292847469,1,1,3,BULLISH
LONG,LOSER,-1.060755705200147,1,2,2,NEUTRAL
SHORT,LOSER,-1.0724676483712665,2,4,2,BEARISH
SHORT,LOSER,-1.081772406847926,1,4,3,BEARISH
SHORT,LOSER,-1.0973621103117641,2,4,1,BEARISH
LONG,WINNER,2.383333333333343,0,3,2,BULLISH
SHORT,WINNER,2.4012165450121725,1,4,3,BEARISH
SHORT,LOSER,-1.1011838006230676,2,4,2,BEARISH
LONG,LOSER,-1.1238749046529586,1,3,2,BULLISH
SHORT,WINNER,2.1366890380314145,1,3,2,BEARISH
LONG,WINNER,2.146187363834692,2,2,1,NEUTRAL
SHORT,LOSER,-1.1261849261849148,2,1,1,TRANSITION
SHORT,WINNER,2.2799457994578907,2,4,1,BEARISH
LONG,LOSER,-1.216533333333367,1,1,3,BEARISH
SHORT,LOSER,-1.1828828828828588,0,4,2,BEARISH
LONG,LOSER,-1.1866666666667167,2,1,2,NEUTRAL
SHORT,WINNER,2.3303030303030714,1,4,1,BEARISH
LONG,LOSER,-1.3241516966065605,2,3,2,BULLISH
SHORT,WINNER,2.3264957264957697,1,4,1,BEARISH
SHORT,LOSER,-1.2218579234971618,2,2,3,TRANSITION
SHORT,WINNER,2.192424242424039,2,2,3,TRANSITION
SHORT,WINNER,2.274444444444481,2,2,2,NEUTRAL
LONG,WINNER,2.352094717668504,0,4,2,BULLISH
SHORT,WINNER,2.3407843137255266,1,3,2,BEARISH
LONG,LOSER,-1.1161659513590652,1,4,2,BULLISH
SHORT,LOSER,-1.307575757575961,1,1,2,NEUTRAL
LONG,WINNER,2.227973199329877,2,2,1,TRANSITION
SHORT,LOSER,-1.194026284348784,2,3,2,BEARISH
LONG,LOSER,-1.171851851851852,2,3,3,BULLISH
SHORT,LOSER,-1.0775549188156681,0,4,3,BEARISH
SHORT,WINNER,2.4498300895891205,1,4,1,BEARISH
LONG,WINNER,2.443137254901961,0,4,2,BULLISH
SHORT,LOSER,-1.0635367762128354,1,2,2,NEUTRAL
LONG,WINNER,2.433086114544712,2,2,2,BULLISH
LONG,LOSER,-1.0705780095610533,2,2,2,BEARISH
SHORT,LOSER,-1.0652208835341304,2,1,2,NEUTRAL
LONG,WINNER,2.421772639691728,1,4,2,BULLISH
LONG,WINNER,2.4271422162404552,1,2,2,NEUTRAL
SHORT,LOSER,-1.209009009009009,0,4,2,BEARISH
LONG,LOSER,-1.3951338199511143,2,1,1,NEUTRAL
LONG,LOSER,-1.1816554809842927,1,2,2,NEUTRAL
SHORT,LOSER,-1.163544813695852,0,2,2,NEUTRAL
SHORT,LOSER,-1.279037800687341,0,4,2,BEARISH
SHORT,WINNER,2.349210770659255,0,4,2,BEARISH
SHORT,WINNER,2.287712418300589,1,3,2,BEARISH
SHORT,LOSER,-1.115669515669487,1,4,3,BEARISH
LONG,WINNER,2.305973715651216,1,3,2,BULLISH
SHORT,LOSER,-1.2374269005847145,0,2,3,BULLISH
SHORT,WINNER,2.163768115942029,2,2,1,NEUTRAL
LONG,LOSER,-1.2894830659537142,1,2,2,BULLISH
SHORT,LOSER,-1.1912838633687215,0,3,2,BEARISH
SHORT,WINNER,2.268660968660892,1,4,1,BEARISH
LONG,LOSER,-1.1835028248588295,2,3,2,BULLISH
SHORT,LOSER,-1.219163292847469,1,2,2,BULLISH
LONG,LOSER,-1.1751887810140897,0,2,2,TRANSITION
SHORT,WINNER,2.333946830265888,1,2,2,TRANSITION
SHORT,WINNER,2.303151515151543,2,2,1,NEUTRAL
LONG,WINNER,2.290990990990991,2,1,1,NEUTRAL
SHORT,LOSER,-1.1516339869281045,1,4,3,BEARISH
LONG,WINNER,2.3752688172043013,1,4,2,BULLISH
SHORT,LOSER,-1.0430997876857777,3,2,1,BULLISH
LONG,WINNER,2.4624334952579257,0,3,2,BULLISH
SHORT,WINNER,2.428489652135612,1,3,2,BEARISH
LONG,LOSER,-1.0594218807171683,3,0,2,BEARISH
SHORT,WINNER,2.428014184397156,0,4,2,BEARISH
SHORT,WINNER,2.4215458937198155,0,4,2,BEARISH
LONG,LOSER,-1.0922203293583008,1,3,3,BULLISH
SHORT,LOSER,-1.1015634771732554,0,2,2,NEUTRAL
LONG,LOSER,-1.0909803921568628,0,2,2,TRANSITION
SHORT,LOSER,-1.1197640117993894,1,3,2,BEARISH
SHORT,LOSER,-1.076351669017391,1,3,2,BEARISH
LONG,LOSER,-1.3383333333330871,0,2,2,NEUTRAL
LONG,WINNER,2.3066666666666666,2,4,2,BULLISH
LONG,LOSER,-1.334156378601063,0,4,2,BULLISH
SHORT,WINNER,2.385067232837943,2,4,1,BEARISH
SHORT,WINNER,2.272549019607843,3,4,0,BEARISH
SHORT,LOSER,-1.1729499467518851,2,1,3,TRANSITION
LONG,WINNER,2.229333333333438,2,4,1,BULLISH
SHORT,WINNER,2.1975791433893304,1,2,3,NEUTRAL
SHORT,LOSER,-1.3922705314010764,1,4,3,BEARISH
SHORT,WINNER,2.220962199312659,2,3,1,BEARISH
LONG,LOSER,-1.1786578657865558,0,3,3,BULLISH
LONG,LOSER,-1.1816554809842927,1,3,3,BULLISH
SHORT,LOSER,-1.1947242206235285,1,2,2,BULLISH
LONG,LOSER,-1.1906103286384455,2,1,2,BEARISH
SHORT,LOSER,-1.1620758483034122,2,2,3,BEARISH
LONG,WINNER,2.337924151696588,2,1,2,NEUTRAL
LONG,WINNER,2.4752250190694114,1,3,2,BULLISH
LONG,WINNER,2.4728926723418465,2,3,2,BULLISH
SHORT,WINNER,2.4178553363682203,1,4,2,BEARISH
LONG,WINNER,2.4033333333333333,0,3,2,BULLISH
SHORT,LOSER,-1.1310734463276837,1,2,1,TRANSITION
SHORT,LOSER,-1.0936562860438168,2,3,1,BEARISH
LONG,WINNER,2.4144813059504897,1,2,3,NEUTRAL
LONG,LOSER,-1.334156378601063,2,3,2,BULLISH
LONG,LOSER,-1.2483180428135883,1,1,2,NEUTRAL
SHORT,LOSER,-1.1041025641025564,1,3,2,BEARISH
SHORT,LOSER,-1.1810479375697003,1,4,2,BEARISH
SHORT,LOSER,-1.189941520467862,2,1,2,NEUTRAL
LONG,WINNER,2.339366963402516,2,1,2,TRANSITION
SHORT,WINNER,2.3676446617766658,2,1,2,BULLISH
SHORT,LOSER,-1.2353623188404605,1,3,1,BEARISH
SHORT,LOSER,-1.2894830659537142,0,3,3,BEARISH
LONG,LOSER,-1.2517829457364795,1,4,2,BULLISH
LONG,LOSER,-1.2894830659537142,1,3,3,BULLISH
SHORT,LOSER,-1.2693200663350437,1,4,2,BEARISH
SHORT,LOSER,-1.3470085470084607,2,2,2,BULLISH
LONG,WINNER,2.1048661800488855,1,3,2,BULLISH
SHORT,LOSER,-1.4921212121213858,1,2,2,NEUTRAL
LONG,LOSER,-1.45875706214644,0,3,2,BULLISH
SHORT,WINNER,2.277229080932749,2,2,1,NEUTRAL
SHORT,LOSER,-1.1982905982905983,1,3,2,BEARISH
SHORT,LOSER,-1.2471841704717979,1,4,3,BEARISH
LONG,WINNER,2.1796844181457358,1,3,1,BULLISH
SHORT,LOSER,-1.2926126126127353,2,2,2,BULLISH
SHORT,LOSER,-1.2693200663350437,2,2,2,TRANSITION
LONG,LOSER,-1.2139657444006255,1,1,2,NEUTRAL
SHORT,LOSER,-1.356140350877284,2,1,1,NEUTRAL
LONG,LOSER,-1.2640650406503564,0,4,2,BULLISH
SHORT,WINNER,2.317117117117141,1,4,2,BEARISH
SHORT,LOSER,-1.1696969696969284,3,0,2,NEUTRAL
LONG,LOSER,-1.2098191214469338,1,2,2,NEUTRAL
LONG,LOSER,-1.0798426745329264,0,4,2,BULLISH
LONG,WINNER,2.336455186304148,2,1,2,NEUTRAL
SHORT,WINNER,2.338888888888889,2,3,1,BEARISH
LONG,LOSER,-1.3280808080806539,2,3,1,BULLISH
SHORT,WINNER,1.9476190476190476,1,4,1,BEARISH
LONG,LOSER,-1.1860252004581406,2,2,1,BULLISH
LONG,WINNER,2.359758203799612,1,3,3,BULLISH
LONG,WINNER,2.297253433208401,1,4,1,BULLISH
SHORT,LOSER,-1.246060606060693,1,2,3,TRANSITION
LONG,LOSER,-1.2693200663350437,3,0,2,BEARISH
SHORT,LOSER,-1.3492473118282193,3,3,1,BEARISH
LONG,LOSER,-1.370776255707467,1,3,2,BULLISH
SHORT,WINNER,1.9987654320984052,2,4,2,BEARISH
LONG,WINNER,2.1699186991868356,2,2,2,TRANSITION
LONG,WINNER,2.215087719298071,0,4,2,BULLISH
LONG,LOSER,-1.3404612159329972,2,4,3,BULLISH
LONG,WINNER,2.188888888889097,2,3,2,BULLISH
SHORT,WINNER,2.2834666666666332,0,4,2,BEARISH
LONG,LOSER,-1.1524882629108149,1,3,2,BULLISH
SHORT,WINNER,2.2735006973499594,2,2,2,TRANSITION
LONG,LOSER,-1.1213751868460493,0,3,2,BULLISH
SHORT,LOSER,-1.2156706507303117,0,3,2,BEARISH
LONG,LOSER,-1.2506172839504823,0,2,2,NEUTRAL
LONG,LOSER,-1.2200542005421096,0,4,2,BULLISH
LONG,LOSER,-1.168639667705027,2,3,2,BULLISH
SHORT,LOSER,-1.0665028665028633,3,1,3,BULLISH
LONG,LOSER,-1.0521013795316048,2,4,1,BULLISH
LONG,LOSER,-1.0870310825294585,0,4,3,BULLISH
SHORT,WINNER,2.323093681917189,2,1,2,NEUTRAL
LONG,LOSER,-1.1520599250935832,2,1,1,TRANSITION
SHORT,WINNER,2.3308333333333127,2,3,2,BEARISH
LONG,LOSER,-1.1388034188034326,2,1,1,TRANSITION
SHORT,WINNER,2.3407843137255266,0,3,2,BEARISH
LONG,WINNER,2.3744006187161864,2,3,1,BULLISH
SHORT,LOSER,-1.1495395948434783,1,3,2,BEARISH
LONG,LOSER,-1.0917514124293726,1,4,2,BULLISH
LONG,WINNER,2.270621468926516,1,1,2,NEUTRAL
SHORT,LOSER,-1.6940170940181298,1,1,2,TRANSITION
LONG,LOSER,-1.4921212121213858,2,2,2,BEARISH
LONG,LOSER,-1.4876876876871763,2,3,2,BULLISH
SHORT,LOSER,-1.3147286821704007,0,3,2,BEARISH
SHORT,LOSER,-1.5359735973601478,1,3,1,BEARISH
LONG,WINNER,1.9893081761000682,2,4,2,BULLISH
LONG,WINNER,1.8555555555555556,1,4,2,BULLISH
SHORT,WINNER,1.8985185185192965,2,2,1,NEUTRAL
LONG,WINNER,1.936111111110883,1,3,2,BULLISH
SHORT,WINNER,1.891760299625203,1,4,1,BEARISH
SHORT,LOSER,-1.436559139785083,2,2,1,BEARISH
LONG,WINNER,2.118779342723109,0,4,2,BULLISH
SHORT,WINNER,2.141501103752944,1,4,2,BEARISH
SHORT,LOSER,-1.2615136876005462,2,2,1,NEUTRAL
LONG,LOSER,-1.4876876876871763,0,3,2,BULLISH
SHORT,LOSER,-1.5468013468019897,1,2,2,BULLISH
LONG,LOSER,-1.3492473118282193,2,3,1,BULLISH
LONG,LOSER,-1.45875706214644,1,4,2,BULLISH
SHORT,WINNER,2.21358024691358,0,3,2,BEARISH
SHORT,LOSER,-1.135672514619883,0,3,2,BEARISH
SHORT,LOSER,-1.1463063063062602,1,1,2,NEUTRAL
LONG,LOSER,-1.1520599250935832,1,2,2,NEUTRAL
LONG,WINNER,2.3897488119483783,1,2,2,TRANSITION
LONG,WINNER,2.3195555555556258,1,3,2,BULLISH
SHORT,LOSER,-1.2517829457364795,0,2,2,TRANSITION
SHORT,WINNER,2.4356321839080373,1,4,2,BEARISH
SHORT,LOSER,-1.088165038002177,2,4,3,BEARISH
LONG,LOSER,-1.1873125720876334,0,3,2,BULLISH
SHORT,LOSER,-1.1866666666667167,2,2,2,NEUTRAL
SHORT,LOSER,-1.1853881278539058,2,2,2,NEUTRAL
LONG,WINNER,2.278142076502838,1,3,1,BULLISH
LONG,LOSER,-1.3041198501873985,1,3,3,BULLISH
SHORT,LOSER,-1.4833333333333334,1,2,3,TRANSITION
LONG,LOSER,-1.2553459119496388,1,4,1,BULLISH
SHORT,LOSER,-1.3922705314010764,1,1,2,NEUTRAL
LONG,LOSER,-1.3980392156865016,1,2,2,NEUTRAL
SHORT,WINNER,2.0737532808395045,1,3,2,BEARISH
LONG,LOSER,-1.3515151515151516,2,1,2,BEARISH
SHORT,LOSER,-1.381220657276891,1,4,2,BEARISH
LONG,LOSER,-1.311111111110903,1,1,2,TRANSITION
LONG,WINNER,2.2885416666667306,1,3,2,BULLISH
SHORT,LOSER,-1.2148148148148148,1,1,2,NEUTRAL
LONG,LOSER,-1.246060606060693,1,2,3,BEARISH
SHORT,LOSER,-1.2958105646632119,2,2,2,BEARISH
LONG,LOSER,-1.2894830659537142,1,3,3,BULLISH
SHORT,WINNER,2.2925925925926234,1,4,3,BEARISH
LONG,LOSER,-1.1029150823827858,1,3,2,BULLISH
LONG,LOSER,-1.0340033500837538,2,4,2,BULLISH
SHORT,WINNER,2.405855072463749,1,2,2,TRANSITION
LONG,LOSER,-1.0700301854247591,3,1,2,BEARISH
SHORT,LOSER,-1.0903728436282576,2,4,2,BEARISH
LONG,WINNER,2.3972802024035498,3,4,1,BULLISH
LONG,WINNER,2.368608414239519,2,4,3,BULLISH
LONG,WINNER,2.334454638124343,0,4,2,BULLISH
LONG,LOSER,-1.1982905982905983,1,2,2,NEUTRAL
SHORT,WINNER,2.274444444444481,2,3,2,BEARISH
LONG,WINNER,2.3152445961320414,2,2,1,TRANSITION
SHORT,WINNER,2.3946822308689852,1,3,1,BEARISH
SHORT,WINNER,2.294949494949465,1,3,1,BEARISH
LONG,LOSER,-1.287943262411169,0,3,2,BULLISH
SHORT,LOSER,-1.259011164274178,2,4,1,BEARISH
LONG,LOSER,-1.2776068376066718,1,4,2,BULLISH
SHORT,LOSER,-1.407017543859649,2,2,2,BEARISH
LONG,LOSER,-1.336231884057971,1,2,2,BEARISH
SHORT,LOSER,-1.2834205933681797,0,4,2,BEARISH
SHORT,WINNER,1.9531986531980103,2,2,1,BULLISH
SHORT,WINNER,1.891760299625203,1,4,2,BEARISH
SHORT,LOSER,-1.6368627450989115,2,3,3,BEARISH
SHORT,WINNER,2.1958801498126013,2,2,2,BULLISH
LONG,LOSER,-1.2553459119496388,2,3,2,BULLISH
SHORT,LOSER,-1.2577777777777777,2,4,2,BEARISH
LONG,WINNER,2.2636098981076747,2,2,2,NEUTRAL
SHORT,WINNER,2.255052790346994,2,2,2,BEARISH
SHORT,LOSER,-1.219163292847469,2,3,2,BEARISH
LONG,WINNER,2.321929824561358,3,0,2,TRANSITION
SHORT,LOSER,-1.2483180428135883,0,4,2,BEARISH
LONG,LOSER,-1.1798449612403101,1,4,2,BULLISH
SHORT,LOSER,-1.2264993026500406,2,3,1,BEARISH
LONG,LOSER,-1.0853838065194428,2,3,1,BULLISH
SHORT,WINNER,2.434700442299954,1,4,1,BEARISH
SHORT,LOSER,-1.0816490698843688,1,2,2,BULLISH
LONG,LOSER,-1.0944735311227265,1,3,2,BULLISH
SHORT,WINNER,2.4140740740740743,2,4,1,BEARISH
LONG,WINNER,2.39529335912317,1,2,2,NEUTRAL
SHORT,LOSER,-1.1120772946859903,2,4,3,BEARISH
LONG,WINNER,2.3590277777778206,2,1,2,NEUTRAL
LONG,LOSER,-1.1273725490196194,3,3,1,BULLISH
SHORT,LOSER,-1.118974358974359,2,1,1,NEUTRAL
LONG,LOSER,-1.0514575411913796,2,3,3,BULLISH
SHORT,WINNER,2.083589743589992,2,4,2,BEARISH
LONG,LOSER,-1.1301282051282293,0,4,2,BULLISH
LONG,WINNER,2.1958801498126013,0,4,2,BULLISH
LONG,LOSER,-1.336231884057971,1,3,2,BULLISH
SHORT,LOSER,-1.291039426523176,1,1,2,NEUTRAL
LONG,LOSER,-1.336231884057971,2,2,3,BEARISH
SHORT,LOSER,-1.3041198501873985,2,3,2,BEARISH
LONG,LOSER,-1.1926453143535791,1,2,2,NEUTRAL
SHORT,WINNER,2.3407843137255266,1,3,2,BEARISH
SHORT,LOSER,-1.1886178861788619,1,4,2,BEARISH
LONG,WINNER,2.3052757793764718,2,3,1,BULLISH
SHORT,WINNER,2.331360332294973,2,3,2,BEARISH
LONG,WINNER,2.3575438596491374,1,4,3,BULLISH
LONG,WINNER,2.3544802867383057,2,4,2,BULLISH
LONG,LOSER,-1.1853881278539058,0,4,3,BULLISH
LONG,WINNER,2.3236699239957237,1,4,2,BULLISH
LONG,LOSER,-1.336231884057971,2,4,1,BULLISH
LONG,LOSER,-1.311111111110903,2,3,1,BULLISH
SHORT,LOSER,-1.2517829457364795,1,4,2,BEARISH
SHORT,LOSER,-1.2577777777777777,2,1,2,NEUTRAL
LONG,WINNER,2.141501103752944,1,3,2,BULLISH
SHORT,LOSER,-1.311111111110903,0,2,3,BULLISH
LONG,LOSER,-1.287943262411169,0,3,2,BULLISH
SHORT,LOSER,-1.2819444444445585,1,2,3,BULLISH
LONG,LOSER,-1.326104417670759,0,4,2,BULLISH
LONG,WINNER,2.2646376811595395,2,2,2,NEUTRAL
SHORT,WINNER,2.0737532808395045,1,2,2,BEARISH
LONG,LOSER,-1.3682539682539683,1,4,2,BULLISH
SHORT,WINNER,2.3183445190157075,2,1,2,NEUTRAL
SHORT,LOSER,-1.1524882629108149,0,3,2,BEARISH
LONG,LOSER,-1.2776068376066718,1,2,1,TRANSITION
SHORT,LOSER,-1.2653594771243344,0,4,3,BEARISH
LONG,LOSER,-1.2438438438438864,1,4,1,BULLISH
LONG,LOSER,-1.4009876543208724,1,4,2,BULLISH
LONG,WINNER,1.8705426356591988,0,4,2,BULLISH
SHORT,LOSER,-1.2926126126127353,1,3,2,BEARISH
SHORT,WINNER,2.2980099502487854,2,3,2,BEARISH
LONG,WINNER,2.303151515151543,2,3,2,BULLISH
SHORT,LOSER,-1.21312335958002,1,2,2,BULLISH
LONG,WINNER,2.252815829528202,2,2,1,BULLISH
SHORT,WINNER,2.384082798001418,0,4,2,BEARISH
LONG,LOSER,-1.1455197132616943,0,3,2,BULLISH
SHORT,WINNER,2.285185185185185,1,2,2,TRANSITION
SHORT,WINNER,2.3133333333332833,1,4,2,BEARISH
SHORT,LOSER,-1.1161659513590652,2,4,1,BEARISH
LONG,LOSER,-1.04144971924451,2,1,2,BULLISH
SHORT,WINNER,2.4453750420450766,0,2,2,NEUTRAL
LONG,LOSER,-1.0766761095372868,1,4,2,BULLISH
LONG,LOSER,-1.1620758483034122,2,2,2,BEARISH
SHORT,LOSER,-1.199753997540004,1,3,1,BEARISH
LONG,LOSER,-1.2834205933681797,1,2,3,BEARISH
SHORT,LOSER,-1.2156706507303117,1,2,1,BEARISH
LONG,LOSER,-1.2284106891700706,1,2,1,NEUTRAL
SHORT,WINNER,2.268660968660892,1,3,1,BEARISH
SHORT,LOSER,-1.326104417670759,1,2,1,TRANSITION
LONG,LOSER,-1.3922705314010764,1,2,2,NEUTRAL
SHORT,WINNER,2.2646376811595395,1,4,2,BEARISH
LONG,LOSER,-1.3007407407408056,2,2,1,NEUTRAL
SHORT,WINNER,2.052617079889951,1,3,1,BEARISH
LONG,LOSER,-1.1691666666666871,2,2,1,TRANSITION
SHORT,WINNER,2.2025641025641027,1,4,2,BEARISH
LONG,WINNER,2.2987608426269555,1,4,2,BULLISH
LONG,WINNER,2.3865129280223343,1,1,3,NEUTRAL
SHORT,LOSER,-1.1495395948434783,0,2,2,NEUTRAL
LONG,LOSER,-1.2363901018923253,2,3,1,BULLISH
LONG,WINNER,2.2825970548862795,2,3,2,BULLISH
LONG,WINNER,2.252815829528202,3,2,0,NEUTRAL
SHORT,LOSER,-1.164040404040462,2,2,2,BEARISH
LONG,LOSER,-1.1377438507209907,2,4,2,BULLISH
SHORT,WINNER,2.334454638124343,2,3,1,BEARISH
SHORT,WINNER,2.3133333333332833,2,0,3,BULLISH
LONG,WINNER,2.365339966832478,0,2,2,BULLISH
SHORT,LOSER,-1.0553510565780526,2,4,1,BEARISH
LONG,LOSER,-1.0445541838134402,2,2,1,BEARISH
SHORT,WINNER,2.382062454611494,1,2,2,BULLISH
SHORT,LOSER,-1.078796700630775,0,4,2,BEARISH
SHORT,LOSER,-1.242750373691951,1,3,1,BEARISH
LONG,WINNER,2.3608397600685795,0,4,2,BULLISH
SHORT,WINNER,2.2615271659323706,1,4,2,BEARISH
LONG,WINNER,2.2434439178513594,3,2,0,NEUTRAL
LONG,LOSER,-1.189941520467862,1,2,2,BEARISH
SHORT,WINNER,2.2306799336649563,0,3,2,BEARISH
SHORT,WINNER,2.192424242424039,1,3,1,BEARISH
SHORT,LOSER,-1.199753997540004,2,4,2,BEARISH
SHORT,WINNER,2.2470404984424595,0,4,2,BEARISH
LONG,WINNER,2.361904761904762,1,4,2,BULLISH
LONG,LOSER,-1.1729499467518851,2,3,1,BULLISH
LONG,LOSER,-1.239528023598779,0,4,2,BULLISH
LONG,WINNER,2.163768115942029,2,2,2,BEARISH
SHORT,LOSER,-1.2384728340676292,1,3,3,BEARISH
LONG,LOSER,-1.2200542005421096,2,2,3,TRANSITION
LONG,LOSER,-1.2679867986797135,1,2,2,NEUTRAL
SHORT,WINNER,2.274444444444481,1,3,1,BEARISH
LONG,LOSER,-1.1804444444443745,2,1,2,BEARISH
SHORT,LOSER,-1.1841269841269841,0,4,2,BEARISH
LONG,WINNER,2.3207505518763107,2,3,1,BULLISH
SHORT,LOSER,-1.1346600331675218,2,2,1,NEUTRAL
SHORT,WINNER,2.3453333333333335,1,4,1,BEARISH
LONG,WINNER,2.43876319758673,2,2,3,NEUTRAL
LONG,LOSER,-1.1273725490196194,1,4,1,BULLISH
SHORT,WINNER,2.3761250953470414,2,4,2,BEARISH
LONG,WINNER,2.3177328843995033,2,4,2,BULLISH
LONG,LOSER,-1.178070175438642,1,4,2,BULLISH
LONG,LOSER,-1.178070175438642,1,4,2,BULLISH
LONG,WINNER,2.116075650117886,2,4,1,BULLISH
LONG,LOSER,-1.2483180428135883,0,4,2,BULLISH
LONG,LOSER,-1.370776255707467,1,4,1,BULLISH
LONG,WINNER,2.1529914529915395,1,2,3,NEUTRAL
SHORT,LOSER,-1.3608888888890756,1,2,2,TRANSITION
LONG,WINNER,1.9744336569577308,2,2,2,NEUTRAL
SHORT,WINNER,1.737558685444759,1,3,2,BEARISH
LONG,LOSER,-1.5205128205122378,2,4,1,BULLISH
LONG,WINNER,2.1484848484848484,2,1,1,NEUTRAL
SHORT,LOSER,-1.381220657276891,1,2,2,TRANSITION
LONG,LOSER,-1.3785547785549839,2,4,2,BULLISH
SHORT,WINNER,2.0703703703703704,1,2,3,BEARISH
LONG,LOSER,-1.3058380414311948,2,3,2,BULLISH
SHORT,LOSER,-1.2974358974358975,2,2,1,BEARISH
LONG,LOSER,-1.1475022706630649,1,2,2,TRANSITION
LONG,WINNER,2.4278222222222112,0,4,2,BULLISH
LONG,LOSER,-1.038860971524288,2,2,2,BULLISH
SHORT,LOSER,-1.0348572655076171,0,3,3,BEARISH
LONG,WINNER,2.447545219638239,0,4,3,BULLISH
SHORT,LOSER,-1.0606196341918575,2,1,3,NEUTRAL
SHORT,LOSER,-1.062726921591345,1,2,2,BULLISH
LONG,WINNER,2.4330033003300264,3,1,1,NEUTRAL
SHORT,WINNER,2.4210884353741497,1,4,2,BEARISH
LONG,WINNER,2.4084038353073765,1,2,1,TRANSITION
SHORT,WINNER,2.416202270381842,2,2,2,BEARISH
LONG,WINNER,2.4232151300236366,2,4,1,BULLISH
LONG,WINNER,2.3948867313916016,2,2,2,TRANSITION
LONG,LOSER,-1.2926126126127353,1,4,1,BULLISH
LONG,WINNER,2.1777777777777776,1,4,2,BULLISH
SHORT,LOSER,-1.2942028985506626,2,1,1,TRANSITION
SHORT,LOSER,-1.4262467191604957,0,4,2,BEARISH
LONG,WINNER,2.222393162393328,1,3,2,BULLISH
LONG,LOSER,-1.2747884940779965,2,2,1,BULLISH
SHORT,LOSER,-1.3383333333330871,2,4,2,BEARISH
LONG,WINNER,2.3324045407636134,0,4,2,BULLISH
SHORT,WINNER,2.2516819571864115,1,2,2,BEARISH
LONG,LOSER,-1.209009009009009,1,2,2,NEUTRAL
LONG,LOSER,-1.3492473118282193,1,4,2,BULLISH
SHORT,LOSER,-1.336231884057971,1,2,2,BEARISH
LONG,LOSER,-1.3280808080806539,2,2,1,BEARISH
LONG,WINNER,2.245852895148577,2,2,2,BEARISH
SHORT,LOSER,-1.2577777777777777,2,2,1,BEARISH
LONG,LOSER,-1.307575757575961,2,3,2,BULLISH
SHORT,WINNER,2.2306799336649563,1,4,1,BEARISH
LONG,WINNER,2.290990990990991,3,3,0,BULLISH
SHORT,LOSER,-1.0805555555555555,1,2,2,BULLISH
LONG,WINNER,2.4289588801399935,1,4,2,BULLISH
LONG,LOSER,-1.107194719471972,3,3,0,BULLISH
LONG,WINNER,2.399380421313529,2,2,2,TRANSITION
SHORT,WINNER,2.382574114244426,0,4,2,BEARISH
SHORT,WINNER,2.3398422090729967,0,4,2,BEARISH
LONG,LOSER,-1.1370464135021368,1,1,3,NEUTRAL
SHORT,WINNER,2.3183445190157075,1,3,2,BEARISH
LONG,WINNER,2.3717219589257623,1,4,2,BULLISH
SHORT,LOSER,-1.1082666666666834,2,1,3,BULLISH
LONG,LOSER,-1.1241590214067168,1,4,2,BULLISH
SHORT,LOSER,-1.4549019607843137,0,3,2,BEARISH
LONG,LOSER,-1.1853881278539058,0,3,2,BULLISH
