direction,outcome,net_R,location_score,direction_score,reaction_score,15m_state
LONG,LOSER,-0.20666666666929245,1,2,2,NEUTRAL
SHORT,WINNER,0.8595959595974063,1,2,2,BEARISH
LONG,LOSER,-2.2888888888888888,2,1,1,NEUTRAL
SHORT,LOSER,-1.7624413145537823,2,2,3,NEUTRAL
LONG,WINNER,1.4173333333337534,2,1,2,NEUTRAL
LONG,LOSER,-3.4606060606038906,1,3,2,BULLISH
SHORT,WINNER,1.5157575757572286,2,2,2,BEARISH
SHORT,LOSER,-1.9842424242427714,0,4,2,BEARISH
LONG,LOSER,-1.189941520467817,2,3,2,BULLISH
SHORT,WINNER,2.245852895148658,1,4,2,BEARISH
SHORT,LOSER,-1.3584988962472175,1,4,2,BEARISH
LONG,WINNER,1.9744336569580772,1,2,2,BEARISH
SHORT,LOSER,-1.6222222222222915,1,2,2,NEUTRAL
LONG,WINNER,1.715458937197847,1,3,2,BULLISH
SHORT,WINNER,1.8316872427984339,1,4,2,BEARISH
LONG,WINNER,2.22797319932997,1,4,2,BULLISH
LONG,LOSER,-1.685232067510801,1,3,1,BULLISH
SHORT,WINNER,1.1796747967473427,1,2,2,TRANSITION
LONG,WINNER,1.6268817204298343,0,3,2,BULLISH
LONG,LOSER,-1.8079601990048582,0,4,2,BULLISH
LONG,LOSER,-3.165333333332493,1,4,1,BULLISH
LONG,LOSER,-2.1517730496446767,1,4,1,BULLISH
LONG,LOSER,-3.577777777777778,0,4,2,BULLISH
SHORT,LOSER,-2.388034188033843,2,2,2,BEARISH
SHORT,LOSER,-4.184313725492013,2,2,2,NEUTRAL
SHORT,LOSER,-1.845833333333077,1,2,2,NEUTRAL
LONG,LOSER,-2.1768115942026505,2,2,2,TRANSITION
LONG,LOSER,-2.0826666666662463,0,4,2,BULLISH
LONG,WINNER,0.8083333333338463,1,4,2,BULLISH
LONG,WINNER,2.267668097281802,0,3,2,BULLISH
LONG,WINNER,2.146187363834378,2,3,2,BULLISH
LONG,WINNER,2.1133333333333333,1,4,3,BULLISH
LONG,LOSER,-1.5580756013746822,1,2,2,NEUTRAL
LONG,LOSER,-1.5580756013746822,1,2,2,NEUTRAL
LONG,WINNER,1.7375586854462177,1,1,2,NEUTRAL
SHORT,LOSER,-1.7217777777774979,2,1,2,BULLISH
SHORT,LOSER,-0.07777777777777795,1,3,1,BEARISH
LONG,WINNER,1.7039215686277918,2,2,1,NEUTRAL
SHORT,LOSER,-1.9333333333338016,1,1,2,NEUTRAL
LONG,LOSER,-1.949707602338858,1,3,2,BULLISH
SHORT,WINNER,0.1463768115912245,2,3,2,BEARISH
LONG,LOSER,-3.165333333332493,2,4,1,BULLISH
SHORT,LOSER,-2.546666666666667,2,4,2,BEARISH
LONG,LOSER,-4.184313725492013,2,3,1,BULLISH
SHORT,LOSER,-0.5074074074057866,1,4,2,BEARISH
LONG,WINNER,0.3346666666675069,2,2,2,BEARISH
LONG,LOSER,-1.9842424242427714,0,4,2,BULLISH
SHORT,LOSER,-0.20666666666929245,2,2,2,BEARISH
LONG,LOSER,-2.104761904761905,2,2,2,NEUTRAL
SHORT,LOSER,-1.7733333333333334,1,3,2,BEARISH
LONG,WINNER,1.1119658119661573,1,3,2,BULLISH
SHORT,LOSER,-2.4245614035091356,1,3,2,BEARISH
LONG,LOSER,-2.6404040404025935,2,2,1,NEUTRAL
SHORT,LOSER,-2.6404040404025935,1,3,2,BEARISH
LONG,WINNER,2.1048661800486896,0,4,2,BULLISH
LONG,LOSER,-1.252959501557621,0,4,2,BULLISH
SHORT,WINNER,2.1187793427229265,1,2,2,NEUTRAL
SHORT,LOSER,-1.4401084010839762,3,1,2,NEUTRAL
SHORT,LOSER,-1.5698245614034505,1,3,1,BEARISH
LONG,WINNER,2.099012345678926,2,2,3,BULLISH
SHORT,LOSER,-1.3812206572770735,1,4,1,BEARISH
LONG,LOSER,-1.5205128205129177,0,4,2,BULLISH
LONG,LOSER,-1.9842424242427714,1,2,2,BEARISH
LONG,LOSER,-4.383333333339488,1,3,3,BULLISH
SHORT,LOSER,-2.0111111111001705,1,3,3,BEARISH
LONG,LOSER,-0.20666666666929245,2,2,1,NEUTRAL
LONG,WINNER,1.3952380952380952,0,3,2,BULLISH
LONG,LOSER,-4.184313725492013,1,3,2,BULLISH
LONG,WINNER,0.4179487179510484,1,4,1,BULLISH
SHORT,LOSER,-4.866666666666667,2,3,2,BEARISH
LONG,LOSER,-0.34912280701317977,2,4,1,BULLISH
SHORT,WINNER,0.5666666666666667,1,3,2,BEARISH
LONG,LOSER,-4.608888888884221,1,1,2,TRANSITION
SHORT,LOSER,-5.5111111111001705,0,2,2,NEUTRAL
LONG,LOSER,-2.6404040404025935,0,4,2,BULLISH
SHORT,LOSER,-0.34912280701317977,1,3,1,BEARISH
LONG,LOSER,-3.577777777777778,2,2,1,BEARISH
SHORT,LOSER,-0.07777777777777795,2,3,2,BEARISH
LONG,WINNER,0.8083333333338463,2,4,3,BULLISH
SHORT,WINNER,2.029275362318801,1,3,2,BEARISH
LONG,LOSER,-1.243843843843812,3,0,2,BEARISH
SHORT,WINNER,2.243443917851524,2,3,3,BEARISH
SHORT,LOSER,-1.6151515151514473,1,4,2,BEARISH
LONG,WINNER,1.847791164658482,1,1,2,NEUTRAL
LONG,LOSER,-2.0410256410258354,1,4,1,BULLISH
SHORT,LOSER,-1.8202020202021407,1,2,2,BULLISH
LONG,WINNER,1.5824858757060638,1,3,1,BULLISH
LONG,WINNER,1.8705426356587016,3,2,1,BEARISH
SHORT,WINNER,1.7969696969696969,2,2,1,BEARISH
LONG,LOSER,-1.4833333333333334,1,2,2,BEARISH
SHORT,WINNER,2.048888888888962,1,2,1,BEARISH
LONG,LOSER,-1.608239700374333,2,4,1,BULLISH
LONG,LOSER,-3.165333333332493,1,2,1,BULLISH
SHORT,WINNER,1.839837398374218,3,3,2,BEARISH
LONG,LOSER,-2.4212121212077813,2,4,1,BULLISH
LONG,WINNER,1.4173333333337534,2,3,1,BULLISH
LONG,LOSER,-1.8328205128208857,0,4,2,BULLISH
LONG,LOSER,-2.9333333333333336,2,2,2,NEUTRAL
SHORT,WINNER,0.24444444444353275,3,1,1,NEUTRAL
LONG,LOSER,-1.3666666666666667,2,2,1,BULLISH
SHORT,LOSER,-4.383333333339488,1,3,2,BEARISH
LONG,LOSER,-3.2555555555564673,2,1,2,TRANSITION
SHORT,LOSER,-3.577777777777778,1,1,3,NEUTRAL
LONG,WINNER,0.5666666666666667,1,4,2,BULLISH
LONG,WINNER,0.039393939396109356,2,3,1,BULLISH
LONG,LOSER,-2.230303030303844,1,4,2,BULLISH
LONG,LOSER,-2.8666666666654175,2,2,1,TRANSITION
LONG,WINNER,1.1796747967473427,1,2,2,TRANSITION
SHORT,LOSER,-2.5921568627460063,0,3,2,BEARISH
SHORT,LOSER,-2.388034188033843,1,4,2,BEARISH
SHORT,WINNER,1.5666666666661984,1,3,1,BEARISH
LONG,WINNER,2.092982456140351,1,3,1,BULLISH
SHORT,WINNER,2.029275362318801,1,4,1,BEARISH
SHORT,WINNER,1.917921146953223,2,2,1,TRANSITION
SHORT,WINNER,2.0562841530054294,3,2,0,NEUTRAL
LONG,LOSER,-1.4229166666667628,0,4,2,BULLISH
SHORT,LOSER,-1.4549019607843137,1,1,2,NEUTRAL
LONG,LOSER,-1.3447983014862208,2,2,1,BEARISH
SHORT,LOSER,-1.7030303030303031,1,3,2,BEARISH
LONG,WINNER,0.7537634408596685,0,2,2,TRANSITION
SHORT,LOSER,-3.577777777777778,1,4,1,BEARISH
LONG,LOSER,-3.004938271606379,1,3,2,BULLISH
SHORT,WINNER,1.8985185185183888,0,3,2,BEARISH
LONG,LOSER,-1.4296296296296296,1,2,2,NEUTRAL
SHORT,WINNER,1.6407407407407408,2,2,2,NEUTRAL
LONG,WINNER,1.2410852713183975,2,2,2,BULLISH
LONG,WINNER,0.9533333333333334,1,3,1,BULLISH
LONG,LOSER,-3.0820512820489516,3,4,2,BULLISH
SHORT,LOSER,-2.8666666666654175,2,3,1,BEARISH
LONG,LOSER,-1.3666666666666667,3,2,1,BULLISH
SHORT,LOSER,-2.4245614035091356,3,1,1,BULLISH
LONG,WINNER,0.5666666666666667,1,2,2,BULLISH
SHORT,WINNER,1.3722222222217664,1,2,1,BEARISH
SHORT,LOSER,-2.1517730496446767,1,3,2,BEARISH
LONG,WINNER,0.7537634408596685,2,2,2,BEARISH
LONG,WINNER,1.269696969696156,1,4,2,BULLISH
SHORT,LOSER,-1.7315315315314357,2,2,2,NEUTRAL
SHORT,WINNER,2.205797101449229,1,3,2,BEARISH
LONG,WINNER,2.194161958568688,1,2,2,NEUTRAL
SHORT,LOSER,-1.3759259259259005,2,2,2,NEUTRAL
LONG,LOSER,-1.336231884057971,2,2,2,BULLISH
SHORT,LOSER,-1.4039800995024292,1,4,3,BEARISH
SHORT,LOSER,-1.3707762557078118,1,2,2,TRANSITION
LONG,WINNER,2.1077294685991164,2,2,1,BULLISH
SHORT,LOSER,-1.608239700374333,0,2,2,NEUTRAL
LONG,LOSER,-1.5758865248227545,2,1,2,NEUTRAL
SHORT,WINNER,2.07375328083996,2,3,1,BEARISH
LONG,WINNER,2.0634408602151564,1,2,2,NEUTRAL
SHORT,LOSER,-1.5012345679012795,1,2,2,BEARISH
LONG,WINNER,2.2346405228758424,0,4,2,BULLISH
LONG,LOSER,-2.8666666666654175,2,2,2,NEUTRAL
SHORT,LOSER,-0.34912280701317977,1,3,1,BEARISH
LONG,LOSER,-4.007407407405786,0,4,2,BULLISH
LONG,LOSER,-0.20666666666929245,2,3,1,BULLISH
SHORT,WINNER,0.49506172839362117,1,2,2,BEARISH
LONG,WINNER,0.6333333333345823,2,3,3,BULLISH
SHORT,LOSER,-3.2555555555564673,2,4,1,BEARISH
LONG,LOSER,-5.5111111111001705,2,2,1,BEARISH
LONG,LOSER,-4.266666666650256,2,3,2,BULLISH
LONG,LOSER,-2.4212121212077813,2,3,1,BULLISH
SHORT,LOSER,-3.2555555555564673,1,1,2,NEUTRAL
LONG,WINNER,0.49506172839362117,1,3,1,BULLISH
SHORT,LOSER,-3.8491228070131798,1,3,1,BEARISH
LONG,LOSER,-4.608888888884221,0,4,2,BULLISH
SHORT,LOSER,-0.07777777777777795,1,1,2,TRANSITION
LONG,WINNER,1.4173333333337534,2,4,2,BULLISH
SHORT,LOSER,-1.6294573643412984,3,0,2,TRANSITION
LONG,LOSER,-1.8592592592592592,1,2,2,BEARISH
SHORT,LOSER,-1.5884057971013252,1,3,3,BEARISH
LONG,WINNER,2.2265993265992865,0,1,3,NEUTRAL
SHORT,LOSER,-1.3024208566107842,2,4,2,BEARISH
LONG,LOSER,-1.3024208566107842,1,3,3,BULLISH
LONG,LOSER,-1.6222222222222915,0,3,2,BULLISH
LONG,WINNER,1.5666666666661984,1,3,2,BULLISH
LONG,WINNER,1.6797979797978593,1,4,1,BULLISH
LONG,WINNER,1.814767932489199,2,1,2,NEUTRAL
SHORT,WINNER,1.7039215686277918,1,3,1,BEARISH
LONG,WINNER,1.9115942028986748,1,2,2,BULLISH
SHORT,LOSER,-2.002469135801929,1,3,2,BEARISH
LONG,WINNER,1.7584474885843764,3,3,0,BULLISH
SHORT,WINNER,0.49506172839362117,1,2,2,NEUTRAL
LONG,WINNER,1.5666666666661984,0,2,2,NEUTRAL
SHORT,WINNER,1.7684684684685643,2,1,2,TRANSITION
SHORT,LOSER,-2.230303030303844,2,1,2,NEUTRAL
LONG,WINNER,1.6920398009951418,2,4,1,BULLISH
SHORT,LOSER,-1.845833333333077,2,1,1,NEUTRAL
LONG,WINNER,1.1119658119661573,2,1,1,NEUTRAL
LONG,WINNER,1.1796747967473427,3,2,0,BULLISH
SHORT,LOSER,-1.9333333333338016,1,3,3,BEARISH
SHORT,LOSER,-2.6404040404025935,2,1,3,BULLISH
LONG,WINNER,1.7266666666666666,2,1,2,NEUTRAL
SHORT,LOSER,-0.34912280701317977,2,1,1,TRANSITION
SHORT,WINNER,0.9078431372539935,1,3,3,BEARISH
SHORT,LOSER,-2.7462365591403315,2,1,2,TRANSITION
LONG,LOSER,-2.691666666666154,1,4,2,BULLISH
LONG,WINNER,0.1463768115912245,2,2,1,BEARISH
SHORT,WINNER,0.7537634408596685,1,3,2,BEARISH
LONG,WINNER,1.269696969696156,2,2,2,TRANSITION
SHORT,WINNER,1.269696969696156,1,3,1,BEARISH
LONG,LOSER,-1.4365591397848438,0,4,2,BULLISH
LONG,WINNER,1.9844444444444445,1,3,2,BULLISH
SHORT,WINNER,1.9744336569580772,1,4,1,BEARISH
SHORT,LOSER,-1.496636085626867,2,2,1,BEARISH
LONG,LOSER,-1.4748538011697119,3,1,2,TRANSITION
SHORT,LOSER,-1.8202020202021407,2,2,3,NEUTRAL
LONG,WINNER,1.4385620915026622,1,3,2,BULLISH
LONG,LOSER,-1.784541062802153,2,2,2,NEUTRAL
SHORT,LOSER,-2.0614379084973375,2,1,1,TRANSITION
LONG,LOSER,-2.3203252032526573,2,2,2,BULLISH
SHORT,LOSER,-1.9333333333338016,2,3,2,BEARISH
SHORT,LOSER,-3.165333333332493,2,2,1,BULLISH
LONG,LOSER,-4.184313725492013,2,3,2,BULLISH
LONG,WINNER,1.4975308641980711,1,3,1,BULLISH
SHORT,LOSER,-3.3536231884087755,2,4,2,BEARISH
LONG,WINNER,0.039393939396109356,1,2,1,TRANSITION
LONG,LOSER,-0.8833333333394875,2,4,1,BULLISH
LONG,LOSER,-2.4245614035091356,1,4,2,BULLISH
SHORT,LOSER,-2.7462365591403315,2,3,2,BEARISH
LONG,LOSER,-3.4606060606038906,2,4,2,BULLISH
SHORT,WINNER,0.3346666666675069,1,3,2,BEARISH
LONG,LOSER,-1.3666666666666667,1,3,1,BULLISH
SHORT,LOSER,-2.002469135801929,0,4,2,BEARISH
SHORT,LOSER,-2.503703703702893,2,4,1,BEARISH
LONG,WINNER,1.211111111111111,2,3,2,BULLISH
SHORT,WINNER,1.1796747967473427,2,1,2,NEUTRAL
LONG,LOSER,-2.503703703702893,3,3,1,BULLISH
SHORT,WINNER,1.0754385964908644,1,3,1,BEARISH
LONG,WINNER,1.1119658119661573,1,4,2,BULLISH
LONG,WINNER,1.9692810457516845,1,4,2,BULLISH
SHORT,LOSER,-1.3261044176706256,2,2,2,BEARISH
SHORT,LOSER,-1.2974358974358975,1,2,2,BEARISH
LONG,LOSER,-1.3470085470086117,1,3,2,BULLISH
SHORT,WINNER,2.0526170798896994,1,2,3,BEARISH
SHORT,LOSER,-1.3584988962472175,0,4,2,BEARISH
SHORT,LOSER,-1.3147286821705249,1,4,2,BEARISH
LONG,WINNER,2.1342342342342824,1,4,2,BULLISH
LONG,LOSER,-1.608239700374333,1,2,2,BEARISH
SHORT,LOSER,-1.685232067510801,1,4,2,BEARISH
LONG,WINNER,1.8985185185183888,1,3,2,BULLISH
SHORT,WINNER,1.2970370370367776,1,3,1,BEARISH
SHORT,LOSER,-1.8079601990048582,0,4,2,BEARISH
LONG,WINNER,1.4786163522014448,1,4,1,BULLISH
SHORT,LOSER,-2.2589147286816025,2,2,1,TRANSITION
LONG,WINNER,1.6671794871791143,1,1,2,NEUTRAL
SHORT,WINNER,0.4179487179510484,1,3,3,BEARISH
LONG,LOSER,-3.577777777777778,2,3,1,BULLISH
LONG,LOSER,-2.0111111111001705,2,4,1,BULLISH
SHORT,WINNER,0.039393939396109356,3,2,0,TRANSITION
LONG,LOSER,-0.20666666666929245,2,1,1,NEUTRAL
SHORT,LOSER,-3.8491228070131798,2,1,3,NEUTRAL
SHORT,LOSER,-4.866666666666667,2,4,2,BEARISH
SHORT,LOSER,-3.3536231884087755,1,2,2,BULLISH
LONG,LOSER,-4.184313725492013,1,4,2,BULLISH
LONG,LOSER,-2.2029629629632224,2,4,1,BULLISH
LONG,LOSER,-2.388034188033843,3,1,2,BEARISH
SHORT,WINNER,1.1119658119661573,0,4,2,BEARISH
SHORT,LOSER,-3.2555555555564673,2,4,1,BEARISH
SHORT,WINNER,1.4173333333337534,1,2,2,TRANSITION
LONG,LOSER,-2.127777777778234,1,3,2,BULLISH
SHORT,WINNER,1.1119658119661573,1,2,1,BEARISH
LONG,LOSER,-1.3584988962472175,2,2,1,BULLISH
SHORT,LOSER,-1.3383333333333742,2,3,1,BEARISH
LONG,LOSER,-1.3682539682539683,1,4,2,BULLISH
LONG,WINNER,1.7375586854462177,2,2,1,NEUTRAL
LONG,WINNER,1.6125683060113523,2,2,2,NEUTRAL
LONG,WINNER,1.6920398009951418,2,4,2,BULLISH
LONG,WINNER,1.7375586854462177,2,4,1,BULLISH
SHORT,LOSER,-1.660162601625782,2,1,2,TRANSITION
LONG,WINNER,0.7537634408596685,0,3,2,BULLISH
SHORT,WINNER,1.3722222222217664,1,1,2,NEUTRAL
LONG,LOSER,-1.8592592592592592,2,4,1,BULLISH
SHORT,LOSER,-1.8328205128208857,2,1,2,NEUTRAL
LONG,LOSER,-2.3533333333323485,2,4,1,BULLISH
SHORT,WINNER,0.24444444444353275,0,4,2,BEARISH
SHORT,WINNER,1.9476190476190476,0,4,2,BEARISH
LONG,LOSER,-3.8491228070131798,2,3,1,BULLISH
SHORT,LOSER,-2.0213836477985554,1,4,2,BEARISH
SHORT,WINNER,1.4589743589741648,0,3,2,BEARISH
LONG,LOSER,-2.1768115942026505,1,1,2,NEUTRAL
SHORT,WINNER,1.269696969696156,2,4,2,BEARISH
LONG,LOSER,-2.691666666666154,1,1,2,NEUTRAL
SHORT,LOSER,-2.3203252032526573,2,2,1,NEUTRAL
SHORT,LOSER,-1.4296296296296296,0,4,2,BEARISH
SHORT,WINNER,1.9115942028986748,2,2,2,BEARISH
SHORT,WINNER,2.2009208103130433,2,2,1,NEUTRAL
LONG,WINNER,2.223809523809524,2,2,2,BULLISH
LONG,WINNER,2.2539393939393833,1,3,2,BULLISH
SHORT,LOSER,-1.3866666666666667,0,2,2,NEUTRAL
LONG,LOSER,-1.4401084010839762,1,3,2,BULLISH
SHORT,LOSER,-0.6843137254920131,2,3,0,BEARISH
LONG,LOSER,-1.8202020202021407,1,2,2,NEUTRAL
SHORT,LOSER,-2.0213836477985554,2,3,1,BEARISH
LONG,WINNER,0.9078431372539935,2,4,2,BULLISH
SHORT,LOSER,-1.9175141242939362,2,2,1,BEARISH
LONG,LOSER,-2.3203252032526573,1,4,2,BULLISH
LONG,WINNER,0.6333333333345823,1,2,2,NEUTRAL
LONG,LOSER,-0.07777777777777795,1,4,1,BULLISH
SHORT,LOSER,-2.2029629629632224,1,3,2,BEARISH
LONG,LOSER,-2.1517730496446767,1,1,2,TRANSITION
SHORT,WINNER,1.2970370370367776,0,4,2,BEARISH
SHORT,LOSER,-1.660162601625782,3,3,1,BEARISH
LONG,WINNER,1.4975308641980711,0,3,2,BULLISH
SHORT,LOSER,-1.608239700374333,0,4,2,BEARISH
SHORT,WINNER,1.8316872427984339,2,3,2,BEARISH
SHORT,LOSER,-1.6014814814816112,2,1,2,NEUTRAL
LONG,LOSER,-1.7960784313722082,1,3,2,BULLISH
SHORT,WINNER,1.211111111111111,0,4,2,BEARISH
LONG,LOSER,-1.7624413145537823,2,1,2,BEARISH
SHORT,LOSER,-1.8202020202021407,2,3,1,BEARISH
LONG,LOSER,-2.0213836477985554,2,4,1,BULLISH
LONG,WINNER,2.2715893108297984,2,3,1,BULLISH
LONG,LOSER,-1.4196382428940884,2,3,1,BULLISH
LONG,WINNER,1.839837398374218,1,4,2,BULLISH
LONG,WINNER,1.8848484848485527,2,4,1,BULLISH
LONG,WINNER,1.5666666666661984,1,3,3,BULLISH
LONG,WINNER,1.5977777777779236,1,4,1,BULLISH
LONG,WINNER,1.839837398374218,2,2,1,NEUTRAL
SHORT,LOSER,-0.07777777777777795,2,4,1,BEARISH
LONG,WINNER,1.4385620915026622,2,3,2,BULLISH
LONG,WINNER,0.6333333333345823,1,4,1,BULLISH
SHORT,LOSER,-2.0826666666662463,0,3,2,BEARISH
LONG,WINNER,1.0369369369357861,2,2,1,BEARISH
SHORT,LOSER,-2.5921568627460063,1,1,2,TRANSITION
LONG,LOSER,-3.4606060606038906,2,2,1,NEUTRAL
LONG,LOSER,-0.8833333333394875,2,3,1,BULLISH
SHORT,WINNER,0.039393939396109356,0,3,2,BEARISH
LONG,WINNER,0.5666666666666667,2,4,1,BULLISH
LONG,LOSER,-2.691666666666154,2,2,2,NEUTRAL
SHORT,WINNER,0.9533333333333334,0,3,2,BEARISH
SHORT,WINNER,1.0369369369357861,2,3,2,BEARISH
SHORT,LOSER,-1.7733333333333334,2,4,2,BEARISH
LONG,LOSER,-1.8328205128208857,2,3,1,BULLISH
SHORT,WINNER,1.3952380952380952,2,2,1,TRANSITION
SHORT,WINNER,1.5157575757572286,0,4,2,BEARISH
SHORT,LOSER,-1.9333333333338016,2,2,1,TRANSITION
SHORT,LOSER,-1.7030303030303031,1,4,1,BEARISH
LONG,LOSER,-1.784541062802153,1,3,2,BULLISH
LONG,WINNER,2.0123123123122273,2,1,2,NEUTRAL
SHORT,LOSER,-1.563888888888718,1,1,2,TRANSITION
LONG,LOSER,-1.5758865248227545,1,3,1,BULLISH
SHORT,LOSER,-1.6014814814816112,0,3,2,BEARISH
LONG,LOSER,-1.9333333333338016,3,2,1,NEUTRAL
SHORT,LOSER,-1.9666666666666668,2,3,1,BEARISH
SHORT,LOSER,-2.0826666666662463,2,2,2,NEUTRAL
LONG,LOSER,-1.9842424242427714,2,2,2,BULLISH
SHORT,LOSER,-2.503703703702893,0,2,2,NEUTRAL
LONG,WINNER,1.3482269503553233,1,3,2,BULLISH
SHORT,WINNER,1.8316872427984339,0,3,2,BEARISH
SHORT,LOSER,-2.230303030303844,1,1,2,NEUTRAL
LONG,LOSER,-4.007407407405786,1,4,3,BULLISH
SHORT,WINNER,0.24444444444353275,1,4,2,BEARISH
LONG,LOSER,-2.3203252032526573,1,4,2,BULLISH
SHORT,LOSER,-2.8044444444461947,1,3,1,BEARISH
LONG,WINNER,1.1119658119661573,1,3,2,BULLISH
LONG,LOSER,-2.8666666666654175,2,3,3,BULLISH
SHORT,LOSER,-2.0614379084973375,0,3,2,BEARISH
SHORT,LOSER,-3.3536231884087755,1,3,2,BEARISH
LONG,LOSER,-3.004938271606379,2,2,2,NEUTRAL
SHORT,LOSER,-0.8833333333394875,2,2,1,NEUTRAL
SHORT,LOSER,-2.127777777778234,2,0,2,NEUTRAL
LONG,WINNER,1.3722222222217664,2,4,1,BULLISH
SHORT,LOSER,-2.3533333333323485,2,4,2,BEARISH
SHORT,WINNER,0.8595959595974063,2,3,1,BEARISH
LONG,LOSER,-1.949707602338858,2,2,2,NEUTRAL
SHORT,WINNER,0.8595959595974063,2,3,1,BEARISH
LONG,WINNER,1.1796747967473427,3,3,0,BULLISH
LONG,WINNER,0.7537634408596685,1,4,2,BULLISH
LONG,LOSER,-1.8874316939886477,0,2,2,NEUTRAL
SHORT,LOSER,-2.127777777778234,2,2,2,BEARISH
LONG,WINNER,1.3482269503553233,2,3,1,BULLISH
SHORT,LOSER,-1.7733333333333334,3,0,2,BULLISH
LONG,LOSER,-1.8328205128208857,2,4,2,BULLISH
SHORT,WINNER,1.5333333333333332,2,3,2,BEARISH
SHORT,LOSER,-1.2353623188405995,2,1,2,NEUTRAL
LONG,WINNER,2.274444444444417,2,4,2,BULLISH
SHORT,LOSER,-1.3951338199513101,1,2,2,BULLISH
SHORT,LOSER,-1.660162601625782,0,2,2,TRANSITION
LONG,LOSER,-1.5468013468012396,2,2,2,BULLISH
LONG,WINNER,1.8705426356587016,2,3,1,BULLISH
SHORT,LOSER,-1.7960784313722082,1,2,2,BEARISH
LONG,WINNER,2.0835897435897746,2,4,2,BULLISH
LONG,LOSER,-2.1768115942026505,3,1,0,TRANSITION
SHORT,LOSER,-0.07777777777777795,2,4,1,BEARISH
LONG,WINNER,1.5977777777779236,1,1,2,NEUTRAL
SHORT,LOSER,-1.9175141242939362,2,2,1,NEUTRAL
LONG,WINNER,1.7877192982454322,2,1,2,NEUTRAL
SHORT,WINNER,1.7266666666666666,1,3,2,BEARISH
SHORT,WINNER,0.8595959595974063,1,2,2,BEARISH
SHORT,LOSER,-1.9333333333338016,2,1,2,BULLISH
LONG,LOSER,-1.9842424242427714,2,2,1,BULLISH
SHORT,WINNER,0.5666666666666667,2,4,1,BEARISH
SHORT,WINNER,0.9962962962971067,3,1,1,BULLISH
SHORT,LOSER,-2.6404040404025935,1,4,1,BEARISH
SHORT,LOSER,-2.9333333333333336,1,4,2,BEARISH
LONG,LOSER,-1.6766666666667487,2,2,1,BULLISH
SHORT,WINNER,1.6268817204298343,2,2,2,BULLISH
SHORT,WINNER,1.6268817204298343,1,4,2,BEARISH
SHORT,LOSER,-1.7518518518521558,1,4,2,BEARISH
SHORT,LOSER,-1.8328205128208857,2,2,2,NEUTRAL
LONG,LOSER,-1.8328205128208857,0,3,2,BULLISH
LONG,LOSER,-1.582078853046777,2,1,1,NEUTRAL
SHORT,WINNER,1.8705426356587016,2,3,3,BEARISH
SHORT,LOSER,-1.9175141242939362,2,3,2,BEARISH
LONG,LOSER,-1.2395280235988508,2,2,1,NEUTRAL
SHORT,LOSER,-1.5205128205129177,1,4,2,BEARISH
SHORT,WINNER,1.8848484848485527,2,4,1,BEARISH
LONG,WINNER,1.847791164658482,1,2,3,TRANSITION
SHORT,LOSER,-1.5523809523809524,2,2,2,TRANSITION
LONG,LOSER,-1.5255663430419228,1,3,2,BULLISH
SHORT,WINNER,1.9893081761007223,1,4,2,BEARISH
LONG,LOSER,-1.4921212121210818,2,3,1,BULLISH
SHORT,LOSER,-1.9333333333338016,2,2,2,BULLISH
LONG,LOSER,-2.9333333333333336,1,2,2,BULLISH
SHORT,WINNER,0.9533333333333334,2,4,3,BEARISH
LONG,LOSER,-2.0614379084973375,2,2,1,BULLISH
LONG,WINNER,0.1463768115912245,2,2,2,BULLISH
LONG,LOSER,-4.007407407405786,1,2,1,TRANSITION
LONG,LOSER,-4.184313725492013,3,4,2,BULLISH
LONG,WINNER,0.6333333333345823,2,4,2,BULLISH
SHORT,LOSER,-1.9842424242427714,1,3,3,BEARISH
LONG,WINNER,0.5666666666666667,2,4,1,BULLISH
LONG,WINNER,1.0369369369357861,1,4,1,BULLISH
SHORT,LOSER,-1.9842424242427714,1,3,2,BEARISH
LONG,WINNER,1.5333333333333332,2,4,1,BULLISH
SHORT,LOSER,-2.5921568627460063,2,2,2,NEUTRAL
LONG,WINNER,1.1119658119661573,3,1,1,NEUTRAL
LONG,LOSER,-2.2589147286816025,2,4,1,BULLISH
SHORT,LOSER,-1.8874316939886477,1,1,2,TRANSITION
LONG,LOSER,-2.127777777778234,3,0,2,BEARISH
SHORT,WINNER,1.3231884057973495,1,3,2,BEARISH
LONG,LOSER,-2.002469135801929,1,4,2,BULLISH
LONG,WINNER,1.6671794871791143,1,4,1,BULLISH
SHORT,LOSER,-1.9666666666666668,1,3,1,BEARISH
LONG,WINNER,1.7375586854462177,1,4,2,BULLISH
SHORT,WINNER,1.6125683060113523,2,3,1,BEARISH
LONG,LOSER,-1.949707602338858,1,2,2,NEUTRAL
SHORT,WINNER,1.936111111111282,1,3,1,BEARISH
LONG,WINNER,0.039393939396109356,1,2,1,NEUTRAL
SHORT,WINNER,1.1119658119661573,2,3,1,BEARISH
SHORT,LOSER,-1.9842424242427714,1,3,2,BEARISH
LONG,WINNER,1.5666666666661984,2,4,1,BULLISH
SHORT,WINNER,1.1796747967473427,1,4,2,BEARISH
LONG,WINNER,0.9962962962971067,2,4,2,BULLISH
SHORT,LOSER,-2.5921568627460063,2,4,2,BEARISH
LONG,LOSER,-2.691666666666154,2,2,1,NEUTRAL
LONG,WINNER,0.8083333333338463,3,2,1,BULLISH
