trade_id,capture_pct,mfe_spent_atr,total_mfe_atr
E-000512,1.0,0,12.0
E-000513,1.0,0,2.2105263157894735
E-000514,1.0,0,6.5
E-000515,1.0,0,16.8
E-000516,1.0,0,7.0
E-000517,1.0,0,5.090909090909091
E-000518,1.0,0,8.105263157894736
E-000519,1.0,0,11.333333333333334
E-000520,1.0,0,2.0
E-000521,1.0,0,16.625
E-000522,1.0,0,4.869565217391305
E-000523,,0,0.0
E-000524,1.0,0,3.9146919431279623
E-000525,1.0,0,2.3863636363636362
E-000526,1.0,0,2.5301204819277108
E-000527,1.0,0,7.8076923076923075
E-000528,1.0,0,3.606060606060606
E-000529,1.0,0,10.915254237288135
E-000530,1.0,0,2.6046511627906974
E-000531,1.0,0,5.818181818181818
E-000532,1.0,0,1.75
E-000533,1.0,0,0.5833333333333334
E-000534,1.0,0,1.8876404494382024
E-000535,1.0,0,5.6
E-000536,1.0,0,2.731707317073171
E-000537,1.0,0,22.90909090909091
E-000538,1.0,0,15.959999999999999
E-000539,1.0,0,5.384615384615384
E-000540,1.0,0,2.5
E-000541,1.0,0,2.3333333333333335
E-000542,1.0,0,5.0
E-000543,1.0,0,1.75
E-000544,1.0,0,0.5833333333333334
E-000545,1.0,0,4.0
E-000546,1.0,0,4.5
E-000547,1.0,0,25.454545454545457
E-000548,,0,0.0
E-000549,1.0,0,7.2413793103448265
E-000550,1.0,0,3.414634146341464
E-000551,1.0,0,1.2352941176470589
E-000552,1.0,0,9.692307692307693
E-000553,1.0,0,21.72413793103448
E-000554,1.0,0,3.789473684210526
E-000555,1.0,0,7.182608695652174
E-000556,1.0,0,16.86021505376344
E-000557,1.0,0,5.39344262295082
E-000558,1.0,0,3.828125
E-000559,1.0,0,7.0588235294117645
E-000560,1.0,0,3.031847133757962
E-000561,1.0,0,9.272727272727273
E-000562,1.0,0,3.161290322580645
E-000563,1.0,0,6.0
E-000564,1.0,0,1.5555555555555556
E-000565,1.0,0,13.377777777777776
E-000566,1.0,0,0.8888888888888888
E-000567,1.0,0,4.222222222222222
E-000568,1.0,0,8.465116279069766
E-000569,1.0,0,2.4
E-000570,1.0,0,1.0769230769230769
E-000571,1.0,0,8.206896551724137
E-000572,1.0,0,17.0
E-000573,1.0,0,2.2105263157894735
E-000574,1.0,0,16.5
E-000575,1.0,0,9.333333333333334
E-000576,,0,0.0
